NC1=CC(F)=CC=C1NC(=O)C1=CC=C(CNC(=O)\C=C\C2=CC=CN=C2)C=C1	chidamide	pIC50=7.0222764	pIC50=7.0222764	pIC50=7.0222764
[H][C@]12CC(=O)N[C@]([H])(C(C)C)C(=O)N[C@]([H])(CSSCC\C=C\1)C(=O)N\C(=C/C)C(=O)N[C@@]([H])(C(C)C)C(=O)O2	romidepsin	pIC50=6.55
CSc1nc(NCc2ccc(cc2)C(=O)Nc3ccccc3N)cc(n1)c4cccnc4	CHEMBL482002	pIC50=6.6
Cc1cc(C)cc(Nc2ncc(cn2)C(=O)NO)c1	CHEMBL3652239	pIC50=6.6
Nc1ccc(cc1NC(=O)c2cccnc2)c3ccc(CC#N)cc3	CHEMBL270377	pIC50=6.6
Nc1ccccc1NC(=O)c2ccc(CNc3nccc(n3)c4ccc(nc4)C(=O)N5CCOCC5)cc2	CHEMBL480430	pIC50=6.6
OCCCCn1nc(cc1C(=O)NCCCCCCS)c2ccc(F)cc2	CHEMBL3758692	pIC50=6.6
ONC(=O)CCCCCCC(=O)N1CCN=C(c2ccccc2)c3ccccc13	CHEMBL2408694	pIC50=6.6
ONC(=O)\C=C\c1ccc2CN(Cc3ccccc3)C(=O)c2c1	CHEMBL247217	pIC50=6.6
ONC(=O)\C=C\c1ccc2[nH]c(cc2c1)C(=O)c3ccccc3	CHEMBL244670	pIC50=6.6
ONC(=O)\C=C\c1ccc2c(c1)nc(CCc3ccccc3)n2CCCN4CCOCC4	CHEMBL491490	pIC50=6.6
ONC(=O)\C=C\c1ccc2c(c1)nc(CCc3ccccc3)n2Cc4ccccn4	CHEMBL489706	pIC50=6.6
Oc1ccc(cc1NC(=O)c2ccc(CN3CCc4ccccc4C3)cc2)c5ccccc5	CHEMBL3664104	pIC50=6.6
COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](Nc4ccc(OCCCC(=O)NO)cc4)c5cc6OCOc6cc25	CHEMBL2442791	pIC50=6.61
COc1ccc(Nc2ncc(cn2)C(=O)NO)cc1	CHEMBL3652229	pIC50=6.61
COc1ccc(cc1)C2(CCCC2)Nc3ncc(cn3)C(=O)NO	CHEMBL3656021	pIC50=6.61
ONC(=O)CCCCCN(Cc1ccccn1)C(=O)NC(=O)c2ccccc2	CHEMBL1083129	pIC50=6.61
ONC(=O)CCCCc1cn(Cc2ccc3ccccc3n2)nn1	CHEMBL2381736	pIC50=6.61
CC(C)n1c(CN(C)c2ncc(cn2)C(=O)NO)nc3c(nc(nc13)c4cnc(N)nc4)N5CCOCC5	CHEMBL3827548	pIC50=6.62
CCCCCCN(CC)Cc1c(nc2cc(\C=C\C(=O)NO)ccn12)C(C)(C)C	CHEMBL3689847	pIC50=6.62
CCCCCCc1nc2cc(\C=C\C(=O)NO)ccn2c1NCCC(=O)N(C)CCN(C)C	CHEMBL3689792	pIC50=6.62
CCCCN(C)Cc1c(nc2cc(\C=C\C(=O)NO)ccn12)c3ccccc3	CHEMBL3689800	pIC50=6.62
CCCN(CC)Cc1c(nc2cc(\C=C\C(=O)NO)ccn12)c3ccccc3	CHEMBL3689810	pIC50=6.62
CN(c1ccc(OCC(=O)NO)cc1)c2ncnc3ccccc23	CHEMBL3774793	pIC50=6.62
CN1CCC(CC1)C(=O)N[C@@H](CCCCCC(=O)C)c2ncc([nH]2)c3ccsc3	CHEMBL520560	pIC50=6.62
COc1cc(Nc2ncc(cn2)C(=O)NO)cc(c1)C(F)(F)F	CHEMBL3652241	pIC50=6.62
COc1ccc(cc1)c2nc(NC(=O)NCCCC(=O)NO)cc3c4ccccc4n(C)c23	CHEMBL3747076	pIC50=6.62
C[C@H]1CN(CCN1C(=O)OC(C)(C)C)c2ccc(cn2)C(=O)Nc3ccccc3N	CHEMBL391698	pIC50=6.62
Cc1nc(cs1)c2nc(cs2)C(=O)NCCCCC(=O)NO	CHEMBL3287022	pIC50=6.62
Nc1ccccc1NC(=O)c2ccc(CNC3=NC(CO3)c4cccc(F)c4)cc2	CHEMBL3605497	pIC50=6.62
Nc1ccccc1NC(=O)c2ccc(CNC3=N[C@H](CN3)c4ccccc4)cc2	CHEMBL3605415	pIC50=6.62
OC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccc(Cl)cc4)c5ccc(O)cc5	CHEMBL3589362	pIC50=6.62
ONC(=O)CCCCCOc1no[n+]([O-])c1S(=O)(=O)c2ccccc2	CHEMBL3426906	pIC50=6.62
ONC(=O)CCCCc1ccn(Cc2ccc(cc2)[N+](=O)[O-])n1	CHEMBL3335292	pIC50=6.62
COc1ccc(CNCc2nc3cc(\C=C\C(=O)NO)ccc3n2C)cc1	CHEMBL3648318	pIC50=6.63
Nc1ccccc1NC(=O)c2ccc(nc2)N3CC4CC3CN4Cc5ccccc5	CHEMBL413799	pIC50=6.63
ONC(=O)CCCCCCc1ccn(Cc2ccc(cc2)c3ccccc3)n1	CHEMBL3335312	pIC50=6.63
CC(C)(C)CNCc1c(nc2cc(\C=C\C(=O)NO)ccn12)c3ccccc3	CHEMBL3689817	pIC50=6.64
CC(C)(C)c1ccc(CN2Cc3ccc(\C=C\C(=O)NO)cc3C2=O)cc1	CHEMBL247218	pIC50=6.64
CC(C)(O)c1ccc(cn1)c2ccnc(NCc3ccc(cc3)C(=O)Nc4ccccc4N)n2	CHEMBL481988	pIC50=6.64
CCCCCCCC(=O)SCC\C=C\[C@@H]1CC(=O)NCc2nc(cs2)C3=N[C@@](C)(CS3)C(=O)N[C@@H](C(C)C)C(=O)O1	CHEMBL1173445	pIC50=6.64
CCCn1c(CCc2ccccc2)nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL489125	pIC50=6.64
CCSC(=S)SCC(=O)c1ccc(cc1)S(=O)(=O)Nc2ccc(OC)cc2	CHEMBL518961	pIC50=6.64
COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)C)C(=O)Nc3ccc(Cl)cc3)c2c1	CHEMBL216427	pIC50=6.64
COc1ccc2[nH]c(C)c(CN[C@@H](CCCCCC(=O)C)C(=O)Nc3cccc(c3)c4ccccc4)c2c1	CHEMBL271799	pIC50=6.64
COc1cccc(c1)C(=O)c2cc3cc(\C=C\C(=O)NO)ccc3n2S(=O)(=O)c4ccccc4	CHEMBL390910	pIC50=6.64
Cc1ccc(NC(=O)c2ccc(s2)C(=O)Nc3ccccc3N)cc1Nc4ncc(cn4)c5cccnc5	CHEMBL473825	pIC50=6.64
Nc1ccc(cc1NC(=O)c2ccc(nc2)N3CCC4(CC3)CNc5ccccc45)c6cccs6	CHEMBL511625	pIC50=6.64
Nc1ccccc1NC(=O)c2cc3ccc(N4CCNCC4)c(C5CC5)c3cn2	CHEMBL3664032	pIC50=6.64
Nc1ccccc1NC(=O)c2ccc(cc2)C(=O)Nc3cccc(Nc4ncc(s4)c5cccnc5)c3	CHEMBL474015	pIC50=6.64
Nc1ccccc1NC(=O)c2ccc(cc2)C(C(=O)NCCCc3ccccc3)C(=O)NCCCc4ccccc4	CHEMBL251546	pIC50=6.64
OB(O)c1ccccc1CN2CCN(CC2)C3=NC(=O)\C(=C\c4ccc(Cl)c(Cl)c4)\S3	CHEMBL3648275	pIC50=6.64
ONC(=O)CCCCCc1ccn(Cc2ccc(cc2)c3ccccc3)n1	CHEMBL3335311	pIC50=6.64
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)Cc4ccc(cc4)c5cn(CCCCCCCCCC(=O)NO)nn5)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC	CHEMBL452168	pIC50=6.65
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)Cc4ccc(cc4)c5cn(CCCCCCCCCC(=O)NO)nn5)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O	CHEMBL496761	pIC50=6.65
Nc1ccccc1NC(=O)c2ccc(nc2)N3CCn4c(Cc5ccccc5)cnc4C3	CHEMBL393389	pIC50=6.65
ONC(=O)c1ccc(CNC(=O)c2[nH]c(cc2c3cccc(Br)c3)c4ccccc4)cc1	CHEMBL3670679	pIC50=6.65
ONC(=O)c1cnc(NC(c2ccc(F)cc2)c3ccc(F)cc3)nc1	CHEMBL3655966	pIC50=6.65
ONC(=O)c1cnc(NCc2ccccc2OC(F)(F)F)nc1	CHEMBL3655930	pIC50=6.65
ONC(=O)c1cnc(Nc2cccc(c2)C(F)(F)F)nc1	CHEMBL3652242	pIC50=6.65
SCCCCCCNC(=O)c1cc(n[nH]1)c2ccc(cc2)c3ccccc3	CHEMBL3758334	pIC50=6.65
CC(=O)CCCCC[C@H](NC(=O)CCN1CC2CCC1C2)c3ncc([nH]3)c4ccccc4	CHEMBL485722	pIC50=6.66
CC1CCN(Cc2ccc(cc2)C(=O)Nc3cc(ccc3O)c4ccccc4)CC1	CHEMBL3664101	pIC50=6.66
CCCCN(C)Cc1c(nc2cc(\C=C\C(=O)NO)ccn12)C(C)(C)C	CHEMBL3689863	pIC50=6.66
CCn1c(CCc2ccccc2)nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL490721	pIC50=6.66
CN(C)S(=O)(=O)N[C@@H](CCCCCC(=O)O)c1ncc([nH]1)c2ccc3ccccc3c2	CHEMBL466830	pIC50=6.66
CN1CCC(C1)C(=O)N[C@@H](CCCCCC(=O)C)C(=O)NCCc2c([nH]c3ccccc23)c4ccccc4	CHEMBL387015	pIC50=6.66
CN1CCCC(C1)C(=O)N[C@@H](CCCCCC(=O)C)c2ncc([nH]2)c3ccccc3	CHEMBL486975	pIC50=6.66
CO\N=C(/Cc1ccc(OC)c(Br)c1)\C(=O)NCCSSCCNC(=O)\C(=N\OC)\Cc2ccc(OC)c(Br)c2	CHEMBL2047668	pIC50=6.66
COc1cc(F)ccc1CNc2ncc(cn2)C(=O)NO	CHEMBL3655932	pIC50=6.66
COc1ccc(cc1)C(=O)N[C@H](COc2cccc(\C=C\C(=O)NO)c2)Cc3c[nH]c4ccccc34	CHEMBL3354913	pIC50=6.66
COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)O)C(=O)NCCc3c([nH]c4ccccc34)c5ccccc5)c2c1	CHEMBL384384	pIC50=6.66
Nc1ccccc1NC(=O)c2ccc(CCNC(=O)\C=C\c3cnc4ccccn34)cc2	CHEMBL3593306	pIC50=6.66
OC(=O)Cn1nc(cc1C(=O)NCCCCCCS)c2ccc(F)cc2	CHEMBL3759067	pIC50=6.66
ONC(=O)CCCCC(=O)Nc1cc2c(Nc3ccc(Cl)c(c3)C(F)(F)F)ncnc2s1	CHEMBL3339012	pIC50=6.66
ONC(=O)CCCCc1ccn(Cc2ccc(Br)cc2)n1	CHEMBL3335291	pIC50=6.66
ONC(=O)\C=C\c1ccc2CN(Cc3ccc(cc3)c4ccccc4)C(=O)c2c1	CHEMBL247653	pIC50=6.66
ONC(=O)c1cnc(NCc2ccccn2)nc1	CHEMBL3655985	pIC50=6.66
CCNC(=S)SCC(=O)c1ccc(OC)cc1	CHEMBL487615	pIC50=6.67
CN(c1ccc(OCCCCC(=O)NO)cc1)c2nc(C)nc3CCCc23	CHEMBL3774691	pIC50=6.67
Nc1ccccc1NC(=O)c2ccc(CNc3ncnc4ccccc34)cc2	CHEMBL3700345	pIC50=6.67
ONC(=O)c1cnc(NCCc2ccccc2)nc1	CHEMBL3655924	pIC50=6.67
ONC(=O)c1cnc(NCc2cccs2)nc1	CHEMBL3655982	pIC50=6.67
ONC(=O)c1cnc(Nc2cc(Cl)ccc2Cl)nc1	CHEMBL3652234	pIC50=6.67
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)Cc4ccc(cc4)c5cn(CCCCCCC(=O)NO)nn5)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC	CHEMBL3734969	pIC50=6.68
CN(C)c1ccc(NC(=O)NCCCCCCC(=O)NO)cc1	CHEMBL227120	pIC50=6.68
COCCCn1c(CCc2ccccc2)nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL521909	pIC50=6.68
COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](Nc4ccc(NC(=O)CCCCCCC(=O)NO)cc4)c5cc6OCOc6cc25	CHEMBL2442698	pIC50=6.68
COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](Nc4ccc(OCCCCCC(=O)NO)cc4)c5cc6OCOc6cc25	CHEMBL2442797	pIC50=6.68
COc1ccc(CNC(=O)c2ccc(s2)C(=O)C(F)(F)F)cc1	CHEMBL497123	pIC50=6.68
Cc1ccc(NCc2ccc(cc2)C(=O)Nc3ccccc3N)cc1Nc4nccc(n4)c5cccnc5	CHEMBL475796	pIC50=6.68
Cc1ccc(cc1)c2noc(CNCc3ccc(cc3)C(=O)Nc4ccccc4N)n2	CHEMBL3421738	pIC50=6.68
Nc1ccccc1NC(=O)CCCCCCc2onc(n2)c3ccccc3	CHEMBL3585969	pIC50=6.68
Nc1ccccc1NC(=O)c2ccc(CNc3nccc(n3)c4onc(CO)c4)cc2	CHEMBL520601	pIC50=6.68
ONC(=O)CCCCNC(=O)c1csc(n1)c2nccs2	CHEMBL3287023	pIC50=6.68
ONC(=O)\C=C\c1ccc(CN(CCc2c[nH]c3ccccc23)CC(F)(F)F)cc1	CHEMBL1819140	pIC50=6.68
ONC(=O)c1ccc(cc1)C(=O)Nc2cccc(Nc3ncc(s3)c4cccnc4)c2	CHEMBL475051	pIC50=6.68
ONC(=O)c1cnc(Nc2ccc(F)cc2)nc1	CHEMBL3652227	pIC50=6.68
Oc1ccc(cc1NC(=O)c2cccs2)c3ccccc3	CHEMBL398884	pIC50=6.68
CCCCCCCC(=O)SCC\C=C\[C@@H]1CC(=O)NCc2cccc(n2)C3=N[C@@](C)(CS3)C(=O)N[C@@H](C(C)C)C(=O)O1	CHEMBL3593408	pIC50=6.69
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@](O)(CN(C)Cc3ccc(cc3)c4cn(CCCCCC(=O)NO)nn4)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]5O[C@H](C)C[C@@H]([C@H]5O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O	CHEMBL3735122	pIC50=6.69
CN(c1ccc(OCCCCC(=O)NO)cc1)c2nc(C)nc3ccccc23	CHEMBL3775817	pIC50=6.69
CN(c1ccc(OCCCCC(=O)NO)cc1)c2ncnc3ccccc23	CHEMBL3774858	pIC50=6.69
COc1cc2CCCOC(CCCCCC(=O)NO)C(=O)Nc3ccccc3OCc(c2)c1	CHEMBL1631916	pIC50=6.69
Cc1cc(Nc2ncc(cn2)C(=O)NO)ccn1	CHEMBL3655914	pIC50=6.69
Cc1ccc(Nc2nccc3ccc(NCc4ccc(\C=C\C(=O)NO)cc4)cc23)cc1	CHEMBL3601778	pIC50=6.69
ONC(=O)CCCCCCn1c2ccccc2c3ccccc13	CHEMBL3675752	pIC50=6.69
ONC(=O)\C=C\c1ccc2c(c1)nc(COCc3ccccc3)n2CCc4cccnc4	CHEMBL3648268	pIC50=6.69
ONC(=O)c1cc2ccc(NC(=O)c3ccccc3)cc2s1	CHEMBL245556	pIC50=6.69
ONC(=O)c1cnc(NCc2ccncc2)nc1	CHEMBL3655946	pIC50=6.69
CC(C(=O)Nc1ccccc1)(C(=O)Nc2ccccc2)c3ccc(cc3)C(=O)Nc4ccccc4N	CHEMBL248718	pIC50=6.7
CC(C)(C)c1ccc(cc1)S(=O)(=O)Nc2ccc(\C=C\C(=O)NO)cc2	CHEMBL97272	pIC50=6.7
CC(C)C[C@H]1CC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCCC(=O)O)C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N1	CHEMBL570041	pIC50=6.7
CC(C)[C@H]1NC(=O)C[C@@H](C\C=C/CCC(=O)O)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](C)NC1=O	CHEMBL3352997	pKi=6.7
CC(Cc1ccc(cc1)C(=O)Nc2ccccc2N)(C(=O)Nc3ccccc3)C(=O)Nc4ccccc4	CHEMBL248909	pIC50=6.7
CCC(=O)CCCCC[C@@H]1NC(=O)[C@H](CCCCNC(=O)C)NC(=O)CCN(CC(C)C)C(=O)CN(CCc2c[nH]c3ccccc23)C1=O	CHEMBL2170018	pIC50=6.7
CCCCc1nc2cc(\C=C\C(=O)NO)ccn2c1CN(CC)CCC(C)CC(C)(C)C	CHEMBL3689875	pIC50=6.7
CCCCc1nc2cc(\C=C\C(=O)NO)ccn2c1CN(CCC)CCC	CHEMBL3689831	pIC50=6.7
CCN(CC)Cc1c(nc2cc(\C=C\C(=O)NO)ccn12)c3ccccc3	CHEMBL3689809	pIC50=6.7
CCN1C(=O)N(Cc2ccc(cc2)C(=O)Nc3ccccc3N)C(=O)c4ccccc14	CHEMBL241549	pIC50=6.7
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@](O)(CN(C)C)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)Cc4ccc(cc4)c5cn(CCCCCC(=O)NO)nn5)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC	CHEMBL3735391	pIC50=6.7
CN1CCCC(C1)C(=O)N[C@@H](CCCCCC(=O)C)C(=O)NCCc2c([nH]c3ccccc23)c4ccccc4	CHEMBL387224	pIC50=6.7
CNC(=O)CCCCC[C@H](NC(=O)c1cncs1)c2ncc([nH]2)c3cc4ccccc4nc3OC	CHEMBL3808639	pIC50=6.7
COc1cc(NCc2ccc(cc2)C(=O)Nc3ccccc3N)ncn1	CHEMBL271651	pIC50=6.7
COc1ccc(cc1)S(=O)(=O)Nc2ccc(\C=C\C(=O)NO)cc2	CHEMBL95553	pIC50=6.7
COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)Nc3ccccc3)c4ncc([nH]4)c5ccc6ccccc6c5)c2c1	CHEMBL502602	pIC50=6.7
CSc1nc(NCc2ccc(cc2)C(=O)Nc3ccccc3N)n[nH]1	CHEMBL253910	pIC50=6.7
Cc1ccc(NC(=O)CCCCCCC(=O)NO)cc1	CHEMBL3098605	pIC50=6.7
Cc1ccc(NS(=O)(=O)c2ccc(\C=C\C(=O)NO)cc2)cc1	CHEMBL149534	pIC50=6.7
NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)c2nc3cc(ccc3[nH]2)c4cccs4	CHEMBL524193	pIC50=6.7
Nc1ccccc1NC(=O)\C=C\c2ccc(cc2)C(NCCC3CCOCC3)C(=O)Nc4ccc(cc4)C(F)(F)F	CHEMBL1643315	pIC50=6.7
Nc1ccccc1NC(=O)c2ccc(CN3C(=O)c4ccccc4C3=O)cc2	CHEMBL241129	pIC50=6.7
Nc1ccccc1NC(=O)c2ccc(CN3C=Nc4ccsc4C3=O)cc2	CHEMBL241757	pIC50=6.7
Nc1ccccc1NC(=O)c2ccc(CN3N=Nc4ccccc4C3=O)cc2	CHEMBL240915	pIC50=6.7
Nc1ccccc1NC(=O)c2ccc(CNC3=N[C@@H](Cc4ccccc4)CO3)cc2	CHEMBL3605501	pIC50=6.7
Nc1ccccc1NC(=O)c2ccc(CNc3ccnc(n3)c4cccnc4)cc2	CHEMBL481997	pIC50=6.7
Nc1ccccc1NC(=O)c2ccc(CNc3nc(N)nc(NC4CCCC4)n3)cc2	CHEMBL270149	pIC50=6.7
Nc1ccccc1NC(=O)c2ccc(CNc3nc(N)nc(NC4Cc5ccccc5C4)n3)cc2	CHEMBL404054	pIC50=6.7
Nc1ccccc1NC(=O)c2ccc(CNc3nc(N)nc(n3)N4CCOCC4)cc2	CHEMBL257632	pIC50=6.7
Nc1ccccc1NC(=O)c2ccc(CNc3nc(N)nc4[nH]cnc34)cc2	CHEMBL404518	pIC50=6.7
Nc1ccccc1NC(=O)c2ccc(CSC3=NC(=CC(=O)N3)c4ccccc4)cc2	CHEMBL259127	pIC50=6.7
Nc1ccccc1NC(=O)c2ccc(Cc3oc(Cc4cccc5ccccc45)nn3)cc2	CHEMBL3314869	pIC50=6.7
Nc1ccccc1NC(=O)c2ccc(cc2)C(C(=O)NCc3ccccc3)C(=O)NCc4ccccc4	CHEMBL398333	pIC50=6.7
ONC(=O)CCCCCN1C(=O)c2cccc3cccc(C1=O)c23	CHEMBL96051	pIC50=6.7
ONC(=O)CCCCNC(=O)c1nc(sc1c2ccc(F)cc2)c3nccs3	CHEMBL3287258	pIC50=6.7
ONC(=O)CCCCc1cn(Cc2ccc(cc2)c3ccccc3)nn1	CHEMBL2381731	pIC50=6.7
ONC(=O)CCCCc1cn(Cc2ccccc2)nc1c3ccccc3	CHEMBL3335310	pIC50=6.7
ONC(=O)Cc1ccc(CCCCc2ccc3OCOc3c2)cc1	CHEMBL3698524	pIC50=6.7
ONC(=O)\C=C\c1ccc(Cc2oc(Cc3cccc4ccccc34)nn2)cc1	CHEMBL3314861	pIC50=6.7
ONC(=O)\C=C\c1ccc(NS(=O)(=O)c2cc3ccccc3s2)cc1	CHEMBL3698500	pIC50=6.7
ONC(=O)\C=C\c1ccc(NS(=O)(=O)c2ccccc2)cc1	CHEMBL317814	pIC50=6.7
ONC(=O)\C=C\c1ccc2CN(Cc2c1)C(=O)c3cccc(c3)C(F)(F)F	CHEMBL1808622	pIC50=6.7
ONC(=O)\C=C\c1ccc2CN(Cc3ccccc3)Cc2c1	CHEMBL1808642	pIC50=6.7
ONC(=O)\C=C\c1ccc2c(c1)cc(C(=O)c3ccccc3)n2S(=O)(=O)c4ccccc4	CHEMBL388429	pIC50=6.7
ONC(=O)\C=C\c1ccc2c(c1)nc(CCc3ccccc3)n2CCCN4CCCC4=O	CHEMBL523646	pIC50=6.7
ONC(=O)c1cc2cc(CNCCc3ccccc3)ccc2s1	CHEMBL391156	pIC50=6.7
ONC(=O)c1ccc(Cc2oc(Cc3cccc4ccccc34)nn2)cc1	CHEMBL3314863	pIC50=6.7
ONC(=O)c1ccc(NC(=O)CCN2C(=O)C3(OCCCO3)c4cc(Br)ccc24)cc1	CHEMBL3593627	pIC50=6.7
ONC(=O)c1cnc(NC2(CC2)c3occc3)nc1	CHEMBL3655976	pIC50=6.7
ONC(=O)c1cnc(Nc2ccc(Cl)cc2)nc1	CHEMBL3652230	pIC50=6.7
O\N=C(/CCCCCCC(=O)O)\c1ccc(cc1)c2ccccc2	CHEMBL95842	pIC50=6.7
CN(C(=O)C(C(=O)Nc1ccccc1)c2ccc(cc2)C(=O)Nc3ccccc3N)c4ccccc4	CHEMBL251544	pIC50=6.71
CN(c1ccc(OCCCC(=O)NO)cc1)c2nc(C)nc3CCCc23	CHEMBL3775269	pIC50=6.71
Cc1ccc(Nc2ncc(cn2)C(=O)NO)cc1	CHEMBL3652228	pIC50=6.71
Cc1cccc(NC(=O)CCCCCCC(=O)NO)c1	CHEMBL3098603	pIC50=6.71
Cc1oc(cc1)c2cc(c(C#N)c(SCCC#N)n2)C(F)(F)F	CHEMBL1377382	pIC50=6.71
Cn1c(CN(Cc2ccccc2)Cc3ccccc3)nc4cc(\C=C\C(=O)NO)ccc14	CHEMBL3648316	pIC50=6.71
ONC(=O)CCCCc1ccn(Cc2ccc(cc2)C(F)(F)F)n1	CHEMBL3335293	pIC50=6.71
ONC(=O)CCCCc1ccn(Cc2ccc3OCOc3c2)n1	CHEMBL3335306	pIC50=6.71
CC(=O)CCCCC[C@H](NC(=O)CCN1CCCCC1)C(=O)NCCc2c([nH]c3ccccc23)c4ccccc4	CHEMBL269890	pIC50=6.72
CC(=O)CCCCC[C@H](NC(=O)CCN1CCCCC1)c2ncc([nH]2)c3ccccc3	CHEMBL487179	pIC50=6.72
CC(=O)CCCCC[C@H](NC(=O)CN1CCCCC1)C(=O)NCCc2c([nH]c3ccccc23)c4ccccc4	CHEMBL217371	pIC50=6.72
CC(C)(C)CNCc1c(nc2cc(\C=C\C(=O)NO)ccn12)C(C)(C)C	CHEMBL3689825	pIC50=6.72
CC(C)(C)OC(=O)N1CC2CC1CN2c3ccc(cn3)C(=O)Nc4ccccc4N	CHEMBL392112	pIC50=6.72
CC1(C)CC(=O)Nc2ccc(cc12)C(=O)NC[C@@H]3CC[C@@H](CC3)\C=C\C(=O)NO	CHEMBL3309299	pIC50=6.72
CCC(CC)CN(CC)Cc1c(nc2cc(\C=C\C(=O)NO)ccn12)C(C)(C)C	CHEMBL3689850	pIC50=6.72
CCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1C3CCCNC3	CHEMBL1830404	pIC50=6.72
CCN(CC1CCCCC1)Cc2c(nc3cc(\C=C\C(=O)NO)ccn23)C(C)(C)C	CHEMBL3689855	pIC50=6.72
CN(C)CCCn1c(CCc2ccccc2)nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL489331	pIC50=6.72
CN(Cc1nc2c(nc(nc2n1C3CCCC3)c4ccc(N)cc4)N5CCOCC5)c6ncc(cn6)C(=O)NO	CHEMBL3828218	pIC50=6.72
CN1C2N(CCc3c2[nH]c4ccc(O)cc34)C(=O)c5cc(NCc6ccc(cc6)c7noc(CCCCC(=O)NO)n7)ccc15	CHEMBL3577693	pIC50=6.72
C[C@H](\C=C(/C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C	CHEMBL99	pIC50=6.72
Nc1ccc(cc1NC(=O)[C@@H]2C[C@H]3CC[C@@H](C2)O3)c4ccc(F)cc4	CHEMBL3827611	pIC50=6.72
Nc1ccc(cc1NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2)c4cccs4	CHEMBL235674	pIC50=6.72
Nc1ccccc1NC(=O)c2ccc(CNC3=NC(=O)C(Cc4c[nH]c5ccccc45)N3)cc2	CHEMBL2407733	pIC50=6.72
Nc1ccccc1NC(=O)c2ccc(CNC3=NC(CO3)c4ccc(F)cc4)cc2	CHEMBL3605496	pIC50=6.72
Nc1ccccc1NC(=O)c2ccc(CNc3nccc(n3)c4cnccn4)cc2	CHEMBL480622	pIC50=6.72
ONC(=O)CCCCCCc1onc(n1)c2ccccc2Cl	CHEMBL3585964	pIC50=6.72
ONC(=O)CCCCc1cccn1Cc2cccc(c2)c3ccccc3	CHEMBL3335280	pIC50=6.72
ONC(=O)\C=C\c1ccc2CN(Cc2c1)S(=O)(=O)c3ccccc3	CHEMBL1808630	pIC50=6.72
Cc1cc(Cl)ccc1CNc2ncc(cn2)C(=O)NO	CHEMBL3655935	pIC50=6.73
ONC(=O)CCCCCNC(=O)NC(=O)c1c(Cl)cccc1Cl	CHEMBL1085051	pIC50=6.73
COc1ccc(nc1)N(CCCCCCC(=O)NO)c2ccccn2	CHEMBL3675763	pIC50=6.74
Nc1ccccc1NC(=O)c2ccc(CNC(=O)c3[nH]c(cc3c4cocc4)c5ccc(O)cc5)cc2	CHEMBL3670675	pIC50=6.74
ONC(=O)CCCCCCN(c1ccccn1)c2ccc(OCc3ccccc3)cn2	CHEMBL3675762	pIC50=6.74
