COc1ncc(cn1)C2=Cc3c(C)nc(N)nc3N([C@@H]4CC[C@@H](CC4)OCO)C2=O	CHEMBL2376093	pIC50=7.53
Nc1ncccc1c2nc3ccc(Nc4ccccc4)nc3n2c5ccc(cc5)C6(N)CCC6	CHEMBL3640748	pIC50=8.42
COc1ccc2c(OCn3c2nc(c4ccc(cc4)C5(N)CC(O)(C5)C6CC6)c3c7ccccc7)c1	CHEMBL3701734	pIC50=8.43
NC1(CC(O)(C1)C2CC2)c3ccc(cc3)c4nc5c6c(F)cccc6OCn5c4c7ccccc7	CHEMBL3701717	pIC50=8.43
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4ccc(Cl)c(F)c4)c3	CHEMBL229917	pIC50=8.44
NC1(CCC1)c2ccc(cc2)n3c(nc4ccc(nc34)c5cccc(c5)N6CCOCC6)C7CCCCC7	CHEMBL3649667	pIC50=8.46
N[C@H](COc1cncc(c1)c2ccc3cnc(F)cc3c2)Cc4c[nH]c5ccccc45	CHEMBL210246	pIC50=8.46
N[C@H](COc1cncc(c1)c2ccc3cnccc3c2)Cc4ccc5ccccc5c4	CHEMBL211018	pKi=8.46
CC(C)(C)C(=O)N1CCN(CC1)c2cccc(c2)c3ccc4nc(c5cccnc5N)n(c6ccc(cc6)C7(N)CCC7)c4n3	CHEMBL3640745	pIC50=8.47
N[C@H](COc1cncc(c1)c2ccc3cnc(N)cc3c2)Cc4c[nH]c5ccccc45	CHEMBL210390	pIC50=8.47
Nc1ncccc1c2nc3ccc(nc3n2c4ccc(cc4)C5(N)CCC5)c6cccc(c6)N7CCC(CC7)C(=O)N8CCOCC8	CHEMBL3640740	pIC50=8.47
CC(C)(CC1CC1)C2C(=O)Nc3ccc(cc23)c4cncc(OC[C@@H](N)Cc5c[nH]c6ccccc56)c4	CHEMBL378827	pIC50=8.48
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4cccc(OC(F)(F)F)c4)c3	CHEMBL227271	pIC50=8.48
N[C@H](COc1cncc(c1)c2ccc3NC(=O)C(C4CC4)c3c2)Cc5c[nH]c6ccccc56	CHEMBL574269	pIC50=8.48
N[C@]1(CNC(=O)c2ccc(Cl)cc2)CCN(C1)c3ncnc4[nH]cc(Cl)c34	CHEMBL1170445	pIC50=8.48
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4ccc5ccccc5c4)c3	CHEMBL210740	pKi=8.5
N[C@H](CNc1nnc(s1)c2ccc3cnccc3c2)Cc4ccc(cc4)C(F)(F)F	CHEMBL1080569	pIC50=8.5
N[C@H](COc1cncc(c1)c2ccc3NC(=O)Cc3c2)Cc4c[nH]c5ccccc45	CHEMBL579246	pIC50=8.5
O=C1Cc2cc(N[C@H](COc3cncc(c3)c4ccc5NC(=O)Cc5c4)Cc6c[nH]c7ccccc67)ccc2N1	CHEMBL212566	pIC50=8.5
CC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5ccc(cc5OCn4c3c6ccccc6)C(=O)NCCO	CHEMBL3701772	pIC50=8.51
CC1(O)CC(O)(C1)c2ccc(cc2)c3nc4c5ccc(cc5OCn4c3c6ccccc6)C(=O)O	CHEMBL3701778	pIC50=8.51
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4ccc(F)c(Cl)c4)c3	CHEMBL375919	pIC50=8.51
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4ccc(c(F)c4)C(F)(F)F)c3	CHEMBL375717	pIC50=8.51
Fc1ccc2N(CC3(CCNCC3)c2c1)c4ncnc5[nH]ccc45	CHEMBL407718	pIC50=8.51
CC(C)NCC(Cc1ccc(C)cc1)C(=O)N2CCN(CC2)c3ncnc4CS[C@@H](C)c34	CHEMBL1632382	pIC50=8.52
CC(C)NCC(Cc1ccc(Cl)cc1)C(=O)N2CCN(CC2)c3ncnc4CS[C@@H](C)c34	CHEMBL1632380	pIC50=8.52
CC(C)NC[C@@H](C(=O)N1CCN(CC1)c2ncnc3CC[C@@H](CF)c23)c4ccc(Cl)cc4	CHEMBL2177388	pIC50=8.52
CC(C)NC[C@@H](C(=O)N1CCN(CC1)c2ncnc3[C@H](O)C[C@@H](C)c23)c4ccc(Cl)c(F)c4	CHEMBL2177372	pIC50=8.52
CC(C)NC[C@H](Cc1ccc(Cl)cc1)C(=O)N2CCN(CC2)c3ncnc4CO[C@@H](C)c34	CHEMBL1632391	pIC50=8.52
CCn1c(nc2c(nc(CCCN)cc12)C#CC(C)(C)O)c3nonc3N	CHEMBL1097974	pIC50=8.52
CCn1c(nc2c(nc(CNC)cc12)C#CC(C)(C)O)c3nonc3N	CHEMBL1098316	pIC50=8.52
CCn1c(nc2c(nc(OC[C@@H](N)Cc3ccccc3)cc12)C#CC(C)(C)O)c4nonc4N	CHEMBL1098939	pIC50=8.52
CCn1c(nc2c(nc(OC[C@H](N)c3ccccc3)cc12)C#CC(C)(C)O)c4nonc4N	CHEMBL1096634	pIC50=8.52
CCn1c(nc2c(nc(O[C@H](CN)c3ccccc3)cc12)C#CC(C)(C)O)c4nonc4N	CHEMBL1099296	pIC50=8.52
CCn1c(nc2c(ncc(OCCCNC[C@H](O)CO)c12)C#CC(C)(C)O)c3nonc3N	CHEMBL522351	pIC50=8.52
CCn1c(nc2c(ncc(OCC[C@@H](N)Cc3ccccc3)c12)C#CC(C)(C)O)c4nonc4N	CHEMBL523859	pIC50=8.52
CCn1c(nc2c(ncc(OC[C@@H]3CCCNC3)c12)C#CC(C)(C)O)c4nonc4N	CHEMBL521642	pIC50=8.52
CN(C)CCCC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4	CHEMBL2325993	pIC50=8.52
CN(C)CC[C@H](NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4	CHEMBL2325727	pIC50=8.52
CNCC(NC(=O)c1cc(Br)c(s1)c2ccnc3[nH]ccc23)c4ccccc4	CHEMBL470410	pIC50=8.52
COc1ccc(cn1)c2nnc([nH]2)C3CCN(Cc4ccc(cc4)c5nc6C=CNC(=O)c6cc5c7ccccc7)CC3	CHEMBL446966	pIC50=8.52
C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(CC3)C(=O)[C@H](CNC(C)(C)C)c4ccc(c(F)c4)C(F)(F)F)c12	CHEMBL2178597	pIC50=8.52
C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(CC3)C(=O)[C@H](CNCC4CC4)c5ccc(c(F)c5)C(F)(F)F)c12	CHEMBL2177361	pIC50=8.52
C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(CC3)C(=O)[C@H](CNCC4CCOCC4)c5ccc(Cl)cc5)c12	CHEMBL2177368	pIC50=8.52
C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(CC3)C(=O)[C@H]([C@@H]4CCCN4)c5ccc(Cl)cc5)c12	CHEMBL2177379	pIC50=8.52
C[C@@H]1SCc2ncnc(N3CCN(CC3)C(=O)C(CN4CCCC4)Cc5ccc(Cl)cc5)c12	CHEMBL1632381	pIC50=8.52
C[C@@H]1SCc2ncnc(N3CCN(CC3)C(=O)C(Cc4ccc(Cl)c(F)c4)CC5(N)CC5)c12	CHEMBL1632386	pIC50=8.52
Cc1c[nH]c2ncnc(N3CCN(CC3)C(=O)[C@H](N)Cc4ccc(F)cc4)c12	CHEMBL1257282	pIC50=8.52
Cc1c[nH]c2ncnc(N3CC[C@](N)(CNC(=O)c4ccc(F)cc4)C3)c12	CHEMBL1171994	pIC50=8.52
Cc1cccc(n1)c2nc(n[nH]2)C3CCN(Cc4ccc(cc4)c5nc6nccn6cc5c7ccccc7F)CC3	CHEMBL3672065	pIC50=8.52
Cc1cccc2N(CCc12)C(=O)CC3=NC(=CC(=O)N3)N4CCOCC4	CHEMBL3112851	pIC50=8.52
Cc1n[nH]c2ccc(cc12)c3cc(OC[C@@H](N)Cc4ccccc4)cnc3c5cc(Cl)ccc5O	CHEMBL605733	pIC50=8.52
Cc1nc(c2cocc2)c(cc1OC[C@@H](N)Cc3c[nH]c4ccccc34)c5cnc6[nH]nc(C)c6n5	CHEMBL594523	pIC50=8.52
Cc1occc1c2nc(N)c(OC[C@@H](N)Cc3c[nH]c4ccccc34)cc2c5ccc6[nH]nc(C)c6c5	CHEMBL593374	pIC50=8.52
Cc1onc(C)c1S(=O)(=O)NC[C@@H](O)CN2CCC[C@@]3(CCN(C3)c4ncnc(N)c4C5CC5)C2	CHEMBL1760776	pIC50=8.52
Clc1cccc2N(CCc12)C(=O)CC3=NC(=CC(=O)N3)N4CCOCC4	CHEMBL3112849	pIC50=8.52
NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)N[C@@H](CCO)c4ccc(Cl)cc4	CHEMBL2325741	pIC50=8.52
NCC(C(=O)Nc1ccc(s1)c2ccnc3[nH]ccc23)c4ccccc4	CHEMBL512480	pIC50=8.52
NC[C@H](Cc1ccccc1C(F)(F)F)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34	CHEMBL520788	pIC50=8.52
COc1ccc2OCn3c(nc(c4ccc(cc4)C5(N)CC(C)(O)C5)c3c6ccccc6)c2c1	CHEMBL3701735	pIC50=8.54
N[C@H](COc1cncc(c1)c2cc3c(Cl)n[nH]c3cn2)Cc4cccc(c4)C(F)(F)F	CHEMBL388312	pIC50=8.54
N[C@H](COc1cncc(c1)c2ccc3[nH]nc(N)c3c2)Cc4c[nH]c5ccccc45	CHEMBL577795	pIC50=8.54
N[C@H](COc1cncc(c1)c2ccc3[nH]nc(C4CC4)c3c2)Cc5c[nH]c6ccccc56	CHEMBL572907	pIC50=8.59
N[C@]1(CNC(=O)c2ccc(F)cc2)CCN(C1)c3ncnc4[nH]cc(Cl)c34	CHEMBL1169610	pIC50=8.59
CN(C)C(=O)C1CCN(CC1)c2cccc(c2)c3ccc4nc(c5cccnc5N)n(c6ccc(cc6)C7(N)CCC7)c4n3	CHEMBL3640738	pIC50=8.6
COc1cc2CCN(C(=O)CN(C)C)c2cc1Nc3nc(Nc4cccc5CNC(=O)c45)c6cc[nH]c6n3	CHEMBL517163	pIC50=8.6
Cc1cc(C[C@H](N)COc2cncc(c2)c3cc4c(C)n[nH]c4cn3)ccc1F	CHEMBL573359	pIC50=8.6
Cc1cc(C[C@H](N)COc2cncc(c2)c3ccc4[nH]nc(C)c4c3)ccc1Br	CHEMBL226996	pIC50=8.6
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3	CHEMBL379300	pIC50=8.6
CC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5cc(ccc5OCn4c3c6ccccc6)C(=O)NCCO	CHEMBL3701774	pIC50=8.62
Cc1ccc(C[C@H](N)COc2cncc(c2)c3ccc4[nH]nc(C)c4c3)cc1F	CHEMBL227050	pIC50=8.62
N#Cc1c[nH]c2ncnc(N3CC4(CCNCC4)c5ccccc35)c12	CHEMBL258837	pIC50=8.62
NC1(CC(O)(C1)C2CC2)c3ccc(cc3)c4nc5c6cccc(F)c6OCn5c4c7ccccc7	CHEMBL3701726	pIC50=8.64
NC1(CCC1)c2ccc(cc2)c3nc4C=CC(=N)N(C(=N)c5ccccc5)c4cc3c6ccccc6	CHEMBL3679633	pIC50=8.64
CC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5cc(CO)ccc5OCn4c3c6ccccc6	CHEMBL3701758	pIC50=8.66
CCn1c(nc2c(ncc(OC[C@H]3CCCNC3)c12)C#CC(C)(C)O)c4nonc4N	CHEMBL494089	pKd=8.66
CCC(=O)N1CCN(CC1)c2cccc(c2)c3ccc4nc(c5cccnc5N)n(c6ccc(cc6)C7(N)CCC7)c4n3	CHEMBL3640742	pIC50=8.67
CS(=O)(=O)O.Oc1cccc(CNC(=O)Nc2nc(cs2)c3ccncc3)c1	CHEMBL3218297	pIC50=8.67
CCONC(=O)c1ccc2c(OCn3c2nc(c4ccc(cc4)C5(N)CC(C)(O)C5)c3c6ccccc6)c1	CHEMBL3701773	pIC50=8.68
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4c(C)[nH]c5ccccc45)c3	CHEMBL208790	pKi=8.68
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4cccc(Br)c4)c3	CHEMBL390372	pIC50=8.68
CC(C)NCC(Cc1ccc(Cl)c(F)c1)C(=O)N2CCN(CC2)c3ncnc4CS[C@@H](C)c34	CHEMBL1632368	pIC50=8.7
CC(C)NC[C@@H](C(=O)N1CCN(CC1)c2ncnc3CC[C@@H](C=C)c23)c4ccc(Cl)cc4	CHEMBL2177387	pIC50=8.7
CC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5ccncc5OCn4c3c6ccccc6	CHEMBL3701750	pIC50=8.7
CCOCCN(C[C@@H](O)CN1CCCC2(CCN(C2)c3ncnc4[nH]cc(C)c34)C1)S(=O)(=O)c5c(C)cccc5C	CHEMBL1760759	pIC50=8.7
CCc1c[nH]c2ncnc(N3CCN(CC3)C(=O)[C@H](N)Cc4ccc(Cl)cc4)c12	CHEMBL1258665	pIC50=8.7
CCn1c(nc2c(nc(CN(C)C)cc12)C#CC(C)(C)O)c3nonc3N	CHEMBL1099290	pIC50=8.7
CCn1c(nc2c(nc(O[C@@H](CCN)c3ccccc3)cc12)C#CC(C)(C)O)c4nonc4N	CHEMBL1099297	pIC50=8.7
CCn1c(nc2c(ncc(OCCCN)c12)C#CCO)c3nonc3N	CHEMBL523523	pIC50=8.7
CCn1c(nc2c(ncc(OCCN)c12)C#CC(C)(C)O)c3nonc3N	CHEMBL453510	pIC50=8.7
CN(C)CCC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4	CHEMBL2325992	pIC50=8.7
CNCC(Cc1ccccc1)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34	CHEMBL469591	pIC50=8.7
C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(CC3)C(=O)[C@H](CNC(C)(C)CO)c4ccc(Cl)cc4)c12	CHEMBL2177378	pIC50=8.7
C[C@@H]1SCc2ncnc(N3CCN(CC3)C(=O)[C@H](N)Cc4ccc(Cl)c(F)c4)c12	CHEMBL1632375	pIC50=8.7
Cc1c[nH]c2ncnc(N3CCN(CC3)C(=O)[C@H](CN)Cc4ccc(Cl)cc4)c12	CHEMBL1258900	pIC50=8.7
Cc1n[nH]c2ncc(nc12)c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3c6cocc6	CHEMBL596290	pIC50=8.7
NC1(CCC1)c2ccc(cc2)n3c(nc4ccc(nc34)c5cccc(c5)N6CCOCC6)C7CC7	CHEMBL3649668	pIC50=8.7
NC[C@@H](C(=O)N1CCN(CC1)c2ncnc3[nH]cc(Cl)c23)c4ccc(Cl)c(Cl)c4	CHEMBL1257512	pIC50=8.7
NC[C@@H](C(=O)N1CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4	CHEMBL1257402	pIC50=8.7
NC[C@H](Cc1ccc(cc1)C(F)(F)F)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34	CHEMBL482537	pIC50=8.7
NC[C@H](Cc1ccncc1)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34	CHEMBL498051	pKi=8.7
N[C@H](COc1cnc(C=C)c(c1)c2ccc3cnccc3c2)Cc4c[nH]c5ccccc45	CHEMBL209513	pIC50=8.7
N[C@H](COc1cncc(c1)c2ccc3cnccc3c2)Cc4c[nH]c5ccccc45	CHEMBL383264	pIC50=8.7
N[C@H](Cc1ccc(Cl)cc1)C(=O)N2CCN(CC2)c3ncnc4[nH]cc(C5CC5)c34	CHEMBL1258780	pIC50=8.7
Nc1ncccc1c2nc3ccc(nc3n2c4ccc(cc4)C5(N)CCC5)c6cccc(c6)N7CCN(CC7)C(=O)C8CC8	CHEMBL3640743	pIC50=8.74
CCNC(=O)c1ccc2OCn3c(nc(c4ccc(cc4)C5(N)CC(C)(O)C5)c3c6ccccc6)c2c1	CHEMBL3701769	pIC50=8.75
CCONC(=O)c1ccc2OCn3c(nc(c4ccc(cc4)C5(N)CC(C)(O)C5)c3c6ccccc6)c2c1	CHEMBL3701775	pIC50=8.75
CCc1c[nH]c2ncnc(N3CC[C@](N)(CNC(=O)c4ccc(Cl)cc4)C3)c12	CHEMBL1170446	pIC50=8.75
CNC(=O)c1ccc2c(OCn3c2nc(c4ccc(cc4)C5(N)CC(C)(O)C5)c3c6ccccc6)c1	CHEMBL3701770	pIC50=8.75
COc1ccc2OCn3c(nc(c4ccc(cc4)C5(N)CC(O)(C5)C6CC6)c3c7ccccc7)c2c1	CHEMBL3701733	pIC50=8.75
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4ccc(Cl)c(Cl)c4)c3	CHEMBL229968	pIC50=8.75
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4ccc(F)c(c4)C(F)(F)F)c3	CHEMBL226627	pIC50=8.75
N[C@H](COc1cnc(Cl)c(c1)c2ccc3cnccc3c2)Cc4c[nH]c5ccccc45	CHEMBL378963	pIC50=8.75
N[C@H](COc1cncc(c1)c2ccc3[nH]nc(c3c2)C(F)(F)F)Cc4c[nH]c5ccccc45	CHEMBL374808	pIC50=8.75
Nc1ncccc1c2nc3ccc(nc3n2c4ccc(cc4)C5(N)CCC5)c6cccc(c6)N7CCS(=O)(=O)CC7	CHEMBL3640747	pIC50=8.75
CC(C)(C)C(=O)Nc1cccc(c1)c2ccc3nc(c4cccnc4N)n(c5ccc(cc5)C6(N)CCC6)c3n2	CHEMBL3640733	pIC50=8.77
Nc1nccnc1c2nc3ccc(nc3n2c4ccc(cc4)C5(N)CCC5)c6ccccc6	CHEMBL3649671	pIC50=8.77
CC(C)(O)C(=O)Nc1cccc(c1)c2ccc3nc(c4cccnc4N)n(c5ccc(cc5)C6(N)CCC6)c3n2	CHEMBL3640735	pIC50=8.79
CC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5cc(ccc5OCn4c3c6ccccc6)C(=O)N	CHEMBL3701767	pIC50=8.8
NC1(CC(O)(C1)C2CC2)c3ccc(cc3)c4nc5c6ccncc6OCn5c4c7ccccc7	CHEMBL3701749	pIC50=8.8
CC(C)(Cc1ccc[nH]1)C2C(=O)Nc3ccc(cc23)c4cncc(OC[C@@H](N)Cc5c[nH]c6ccccc56)c4	CHEMBL377603	pIC50=8.82
CNC(=O)c1ccc2OCn3c(nc(c4ccc(cc4)C5(N)CC(C)(O)C5)c3c6ccccc6)c2c1	CHEMBL3701766	pIC50=8.82
C[C@@H](O)CNC(=O)c1cccc(c1)c2ccc3nc(c4cccnc4N)n(c5ccc(cc5)C6(N)CCC6)c3n2	CHEMBL3640737	pIC50=8.82
FC1(F)C(=O)Nc2ccc(N[C@H](COc3cncc(c3)c4ccc5NC(=O)C(F)(F)c5c4)Cc6c[nH]c7ccccc67)cc12	CHEMBL212067	pIC50=8.82
N[C@H](COc1cnc(c2occc2)c(c1)c3ccc4cnccc4c3)Cc5c[nH]c6ccccc56	CHEMBL378843	pIC50=8.82
N[C@H](COc1cncc(c1)c2ccc3NC(=O)C(F)(F)c3c2)Cc4c[nH]c5ccccc45	CHEMBL577377	pIC50=8.82
N[C@H](COc1cncc(c1)c2ccc3NC(=O)C(c4ccc[nH]4)c3c2)Cc5c[nH]c6ccccc56	CHEMBL576348	pIC50=8.82
N[C@H](COc1cncc(c1)c2ccc3[nH]ncc3c2)Cc4c[nH]c5ccccc45	CHEMBL374805	pIC50=8.82
CC(=O)NC1CCN(CC1)c2cccc(c2)c3ccc4nc(c5cccnc5N)n(c6ccc(cc6)C7(N)CCC7)c4n3	CHEMBL3640741	pIC50=8.84
CC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5cccnc5OCn4c3c6ccccc6	CHEMBL3701753	pIC50=8.85
CCc1c[nH]c2ncnc(N3CC[C@](N)(CNC(=O)c4ccc(F)cc4)C3)c12	CHEMBL1170261	pIC50=8.85
NC1(CC(O)(C1)C2CC2)c3ccc(cc3)c4nc5c6cccnc6OCn5c4c7ccccc7	CHEMBL3701752	pIC50=8.85
N[C@H](COc1cncc(c1)c2ccc3NC(=O)C(Cc4occc4)c3c2)Cc5ccccc5	CHEMBL575811	pIC50=8.85
N[C@H](COc1cncc(c1)c2ccc3NC(=O)\C(=C\c4occc4)\c3c2)Cc5ccccc5	CHEMBL226849	pIC50=8.85
CC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5cc(ccc5OCn4c3c6ccccc6)c7cn[nH]c7	CHEMBL3701763	pIC50=8.89
CC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5ccc(cc5OCn4c3c6ccccc6)C(=O)N	CHEMBL3701776	pIC50=8.89
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4ccc(Br)c(F)c4)c3	CHEMBL227367	pIC50=8.89
N[C@H](COc1cncc(c1)c2ccc3[nH]nc(c4cccs4)c3c2)Cc5c[nH]c6ccccc56	CHEMBL576733	pIC50=8.89
CC(C)(Cc1cc[nH]c1)C2C(=O)Nc3ccc(cc23)c4cncc(OC[C@@H](N)Cc5c[nH]c6ccccc56)c4	CHEMBL210940	pIC50=8.92
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4cc(ccc4F)C(F)(F)F)c3	CHEMBL227322	pIC50=8.92
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4cccc(c4)C(F)(F)F)c3	CHEMBL226625	pIC50=8.92
N[C@H](COc1cncc(c1)c2ccc3[nH]nc(c4ccc[nH]4)c3c2)Cc5c[nH]c6ccccc56	CHEMBL572670	pIC50=8.92
CCc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3	CHEMBL574087	pIC50=8.94
CC(C)C(=O)N1CCN(CC1)c2cccc(c2)c3ccc4nc(c5cccnc5N)n(c6ccc(cc6)C7(N)CCC7)c4n3	CHEMBL3640744	pKd=8.96
COc1ccc2ccccc2c1C[C@H](N)COc3cncc(c3)c4ccc5[nH]nc(C)c5c4	CHEMBL210403	pKi=8.96
N[C@]1(CNC(=O)c2ccc(F)cc2F)CCN(C1)c3ncnc4[nH]cc(Cl)c34	CHEMBL1169623	pIC50=8.96
Brc1cccc2N(CCc12)C(=O)CC3=NC(=CC(=O)N3)N4CCOCC4	CHEMBL3112850	pIC50=9.0
CC(C)NC[C@H](Cc1ccc(Cl)cc1)C(=O)N2CCN(CC2)c3ncnc4CS[C@@H](C)c34	CHEMBL1632384	pIC50=9.0
CCn1c(nc2c(nc(O[C@@H](CN)c3ccccc3)cc12)C#CC(C)(C)O)c4nonc4N	CHEMBL1099276	pIC50=9.0
C[C@@H]1SCc2ncnc(N3CCN(CC3)C(=O)[C@H](N)Cc4ccc(Cl)cc4)c12	CHEMBL1632373	pIC50=9.0
Cc1[nH]nc2ccc(cc12)c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3c6cocc6	CHEMBL593490	pIC50=9.0
Cc1c(NCCN2CCCC2)cc(cc1N3CCN(CC3)c4ncnc5[nH]nc(Br)c45)C(=O)CCC(F)(F)F	CHEMBL2016893	pIC50=9.0
Cc1c[nH]c2ncnc(N3CCN(CC3)C(=O)[C@H](N)Cc4ccc(Cl)cc4)c12	CHEMBL1258664	pIC50=9.0
Cc1c[nH]c2ncnc(N3CC[C@](N)(CNC(=O)c4ccc(F)cc4F)C3)c12	CHEMBL1170448	pIC50=9.0
Cc1n[nH]c2ccc(cc12)c3cc(OC[C@@H](N)Cc4c[nH]c5c(F)cccc45)cnc3c6cocc6	CHEMBL594309	pIC50=9.0
Cc1n[nH]c2ccc(cc12)c3cc(OC[C@@H](N)Cc4c[nH]c5ccc(F)cc45)cnc3c6cocc6	CHEMBL605528	pIC50=9.0
Cc1n[nH]c2cnc(cc12)c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3c6cocc6	CHEMBL594933	pIC50=9.0
Cc1n[nH]c2cnc(nc12)c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3c6cocc6	CHEMBL603197	pIC50=9.0
Cc1n[nH]c2ncc(cc12)c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3c6cocc6	CHEMBL596072	pIC50=9.0
Cc1occc1c2nc(N)c(OC[C@@H](N)Cc3c(C#N)[nH]c4ccccc34)cc2c5cnc6[nH]nc(C)c6n5	CHEMBL605410	pIC50=9.0
Cc1occc1c2nc(N)c(OC[C@@H](N)Cc3c(Cl)[nH]c4ccccc34)cc2c5cnc6[nH]nc(C)c6n5	CHEMBL593813	pIC50=9.0
Cc1occc1c2nc(N)c(OC[C@@H](N)Cc3c([nH]c4ccccc34)C(=O)N)cc2c5cnc6[nH]nc(C)c6n5	CHEMBL594072	pIC50=9.0
Cc1occc1c2nc(N)c(OC[C@@H](N)Cc3c[nH]c4ccccc34)cc2c5cc6c(C)n[nH]c6cn5	CHEMBL595459	pIC50=9.0
Cc1occc1c2nc(N)c(OC[C@@H](N)Cc3c[nH]c4ccccc34)cc2c5cnc6[nH]nc(C)c6c5	CHEMBL593375	pIC50=9.0
Cc1occc1c2nc(N)c(OC[C@@H](N)Cc3c[nH]c4ccccc34)cc2c5cnc6[nH]nc(C)c6n5	CHEMBL595944	pIC50=9.0
Cc1occc1c2ncc(OC[C@@H](N)Cc3c[nH]c4ccccc34)cc2c5cnc6[nH]nc(C)c6n5	CHEMBL596583	pIC50=9.0
NCC(Cc1ccccc1)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34	CHEMBL469590	pIC50=9.0
NC[C@H](CC1CCCCC1)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34	CHEMBL470598	pIC50=9.0
NC[C@H](Cc1ccc(F)cc1)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34	CHEMBL496690	pIC50=9.0
NC[C@H](Cc1cccc(F)c1)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34	CHEMBL523586	pIC50=9.0
NC[C@H](Cc1cccc(c1)C(F)(F)F)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34	CHEMBL482536	pIC50=9.0
NC[C@H](Cc1ccccc1)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34	CHEMBL470597	pIC50=9.0
NC[C@H](Cc1ccccc1F)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34	CHEMBL498052	pIC50=9.0
N[C@H](COc1cncc(c1)c2ccc3[nH]nc(Cl)c3c2)Cc4c[nH]c5ccccc45	CHEMBL226148	pIC50=9.0
N[C@H](Cc1ccc(Cl)cc1)C(=O)N2CCN(CC2)c3ncnc4[nH]cc(Cl)c34	CHEMBL1258781	pIC50=9.0
O=C1NC=C(C=C1)c2nnc([nH]2)C3CCN(Cc4ccc(cc4)c5nc6C=CNC(=O)c6cc5c7ccccc7)CC3	CHEMBL488428	pIC50=9.0
CC(C)(Cc1cccs1)C2C(=O)Nc3ccc(cc23)c4cncc(OC[C@@H](N)Cc5c[nH]c6ccccc56)c4	CHEMBL209826	pIC50=9.05
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4cccc(I)c4)c3	CHEMBL229320	pIC50=9.05
N[C@H](COc1cncc(c1)c2ccc3NC(=O)C(c4cccs4)c3c2)Cc5c[nH]c6ccccc56	CHEMBL572884	pIC50=9.05
