CC(OC(C)=O)C(=O)OCC[N+](C)(C)C	aclatonium
C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1	glycopyrronium bromide	pKi=9.25	pKi=9.25	pKi=9.25	pIC50=9.3	pIC50=9.8
CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C	fesoterodine	pKi=6.401	pKi=6.401	pKi=6.401
CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1	hyoscyamine	pKi=9.3	pKi=9.3	pKi=9.3
[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(=O)C(CO)C1=CC=CC=C1)N2C	atropine	pKi=8.97	pKi=8.97	pKi=8.97	pIC50=8.43
CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=C1C=CC=C2)C(C)C	propantheline	pKi=9.5	pKi=9.5	pKi=9.5
O=C1CC[C@@](C2CCN(CC3=CC=CC=C3)CC2)(C(=O)N1)C1=CC=CC=C1	dexetimide	pKi=8.89999962	pKi=8.89999962	pKi=8.89999962
CC(C[N+](C)(C)C)OC(N)=O	bethanechol	pKi=4.0	pKi=4.0	pKi=4.0
CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC	gallamine	pKi=6.1481304	pKi=6.1481304	pKi=6.1481304
CC(C)N(CC[C@H](c1ccccc1)c2cc(C)ccc2O)C(C)C	tolterodine	pKi=8.57	pKi=8.57	pKi=8.57	pKi=8.4
O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1	solifenacin	pIC50=6.24	pIC50=6.24	pIC50=6.24
[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1	trospium
CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=C1C=CC=C2	methanthelinium
[Br-].C[N+]1(C)[C@H]2C[C@@H](C[C@H]1[C@H]3O[C@@H]23)OC(=O)[C@H](CO)c4ccccc4	CHEMBL1201024	pIC50=9.38
COc1ccc(cc1)S(=O)(=O)c2ccc(cc2)C(=C)C3CCN(CC3)C4CCN(CC4)C(=O)OC(C)C	CHEMBL72957	pKi=9.39
CO[C@@]1(CN2CCC1CC2)C#CC(O)(c3ccsc3)c4ccsc4	CHEMBL200401	pKi=9.4
C[C@H](N1CCN(C[C@H]1C)C2CCN(CC2)C(=O)c3ccccc3C)c4ccc(cc4)S(=O)(=O)c5cccc(C)c5	CHEMBL165035	pKi=9.4
Cc1cccc(C(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(cc4)S(=O)(=O)c5ccc6OCOc6c5)c1C	CHEMBL170298	pKi=9.4
OC(C(=O)O[C@H]1CN2CCC1CC2)(c3ccccc3)c4ccccc4	CHEMBL558910	pIC50=9.4
CCCC(=O)N1CCC(CC1)N2CCC(CC2)C(=C)c3ccc(cc3)S(=O)(=O)c4ccc(OC)cc4	CHEMBL72551	pKi=9.42
CCCCS(=O)(=O)N1CCC(CC1)N2CCC(CC2)C(=C)c3ccc(cc3)S(=O)(=O)c4ccc(OC)cc4	CHEMBL72363	pKi=9.42
[Br-].OC(C(=O)O[C@H]1C[N+]2(CCCCc3ccccc3)CCC1CC2)(c4cccs4)c5cccs5	CHEMBL554725	pIC50=9.42
COc1ccc(Sc2ccc(cc2)C(=C)C3CCN(CC3)C4CCCCC4)cc1	CHEMBL70828	pKi=9.43
COc1ccc(cc1)S(=O)(=O)c2ccc(cc2)C(=C)C3CCN(CC3)C4CCN(CC4)S(=O)(=O)c5ccccc5	CHEMBL72494	pKi=9.44
[Br-].CCCCCCC[N+]12CCC(CC1)[C@H](C2)OC(=O)C(O)(c3cccs3)c4cccs4	CHEMBL549784	pIC50=9.44
[Br-].OC1(C(=O)O[C@H]2C[N+]3(CCCOc4ccccc4)CCC2CC3)c5ccccc5Oc6ccccc16	CHEMBL562890	pIC50=9.44
CCCCOC(=O)N1CCC(CC1)N2CCC(CC2)C(=C)c3ccc(cc3)S(=O)(=O)c4ccc(OC)cc4	CHEMBL72408	pKi=9.46
[Br-].O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(c4cccs4)c5cccs5	CHEMBL551063	pIC50=9.46
O.[Br-].C[N+]1(C)[C@@H]2C[C@H](C[C@H]1[C@@H]3O[C@H]23)OC(=O)C(O)(c4cccs4)c5cccs5	CHEMBL3545181	pKi=9.5
[Br-].O[C@@](C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c4ccccc4)c5cccs5	CHEMBL564765	pIC50=9.51
CN(CCCCCCCCN(C)CCCCCCN(CC(=O)N1c2ccccc2C(=O)Nc3cccnc13)CC(=O)N4c5ccccc5C(=O)Nc6cccnc46)CCCCCCNCC(=O)N7c8ccccc8C(=O)Nc9cccnc79	CHEMBL265256	pKi=9.52
COc1ccc(cc1)S(=O)(=O)c2ccc(CN3CCN(C[C@H]3C)C4CCCCC4)cc2	CHEMBL165439	pKi=9.52
COc1ccc(cc1)S(=O)(=O)c2ccc(cc2)C(=C)C3CCN(CC3)C4CCN(CC4)C(=O)OCC(C)C	CHEMBL440491	pKi=9.52
COc1ccc(cc1)S(=O)(=O)c2ccc(cc2)[C@H](C)N3CCN(C[C@H]3C)C4CCCCC4	CHEMBL163777	pKi=9.52
C[C@H](N1CCN(C[C@H]1C)C2CCN(CC2)C(=O)c3ccc(Cl)cc3Cl)c4ccc(cc4)S(=O)(=O)c5ccc6OCOc6c5	CHEMBL349142	pKi=9.52
C[C@H](N1CCN(C[C@H]1C)C2CCN(CC2)C(=O)c3sccc3Cl)c4ccc(cc4)S(=O)(=O)c5ccc6OCOc6c5	CHEMBL167816	pKi=9.52
CCCS(=O)(=O)N1CCC(CC1)N2CCC(CC2)C(=C)c3ccc(cc3)S(=O)(=O)c4ccc(OC)cc4	CHEMBL421113	pKi=9.54
[Br-].CC1(C(=O)O[C@H]2C[N+]3(CCCOc4ccccc4)CCC2CC3)c5ccccc5Oc6ccccc16	CHEMBL556221	pIC50=9.57
COc1ccc(cc1)S(=O)(=O)c2ccc(cc2)C(=C)C3CCN(CC3)C4CCN(CC4)C(=O)C5CC5	CHEMBL74117	pKi=9.59
OC(C(=O)O[C@H]1CN2CCC1CC2)(c3cccs3)c4cccs4	CHEMBL551729	pIC50=9.59
O[C@@](C(=O)O[C@H]1CN2CCC1CC2)(c3ccccc3)c4cccs4	CHEMBL556426	pIC50=9.59
O[C@@](C1CCCC1)(C(=O)O[C@H]2CN3CCC2CC3)c4cccs4	CHEMBL562642	pIC50=9.64
O[C@](C(=O)O[C@H]1CN2CCC1CC2)(c3ccccc3)c4cccs4	CHEMBL564747	pIC50=9.68
CC(N1CCN(CC1)C2CCCCC2)c3ccc(cc3)S(=O)(=O)c4ccccc4	CHEMBL312085	pKi=9.7
CCCCS(=O)(=O)N1CCC(CC1)N2CCN([C@@H](C)c3ccc(cc3)S(=O)(=O)c4ccc5OCOc5c4)[C@H](C)C2	CHEMBL435849	pKi=9.7
CCCS(=O)(=O)N1CCC(CC1)N2CCN([C@@H](C)c3ccc(cc3)S(=O)(=O)c4ccc5OCOc5c4)[C@H](C)C2	CHEMBL165375	pKi=9.7
CO[C@@]1(CN2CCC1CC2)C#CC(O)(c3cccs3)c4cccs4	CHEMBL370232	pKi=9.7
C[C@H](N1CCN(C[C@H]1C)C2CCN(CC2)C(=O)c3ccccc3C)c4ccc(cc4)S(=O)(=O)c5ccc6OCOc6c5	CHEMBL165377	pKi=9.7
C[C@H](N1CCN(C[C@H]1C)C2CCN(CC2)C(=O)c3ccccc3COC(=O)c4ccccc4)c5ccc(cc5)S(=O)(=O)c6ccc7OCOc7c6	CHEMBL412814	pKi=9.7
Cc1ccsc1C(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(cc4)S(=O)(=O)c5ccc6OCOc6c5	CHEMBL174070	pKi=9.7
[Br-].OC(C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c4ccsc4)c5ccsc5	CHEMBL551327	pIC50=9.75
[Br-].OC(C(=O)O[C@H]1C[N+]2(CCc3ccccc3)CCC1CC2)(c4cccs4)c5cccs5	CHEMBL564057	pIC50=9.75
COc1ccc(cc1)S(=O)(=O)c2ccc(cc2)C(=C)C3CCN(CC3)C4CCCCC4	CHEMBL71147	pKi=9.77
[Br-].C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](CC(C#N)(c3ccccc3)c4ccccc4)C2	CHEMBL2103803	pKi=9.77
[Br-].OC(C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c4cccs4)c5cccs5	CHEMBL551466	pIC50=9.77
[Br-].O[C@](C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c4ccccc4)c5cccs5	CHEMBL556222	pIC50=9.77
CCN(CC)CCOC(=O)C(C)(c1ccccc1)c2ccc(O)cc2	CHEMBL37372	pKi=9.78
CCOC(=O)N1CCC(CC1)N2CCC(CC2)C3(OCCO3)c4ccc(cc4)S(=O)(=O)c5ccc(OC)cc5	CHEMBL328059	pKi=9.8
COc1ccc(cc1)S(=O)(=O)c2ccc(cc2)C(=C)C3CCN(CC3)C4CCN(CC4)S(=O)(=O)C(C)C	CHEMBL73893	pKi=9.8
COc1ccc(cc1)S(=O)(=O)c2ccc(cc2)C(C#N)N3CCN(C[C@H]3C)C4CCCCC4	CHEMBL352739	pKi=9.8
CCCCCCCCCCCCCC(=O)NCC(=O)N[C@@H](CO)C(=O)OCc1ccccc1	CHEMBL115078	pKd=9.82
COc1ccc(cc1)S(=O)(=O)c2ccc(cc2)[C@@H](C)N3CCN(C[C@H]3C)C4CCCCC4	CHEMBL424530	pKi=9.82
[Br-].OC(c1ccccc1)(c2ccccc2)C34CC[N+](CCOCc5ccccc5)(CC3)CC4	CHEMBL523299	pKi=9.82
COc1ccc(cc1)S(=O)(=O)c2ccc(cc2)[C@@H](C)N3CCN([C@H](C)C3)C4CCCCC4	CHEMBL164762	pKi=9.85
COc1ccc(cc1)[S+]([O-])c2ccc(cc2)C(C)C3CCN(CC3)C4CCCCC4	CHEMBL71124	pKi=9.85
O[C@@H](CNCCc1ccc(CCN2CCC(Cn3cnc(n3)[C@@](O)(C4CCCCC4)c5ccccc5)CC2)cc1)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3629360	pKi=9.85
[Br-].O[C@@](C1CCCC1)(C(=O)O[C@H]2C[N+]3(CCCOc4ccccc4)CCC2CC3)c5cccs5	CHEMBL556635	pIC50=9.85
CC(C)(CCC(C(=O)N)(c1ccccc1)c2ccccc2)N3CC(C3)Oc4cccc(O)c4	CHEMBL1910856	pKi=9.86
CCOC(=O)N1CCC(CC1)N2CCC(CC2)C(=O)c3ccc(cc3)S(=O)(=O)c4ccc5OCOc5c4	CHEMBL91404	pKi=9.89
CN(C)C1(CNCCC2CCOCC2)COc3cc(Cl)c(Cl)cc3OC1	CHEMBL234440	pKi=9.92
CCOC(=O)N1CCC(CC1)N2CCC(CC2)C(=C)c3ccc(cc3)S(=O)(=O)c4ccc(OC)cc4	CHEMBL308566	pKi=9.96
CCOC(=O)N1CCC(CC1)N2CCC(CC2)C3(SCCS3)c4ccc(cc4)S(=O)(=O)c5ccc(OC)cc5	CHEMBL94247	pKi=9.96
COc1ccccc1C(=O)N2CCC(CC2)N3CCN([C@@H](C)c4ccc(cc4)S(=O)(=O)c5ccc6OCOc6c5)[C@H](C)C3	CHEMBL164935	pKi=10.0
C[C@H](N1CCN(C[C@H]1C)C2CCN(CC2)C(=O)c3cccc4OCOc34)c5ccc(cc5)S(=O)(=O)c6ccc7OCOc7c6	CHEMBL352291	pKi=10.0
C[C@H](N1CCN(C[C@H]1C)C2CCN(CC2)C(=O)c3ccccc3Cl)c4ccc(cc4)S(=O)(=O)c5ccc6OCOc6c5	CHEMBL352380	pKi=10.0
C[C@H](N1CCN(C[C@H]1C)C2CCN(CC2)C(=O)c3ccccc3Oc4ccccc4)c5ccc(cc5)S(=O)(=O)c6ccc7OCOc7c6	CHEMBL167396	pKi=10.0
[Br-].C[N@+]1(CCCCC=C)C2CCC1C[C@@H](CC(C#N)(c3ccccc3)c4ccccc4)C2	CHEMBL2023764	pKi=10.0
CCOC(=O)N1CCC(CC1)N2CCC(CC2)C3(OCCO3)c4ccc(cc4)S(=O)(=O)c5ccc6OCOc6c5	CHEMBL94189	pKi=10.14
COc1ccc(cc1)[S+]([O-])c2ccc(cc2)C(=C)C3CCN(CC3)C4CCCCC4	CHEMBL2115128	pKi=10.24
CC(C)(CCC(C(=O)N)(c1ccccc1)c2ccccc2)N3CC(C3)Oc4ccccc4	CHEMBL1910848	pKi=10.25
OC(C(=O)OC1CN2CCC1CC2)(c3ccccc3)c4ccccc4	CHEMBL12980	pKi=10.35
COc1ccc(cc1)S(=O)(=O)c2ccc(cc2)[C@@H](C)N3CCN([C@@H](C)C3)C4CCCCC4	CHEMBL350956	pKi=10.4
CCCS(=O)(=O)N1CCC(CC1)N2CCC(CC2)C3(SCCS3)c4ccc(cc4)S(=O)(=O)c5ccc6OCOc6c5	CHEMBL90700	pKi=10.51
CCOC(=O)N1CCC(CC1)N2CCC(CC2)C3(O[C@H](C)[C@@H](C)O3)c4ccc(cc4)S(=O)(=O)c5ccc6OCOc6c5	CHEMBL328094	pKi=10.52
COc1ccc(cc1)[S+]([O-])c2ccc(cc2)C(=C)C3CCN(CC3)C4CCCCC4	CHEMBL2114068	pKi=10.52
C[C@@H](N1CCN(C[C@H]1C)C2CCCCC2)c3ccc(cc3)S(=O)(=O)c4ccc5OCOc5c4	CHEMBL164705	pKi=10.52
C[C@H](N1CCN(C[C@H]1C)C2CCCCC2)c3ccc(cc3)S(=O)(=O)c4ccc5OCOc5c4	CHEMBL349497	pKi=10.52
CCCS(=O)(=O)N1CCC(CC1)N2CCC(CC2)C3(OCCO3)c4ccc(cc4)S(=O)(=O)c5ccc6OCOc6c5	CHEMBL76164	pKi=11.0
