COC(=O)c1ccc2\C(=C(\Nc3ccc(cc3)N(C)C(=O)CN4CCN(C)CC4)/c5ccccc5)\C(=O)Nc2c1	nintedanib	pKd=8.31	pKd=8.31	pKd=8.31	pKd=8.31
CC(=O)c1cnc2ccc(cc2c1N[C@@H]3CC[C@H](CC3)NC(=O)[C@@H](N)C(C)(C)C)c4cc(F)c(O)c(Cl)c4	CHEMBL3684268	pIC50=7.55
CNC1CCN(C1)c2ccc(Nc3c(cnc4ccc(cc34)c5cc(Cl)c(O)c(Cl)c5)C(=O)C6CC6)cn2	CHEMBL3684163	pIC50=8.7
COc1cc(cc(Cl)c1O)c2ccc3ncc(C(=O)C)c(N[C@@H]4CC[C@@H](CN5CCC(N)C5)CC4)c3c2	CHEMBL3684143	pIC50=8.7
COc1cc(cc(Cl)c1O)c2ccc3ncc(C(=O)C4CC4)c(N[C@@H]5CC[C@H](CN(C)C)CC5)c3c2	CHEMBL3639732	pIC50=8.7
COc1cc(cc(Cl)c1O)c2ccc3ncc(c(N4CCC(CN5CCCC5)CC4)c3c2)S(=O)(=O)C	CHEMBL3674265	pIC50=8.7
CS(=O)(=O)c1cnc2ccc(cc2c1Nc3cccc(CCN4CCCC4)c3)c5cc(Cl)c(O)c(Cl)c5	CHEMBL3684238	pIC50=8.7
CC(=O)c1cnc2ccc(cc2c1N[C@@H]3CC[C@H](CC3)NC(=O)[C@@H]4CCCN4)c5cc(Cl)c(O)c(Cl)c5	CHEMBL3684274	pIC50=8.72
CC(C)C(=O)c1cnc2ccc(nc2c1N[C@@H]3CC[C@@H](CN(C)C)CC3)c4cc(Cl)c(O)c(Cl)c4	CHEMBL3692838	pIC50=8.72
CN(C)CCN1CCCC(C1)Nc2c(cnc3ccc(cc23)c4cc(Cl)c(O)c(Cl)c4)C(=O)C	CHEMBL3684207	pIC50=8.72
CN(C)C[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(nc23)c4cc(F)c(O)c(F)c4)C(=O)C	CHEMBL3688382	pIC50=8.72
CN[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(cc23)c4cc(Cl)c(O)c(Cl)c4)C(=O)C5CC5	CHEMBL3674357	pIC50=8.72
COc1cc(cc(Cl)c1O)c2ccc3ncc(C(=O)C)c(Nc4ccc(nc4)N5CCC(N)C5)c3c2	CHEMBL3684138	pIC50=8.72
COc1cc(cc(Cl)c1O)c2ccc3ncc(C(=O)C4CC4)c(N[C@@H]5CC[C@H](CC5)N(C)C)c3c2	CHEMBL3674187	pIC50=8.72
COc1cc(ccc1O)c2ccc3ncc(C(=O)C4CC4)c(N[C@@H]5CC[C@H](N)CC5)c3c2	CHEMBL3674164	pIC50=8.72
NCCOc1ccc(Nc2c(cnc3ccc(cc23)c4cc(Cl)c(O)c(Cl)c4)C(=O)C5CC5)cn1	CHEMBL3679344	pIC50=8.72
N[C@H]1CCCN(C1)c2ccc(Nc3c(cnc4ccc(cc34)c5cc(F)c(O)c(Cl)c5)C(=O)C6CC6)cn2	CHEMBL3679273	pIC50=8.72
CC(=O)c1cnc2ccc(cc2c1N[C@@H]3CC[C@@H](CN4CCCC(N)C4)CC3)c5cc(Cl)c(O)c(Cl)c5	CHEMBL3684169	pIC50=8.75
CC(=O)c1cnc2ccc(cc2c1N[C@@H]3CC[C@@H](CN4CCCC4)CC3)c5cc(Cl)c(O)c(Cl)c5	CHEMBL3684132	pIC50=8.75
CC(=O)c1cnc2ccc(nc2c1N[C@@H]3CC[C@@H](N)CC3)c4cc(Cl)c(O)c(Cl)c4	CHEMBL3692792	pIC50=8.75
CC(C)C(=O)c1cnc2ccc(nc2c1N[C@@H]3CC[C@@H](CN(C)C)CC3)c4cc(F)c(O)c(Cl)c4	CHEMBL3692839	pIC50=8.75
CCC(=O)c1cnc2ccc(cc2c1N[C@@H]3CC[C@H](CC3)N(C)C)c4cc(Cl)c(O)c(OC)c4	CHEMBL3679372	pIC50=8.75
CCC(=O)c1cnc2ccc(cc2c1Nc3ccc(nc3)N4CCCC(N)C4)c5cc(F)c(O)c(Cl)c5	CHEMBL3684182	pIC50=8.75
CCN(CC)C[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(cc23)c4cc(Cl)c(O)c(Cl)c4)C(=O)C	CHEMBL3684153	pIC50=8.75
CNC1CCCN(C1)c2ccc(Nc3c(cnc4ccc(cc34)c5cc(F)c(O)c(Cl)c5)C(=O)C)cn2	CHEMBL3684165	pIC50=8.75
COC1CCN(C1)C2CCC(CC2)Nc3c(cnc4ccc(cc34)c5cc(Cl)c(O)c(Cl)c5)C(=O)C6CC6	CHEMBL3679285	pIC50=8.75
COc1cc(cc(Cl)c1O)c2ccc3ncc(C#N)c(N[C@@H]4CC[C@H](CC4)N(C)C)c3c2	CHEMBL3674298	pIC50=8.75
COc1cc(cc(Cl)c1O)c2ccc3ncc(C(=O)C)c(N[C@@H]4CC[C@@H](CN5CCC[C@H]5CO)CC4)c3c2	CHEMBL3684156	pIC50=8.75
COc1cc(cc(Cl)c1O)c2ccc3ncc(C(=O)C4CC4)c(N5CCN(CCN6CCCC6)CC5)c3c2	CHEMBL3674249	pIC50=8.75
NC1CCN(C1)c2ncc(Nc3c(cnc4ccc(cc34)c5cc(Cl)c(O)c(Cl)c5)C(=O)C6CC6)cn2	CHEMBL3679208	pIC50=8.75
CC(=O)c1cnc2ccc(cc2c1N[C@@H]3CC[C@@H](CN4CCC(N)C4)CC3)c5cc(Cl)c(O)c(Cl)c5	CHEMBL3684142	pIC50=8.77
CC(=O)c1cnc2ccc(cc2c1N[C@@H]3CC[C@@H](CN4CCC[C@@H]4CO)CC3)c5cc(Cl)c(O)c(Cl)c5	CHEMBL3684171	pIC50=8.77
CC(=O)c1cnc2ccc(cc2c1Nc3ccc(nc3)N4CCCC(N)C4)c5cc(F)c(O)c(Cl)c5	CHEMBL3679353	pIC50=8.77
CC(=O)c1cnc2ccc(nc2c1Nc3cnc(nc3)N4CCC(N)C4)c5cc(Cl)c(O)c(Cl)c5	CHEMBL3688373	pIC50=8.77
CCOc1cc(ccc1O)c2ccc3ncc(C(=O)C4CC4)c(N5CCC(CN(C)C)CC5)c3c2	CHEMBL3674233	pIC50=8.77
CN(C)CCc1ccc(Nc2c(cnc3ccc(cc23)c4cc(Cl)c(O)c(Cl)c4)C(=O)C)cc1	CHEMBL3679362	pIC50=8.77
CN(C)C[C@@H]1CC[C@H](CC1)Nc2c(cnc3cc(F)c(cc23)c4cc(Cl)c(O)c(Cl)c4)C(=O)C	CHEMBL3684258	pIC50=8.77
CN(C)[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(cc23)c4cc(Cl)c(O)c(Cl)c4)C(=O)C5CC5	CHEMBL3674192	pIC50=8.77
CN1CCC(CC1)n2cc(Nc3c(cnc4ccc(cc34)c5cc(Cl)c(O)c(Cl)c5)S(=O)(=O)C)cn2	CHEMBL3684254	pIC50=8.77
CNC1CCN(C1)c2ccc(Nc3c(cnc4ccc(cc34)c5cc(Cl)c(O)c(Cl)c5)C(=O)C)cn2	CHEMBL3684151	pIC50=8.77
CN[C@@H]1CC[C@H](CC1)n2cc(Nc3c(cnc4ccc(cc34)c5cc(Cl)c(O)c(Cl)c5)C(=O)C6CC6)cn2	CHEMBL3679327	pIC50=8.77
COc1cc(cc(Cl)c1O)c2ccc3ncc(C(=O)C)c(N[C@@H]4CC[C@@H](CN5CCC(O)C5)CC4)c3c2	CHEMBL3679366	pIC50=8.77
COc1cc(cc(Cl)c1O)c2ccc3ncc(C(=O)C4CC4)c(N5CCC(CN6CCCC6)CC5)c3c2	CHEMBL3674200	pIC50=8.77
Oc1c(Cl)cc(cc1Cl)c2ccc3ncc(C(=O)C4CC4)c(Nc5ccc(NC6CCCNC6)nc5)c3c2	CHEMBL3679239	pIC50=8.77
Oc1c(Cl)cc(cc1Cl)c2ccc3ncc(C(=O)C4CC4)c(Nc5ccc(nc5)N6CCNCC6)c3c2	CHEMBL3674262	pIC50=8.77
CC(C)C(N)C(=O)N[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(nc23)c4cc(Cl)c(O)c(Cl)c4)C(=O)C	CHEMBL3692805	pIC50=8.8
CCC(=O)c1cnc2ccc(cc2c1N[C@@H]3CC[C@@H](CN(C)C)CC3)c4cc(Cl)c(O)c(Cl)c4	CHEMBL3679337	pIC50=8.8
CCC(=O)c1cnc2ccc(cc2c1N[C@@H]3CC[C@@H](CN4CCCC4)CC3)c5cc(Cl)c(O)c(Cl)c5	CHEMBL3684200	pIC50=8.8
CCC(=O)c1cnc2ccc(cc2c1Nc3ccc(nc3)N4CCCC(N)C4)c5cc(Cl)c(O)c(Cl)c5	CHEMBL3684181	pIC50=8.8
CCC(=O)c1cnc2ccc(nc2c1Nc3ccc(nc3)N4CCC[C@H](N)C4)c5cc(Cl)c(O)c(Cl)c5	CHEMBL3692829	pIC50=8.8
CN(C)C[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(nc23)c4cc(F)c(O)c(Cl)c4)C(=O)C5CCC5	CHEMBL3692834	pIC50=8.8
CN(C)Cc1cccc(Nc2c(cnc3ccc(cc23)c4cc(Cl)c(O)c(Cl)c4)C(=O)C5CC5)c1	CHEMBL3679251	pIC50=8.8
CN(C)[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(nc23)c4cc(F)c(O)c(Cl)c4)S(=O)(=O)C	CHEMBL3688364	pIC50=8.8
CNC[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(cc23)c4cc(Cl)c(O)c(Cl)c4)C(=O)C5CC5	CHEMBL3679309	pIC50=8.8
COc1cc(cc(Cl)c1O)c2ccc3ncc(C(=O)C)c(N4CCN(CC4)C(=O)CN(C)C)c3c2	CHEMBL3674328	pIC50=8.8
COc1cc(cc(Cl)c1O)c2ccc3ncc(C(=O)C)c(N[C@@H]4CC[C@@H](CN5CCCC5)CC4)c3c2	CHEMBL3679354	pIC50=8.8
COc1cc(cc(Cl)c1O)c2ccc3ncc(C(=O)C4CC4)c(N[C@@H]5CC[C@@H](CN(C)CCO)CC5)c3c2	CHEMBL3679260	pIC50=8.8
COc1cc(cc(Cl)c1O)c2ccc3ncc(c(N4CCC(CC4)C(C)N(C)C)c3c2)S(=O)(=O)C	CHEMBL3674183	pIC50=8.8
COc1cc(ccc1O)c2ccc3ncc(C(=O)C4CC4)c(N[C@@H]5CC[C@H](CC5)N(C)C)c3c2	CHEMBL3674194	pIC50=8.8
CS(=O)(=O)c1cnc2ccc(cc2c1Nc3ccc(nc3)N4CCCC(N)C4)c5cc(F)c(O)c(Cl)c5	CHEMBL3684263	pIC50=8.8
Oc1c(Cl)cc(cc1Cl)c2ccc3ncc(C(=O)C4CC4)c(N5CCC(CC5)C6CCNCC6)c3c2	CHEMBL3679226	pIC50=8.8
Oc1c(Cl)cc(cc1Cl)c2ccc3ncc(C(=O)C4CC4)c(N[C@@H]5CC[C@@H](CN6CCCC6)CC5)c3c2	CHEMBL3679216	pIC50=8.8
Oc1c(F)cc(cc1Cl)c2ccc3ncc(C(=O)C4CC4)c(Nc5cnn(c5)C6CCNCC6)c3c2	CHEMBL3674366	pIC50=8.8
CC(=O)c1cnc2ccc(cc2c1N[C@@H]3CC[C@@H](CN4CCC(O)C4)CC3)c5cc(Cl)c(O)c(Cl)c5	CHEMBL3679370	pIC50=8.82
CN(C)[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(nc23)c4cc(Cl)c(O)c(Cl)c4)C(=O)CO	CHEMBL3692825	pIC50=8.82
CN1CCC(CC1)n2cc(Nc3c(cnc4ccc(cc34)c5cc(F)c(O)c(Cl)c5)C(=O)C6CC6)cn2	CHEMBL3679222	pIC50=8.82
CN1CCN(CC1)c2ccc(Nc3c(cnc4ccc(cc34)c5cnc(nc5)C#N)C(=O)C6CC6)cn2	CHEMBL3674320	pIC50=8.82
CNC1CCCN(C1)c2ccc(Nc3c(cnc4ccc(cc34)c5cc(Cl)c(O)c(Cl)c5)C(=O)C6CC6)cn2	CHEMBL3684166	pIC50=8.82
CNC1CCN(C1)c2ccc(Nc3c(cnc4ccc(nc34)c5cc(Cl)c(O)c(Cl)c5)C(=O)C)cn2	CHEMBL3688385	pIC50=8.82
COc1cc(cc(Cl)c1O)c2ccc3ncc(C(=O)C)c(N[C@@H]4CC[C@@H](CN(C)C)CC4)c3n2	CHEMBL3688341	pIC50=8.82
NC1CCCN(C1)c2ncc(Nc3c(cnc4ccc(cc34)c5cc(Cl)c(O)c(Cl)c5)C(=O)C6CC6)cn2	CHEMBL3679255	pIC50=8.82
N[C@H]1CCCN(C1)c2ccc(Nc3c(cnc4ccc(cc34)c5cc(Cl)c(O)c(Cl)c5)C(=O)C6CC6)cn2	CHEMBL3679272	pIC50=8.82
Oc1c(Cl)cc(cc1Cl)c2ccc3ncc(C(=O)C4CC4)c(N[C@@H]5CC[C@@H](CNCCF)CC5)c3c2	CHEMBL3679322	pIC50=8.82
CC(=O)c1cnc2ccc(cc2c1Nc3ccc(nc3)N4CCNCC4)c5cc(Cl)c(O)c(Cl)c5	CHEMBL3679324	pIC50=8.85
CC(C)(N)c1ccc(Nc2c(cnc3ccc(cc23)c4cc(Cl)c(O)c(Cl)c4)C(=O)C5CC5)cc1	CHEMBL3679231	pIC50=8.85
CCN(C)C[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(cc23)c4cc(Cl)c(O)c(Cl)c4)C(=O)C	CHEMBL3684175	pIC50=8.85
CN(C)CC[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(nc23)c4cc(F)c(O)c(Cl)c4)C(=O)C	CHEMBL3688343	pIC50=8.85
CN(C)C[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(nc23)c4cc(F)c(O)c(Cl)c4)S(=O)(=O)C	CHEMBL3688346	pIC50=8.85
CN1CCC(CC1)n2cc(Nc3c(cnc4ccc(cc34)c5cc(Cl)c(O)c(Cl)c5)C(=O)C)cn2	CHEMBL3684193	pIC50=8.85
CN[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(cc23)c4cc(Cl)c(O)c(OC)c4)C(=O)C5CC5	CHEMBL3674363	pIC50=8.85
CN[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(cc23)c4cnc(nc4)C#N)C(=O)C5CC5	CHEMBL3679162	pIC50=8.85
N[C@H]1CCCN(C1)c2ccc(Nc3c(cnc4ccc(nc34)c5cc(F)c(O)c(Cl)c5)C(=O)C6CCC6)cn2	CHEMBL3692832	pIC50=8.85
CCC(=O)c1cnc2ccc(nc2c1N[C@@H]3CC[C@@H](CN(C)C)CC3)c4cc(Cl)c(O)c(Cl)c4	CHEMBL3692828	pIC50=8.89
CCC(=O)c1cnc2ccc(nc2c1Nc3ccc(nc3)N4CCC[C@@H](N)C4)c5cc(Cl)c(O)c(Cl)c5	CHEMBL3692836	pIC50=8.89
CN(C)C[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(nc23)c4cc(F)c(O)c(Cl)c4)C(=O)C	CHEMBL3688340	pIC50=8.89
CN(C)C[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(nc23)c4cc(F)c(O)c(Cl)c4)C(=O)CO	CHEMBL3692826	pIC50=8.89
CN1CCC(CC1)n2cc(Nc3c(cnc4ccc(cc34)c5cc(Cl)c(O)c(Cl)c5)C(=O)C6CC6)cn2	CHEMBL3679223	pIC50=8.89
CN1CCCC(C1)n2cc(Nc3c(cnc4ccc(cc34)c5cc(Cl)c(O)c(Cl)c5)C(=O)C6CC6)cn2	CHEMBL3679325	pIC50=8.89
COc1cc(cc(Cl)c1O)c2ccc3ncc(C(=O)C4CC4)c(N5CCC(CC5)C(C)N(C)C)c3c2	CHEMBL3674186	pIC50=8.89
NCc1ccc(Nc2c(cnc3ccc(cc23)c4cnc(nc4)C#N)C(=O)C5CC5)cc1	CHEMBL3674356	pIC50=8.89
CC(=O)c1cnc2ccc(nc2c1N[C@@H]3CC[C@@H](N)CC3)c4cc(F)c(O)c(Cl)c4	CHEMBL3692793	pIC50=8.92
CC(=O)c1cnc2ccc(nc2c1Nc3ccc(nc3)N4CCCC(N)C4)c5cc(Cl)c(O)c(Cl)c5	CHEMBL3692790	pIC50=8.92
CC(C)C(N)C(=O)N[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(nc23)c4cc(F)c(O)c(Cl)c4)C(=O)C	CHEMBL3692795	pIC50=8.92
CCC(=O)c1cnc2ccc(cc2c1Nc3ccc(nc3)N4CCC[C@H](N)C4)c5cc(Cl)c(O)c(Cl)c5	CHEMBL3684288	pIC50=8.92
CN(C)C[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(nc23)c4cnc(nc4)C#N)C(=O)C	CHEMBL3692783	pIC50=8.92
CN(C)[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(nc23)c4cc(F)c(O)c(Cl)c4)C(=O)C	CHEMBL3688336	pIC50=8.92
COc1cc(cc(Cl)c1O)c2ccc3ncc(C(=O)C4CC4)c(NC5CCC(C)(N)CC5)c3c2	CHEMBL3679265	pIC50=8.92
N[C@H]1CCCN(C1)c2ccc(Nc3c(cnc4ccc(nc34)c5cc(Cl)c(O)c(Cl)c5)C(=O)C6CC6)cn2	CHEMBL3688372	pIC50=8.92
CC(=O)c1cnc2ccc(cc2c1N[C@@H]3CC[C@@H](CN4CCC[C@H]4CO)CC3)c5cc(Cl)c(O)c(Cl)c5	CHEMBL3684155	pIC50=8.96
CCC(=O)c1cnc2ccc(nc2c1Nc3ccc(nc3)N4CCC[C@@H](N)C4)c5cc(F)c(O)c(Cl)c5	CHEMBL3692835	pIC50=8.96
CN(C)C[C@@H]1CC[C@@H](CC1)Nc2c(cnc3ccc(nc23)c4cc(F)c(O)c(Cl)c4)C(=O)C	CHEMBL3692819	pIC50=8.96
CN(C)C[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(nc23)c4cc(Cl)c(O)c(Cl)c4)C(=O)C	CHEMBL3688339	pIC50=8.96
CN(C)C[C@@]1(O)CC[C@@H](CC1)Nc2c(cnc3ccc(cc23)c4cc(Cl)c(O)c(Cl)c4)C(=O)C5CC5	CHEMBL3679277	pIC50=8.96
COc1cc(cc(Cl)c1O)c2ccc3ncc(C(=O)C4CC4)c(N5CCN(CC5)C(=O)CN(C)C)c3c2	CHEMBL3674288	pIC50=8.96
NC1CCCN(C1)c2ncc(Nc3c(cnc4ccc(cc34)c5cc(F)c(O)c(Cl)c5)C(=O)C6CC6)cn2	CHEMBL3679253	pIC50=8.96
N[C@@H]1CC[C@H](CC1)n2cc(Nc3c(cnc4ccc(cc34)c5cc(Cl)c(O)c(Cl)c5)C(=O)C6CC6)cn2	CHEMBL3679328	pIC50=8.96
CC(=O)c1cnc2ccc(nc2c1N[C@@H]3CC[C@H](CC3)NC(=O)[C@@H]4CCCN4)c5cc(Cl)c(O)c(Cl)c5	CHEMBL3692801	pIC50=9.0
CN(C)C[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(nc23)c4cc(Cl)c(O)c(Cl)c4)S(=O)(=O)C	CHEMBL3688345	pIC50=9.0
CN(CCO)C[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(nc23)c4cc(F)c(O)c(Cl)c4)C(=O)C	CHEMBL3688381	pIC50=9.0
CN1CCN(CC1)c2ccc(cc2)n3cc(cn3)c4ccncc4OC[C@@H]5CC[C@@H](N)CC5	CHEMBL3823975	pIC50=9.0
COc1cc(cc(Cl)c1O)c2ccc3ncc(C(=O)C)c(N[C@@H]4CCC[C@@H](CN(C)C)C4)c3c2	CHEMBL3679369	pIC50=9.0
N[C@@H]1CCCN(C1)c2ccc(Nc3c(cnc4ccc(cc34)c5cc(Cl)c(O)c(Cl)c5)C(=O)C6CC6)cn2	CHEMBL3679275	pIC50=9.0
N[C@H]1CCCN(C1)c2ccc(Nc3c(cnc4ccc(nc34)c5cc(F)c(O)c(Cl)c5)C(=O)C6CC6)cn2	CHEMBL3692809	pIC50=9.0
CS(=O)(=O)c1cnc2ccc(cc2c1Nc3ccc(nc3)N4CCCC(N)C4)c5cc(Cl)c(O)c(Cl)c5	CHEMBL3684267	pIC50=9.03
N[C@@H]1CCCN(C1)c2ccc(Nc3c(cnc4ccc(nc34)c5cc(Cl)c(O)c(Cl)c5)C(=O)C6CC6)cn2	CHEMBL3692823	pIC50=9.03
CC(=O)c1cnc2ccc(nc2c1N[C@@H]3CC[C@@H](CN4CCCC4)CC3)c5cc(F)c(O)c(Cl)c5	CHEMBL3692788	pIC50=9.05
CN1CCC(C1)n2cc(Nc3c(cnc4ccc(cc34)c5cc(Cl)c(O)c(Cl)c5)C(=O)C)cn2	CHEMBL3684173	pIC50=9.05
COc1cc(cc(Cl)c1O)c2ccc3ncc(c(N[C@@H]4CC[C@@H](CN(C)C)CC4)c3n2)S(=O)(=O)C	CHEMBL3688347	pIC50=9.05
CC(=O)c1cnc2ccc(cc2c1Nc3ccc(nc3)N4CCCC(N)C4)c5cc(Cl)c(O)c(Cl)c5	CHEMBL3679305	pIC50=9.07
CN(C)C[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(cc23)c4cc(Cl)c(O)c(Cl)c4)C(=O)C5CC5	CHEMBL3674217	pIC50=9.07
CN(C)C[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(nc23)c4cc(F)c(O)c(Cl)c4)C(=O)C5CC5	CHEMBL3688338	pIC50=9.1
CN(CCO)C[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(cc23)c4cc(Cl)c(O)c(Cl)c4)C(=O)C5CC5	CHEMBL3679261	pIC50=9.1
CN1CCN(C[C@@H]2CC[C@H](CC2)Nc3c(cnc4ccc(nc34)c5cc(Cl)c(O)c(Cl)c5)C(=O)C)CC1	CHEMBL3692789	pIC50=9.1
COc1cc(cc(Cl)c1O)c2ccc3ncc(C(=O)C4CC4)c(N5CCC(CN(C)C)CC5)c3c2	CHEMBL3674198	pIC50=9.1
N[C@@H]1CCCN(C1)c2ccc(Nc3c(cnc4ccc(cc34)c5cc(F)c(O)c(Cl)c5)C(=O)C6CC6)cn2	CHEMBL3679276	pIC50=9.12
OC1CCN(C[C@@H]2CC[C@H](CC2)Nc3c(cnc4ccc(cc34)c5cc(Cl)c(O)c(Cl)c5)C(=O)C6CC6)C1	CHEMBL3679230	pIC50=9.14
CN(C)CC[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(nc23)c4cc(Cl)c(O)c(Cl)c4)C(=O)C	CHEMBL3688342	pIC50=9.16
CN1CCC(CNc2c(cnc3ccc(nc23)c4cc(Cl)c(O)c(Cl)c4)C(=O)C)CC1	CHEMBL3688360	pIC50=9.16
C[C@H](N)C(=O)N[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(cc23)c4cc(Cl)c(O)c(Cl)c4)C(=O)C	CHEMBL3684241	pIC50=9.18
CC(=O)c1cnc2ccc(nc2c1N[C@@H]3CC[C@@H](CN4CCNCC4)CC3)c5cc(Cl)c(O)c(Cl)c5	CHEMBL3692796	pIC50=9.22
CN(C)C[C@@H]1CC[C@@H](CC1)Nc2c(cnc3ccc(nc23)c4cc(Cl)c(O)c(Cl)c4)C(=O)C	CHEMBL3692820	pIC50=9.22
CN(C)[C@@H]1CC[C@@H](CNc2c(cnc3ccc(nc23)c4cc(Cl)c(O)c(Cl)c4)C(=O)C)CC1	CHEMBL3692815	pIC50=9.22
CN(C)[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(nc23)c4cc(Cl)c(O)c(Cl)c4)C(=O)C5CC5	CHEMBL3692806	pIC50=9.22
CN(CCO)C[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(nc23)c4cc(Cl)c(O)c(Cl)c4)C(=O)C	CHEMBL3688380	pIC50=9.22
CC(=O)c1cnc2ccc(nc2c1Nc3ccc(nc3)N4CCC[C@H](N)C4)c5cc(Cl)c(O)c(Cl)c5	CHEMBL3692797	pIC50=9.3
CN(C)C[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(nc23)c4cc(Cl)c(O)c(Cl)c4)C(=O)C5CC5	CHEMBL3688337	pIC50=9.3
CN(C)[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(nc23)c4cc(Cl)c(O)c(Cl)c4)S(=O)(=O)C	CHEMBL3688348	pIC50=9.3
CN(C)[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(nc23)c4cc(F)c(O)c(Cl)c4)C(=O)C5CC5	CHEMBL3692807	pIC50=9.3
N[C@@H]1CCCN(C1)c2ccc(Nc3c(cnc4ccc(nc34)c5cc(F)c(O)c(Cl)c5)C(=O)C6CC6)cn2	CHEMBL3692824	pIC50=9.34
CC(=O)c1cnc2ccc(nc2c1N[C@@H]3CC[C@@H](CN4CCCC4)CC3)c5cc(Cl)c(O)c(Cl)c5	CHEMBL3692787	pIC50=9.4
CN(C)C[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(nc23)c4cc(Cl)c(O)c(Cl)c4)C(=O)CO	CHEMBL3688376	pIC50=9.52
CN(C)[C@@H]1CC[C@H](CC1)Nc2c(cnc3ccc(nc23)c4cc(Cl)c(O)c(Cl)c4)C(=O)C	CHEMBL3688335	pIC50=9.52
Fc1cc(ccc1n2cc(cn2)c3ccncc3OCC4CCNCC4)N5CCOCC5	CHEMBL3824328	pIC50=9.52
