NC1=CC(F)=CC=C1NC(=O)C1=CC=C(CNC(=O)\C=C\C2=CC=CN=C2)C=C1	chidamide	pIC50=6.79587984	pIC50=6.79587984	pIC50=6.79587984
[H][C@]12CC(=O)N[C@]([H])(C(C)C)C(=O)N[C@]([H])(CSSCC\C=C\1)C(=O)N\C(=C/C)C(=O)N[C@@]([H])(C(C)C)C(=O)O2	romidepsin	pIC50=7.33
C[C@@]12CSC(=N1)c3csc(CNC(=O)C[C@H](OC(=O)[C@H](Cc4c[nH]cn4)NC2=O)\C=C\CCS)n3	CHEMBL3317812	pIC50=8.85
C\C=C\1/NC(=O)[C@H](CS)NC(=O)[C@H](NC(=O)C[C@H](OC(=O)[C@@H](NC1=O)C(C)C)\C=C\CCS)C(C)C	CHEMBL3622726	pIC50=8.85
CC(C)(C)OC(=O)n1cnc(C[C@@H]2NC(=O)[C@]3(C)CSC(=N3)c4csc(CNC(=O)C[C@H](OC2=O)\C=C\CCS)n4)c1	CHEMBL3317818	pIC50=8.96
C[C@@]12CSC(=N1)c3csc(CNC(=O)C[C@H](OC(=O)[C@H](Cc4ccc(O)cc4)NC2=O)\C=C\CCS)n3	CHEMBL3317811	pIC50=8.96
ONC(=O)CCCCCCC(=O)Nc1ccc2NC(=O)\C(=C/c3ccc[nH]3)\c2c1	CHEMBL3621294	pIC50=8.96
C\C=C\1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C	CHEMBL343448	pIC50=9.0
ONC(=O)CCCCCCC(=O)N\N=C\c1ccc(cc1)c2ccccc2	CHEMBL3759921	pIC50=9.0
CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c3csc(CNC(=O)C[C@H](OC1=O)\C=C\CCSSC[C@H](NC(=O)OC(C)(C)C)C(=O)OC(C)(C)C)n3	CHEMBL3329622	pIC50=9.05
CC(C)[C@H]1NC(=O)[C@]2(C)CSC(=N2)c3csc(CNC(=O)C[C@H](OC1=O)\C=C\CCS)n3	CHEMBL1796689	pIC50=9.05
COc1ccc(cc1)C2=CC=CC=C(O)C2=O	CHEMBL2408239	pKi=9.09
ONC(=O)CCCCCNC(=O)C=C1c2ccccc2c3ccccc13	CHEMBL485514	pIC50=9.1
COc1ccc(OC)c(c1)C2=CC(=O)C(=CC=C2)O	CHEMBL2408244	pKi=9.29
CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c3csc(CNC(=O)C[C@H](OC1=O)\C=C\CCSSCC\C=C\[C@@H]4CC(=O)NCc5nc(cs5)C6=N[C@@](C)(CS6)C(=O)N[C@@H](C(C)C)C(=O)O4)n3	CHEMBL3329621	pIC50=9.3
COc1ccc(OC)c(c1)C2=CC=CC=C(O)C2=O	CHEMBL2408240	pKi=9.38
OC1=CC=CC=C(C1=O)c2ccccc2	CHEMBL2408237	pKi=9.59
OC1=CC=CC=C(C1=O)c2ccc3ccccc3c2	CHEMBL2408238	pKi=9.6
COc1ccc(C2=CC=CC=C(O)C2=O)c(OC)c1OC	CHEMBL2408241	pKi=9.64
CCC(C)C1=CC(=O)C(=CC=C1)O	CHEMBL2408246	pKi=9.66
CC(C)(C)C1=CC(=O)C(=CC=C1)O	CHEMBL2408245	pKi=9.89
CCOC(=O)NCCCC(=O)NCCc1ccccc1	CHEMBL3086767	pIC50=9.92
COc1ccc(cc1)C2=CC(=O)C(=CC=C2)O	CHEMBL2408243	pKi=9.92
ONC(=O)\C=C\C#Cc1ccc(NS(=O)(=O)c2ccccc2)cc1	CHEMBL314389	pKi=10.0
Cn1cc(CNCC2CCN(CC2)c3ncc(cn3)C(=O)NO)c4ccccc14	CHEMBL2105763	pKi=10.22
OC1=CC=CC(=CC1=O)c2ccccc2	CHEMBL2408242	pKi=10.22
OC1=CC=CC(=CC1=O)C2CCCC2	CHEMBL2408247	pKi=10.4
