OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3	quercetin	pKd=7.6	pKd=7.6	pKd=7.6	pKd=7.6
Brc1c(Br)c(Br)c2[nH]c(nc2c1Br)N3CCOCC3	CHEMBL3684932	pIC50=7.53
C[C@@H]1C[C@H](N)C[C@@H](C1)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)ccc(F)c4F	CHEMBL3652023	pIC50=9.0
C[C@@H]1C[C@H](N)C[C@@H](C1)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)ccc(O)c4F	CHEMBL3652019	pIC50=9.0
C[C@@H]1C[C@H](N)C[C@@H](C1)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3651966	pIC50=9.0
C[C@@H]1C[C@H](N)C[C@@H](C1)c2ccncc2NC(=O)c3ccc(F)c(n3)c4cc(C)ccc4F	CHEMBL3651955	pIC50=9.0
C[C@@H]1C[C@H](N)C[C@@H](C1)c2ccncc2NC(=O)c3ccc(F)c(n3)c4cc(F)ccc4F	CHEMBL3651957	pIC50=9.0
C[C@@H]1C[C@H](N)C[C@@H](C1)c2ccncc2NC(=O)c3ccc(F)c(n3)c4cc(O)ccc4F	CHEMBL3651942	pIC50=9.0
C[C@@H]1C[C@H](N)C[C@@H](C1)c2ccncc2NC(=O)c3ccc(F)c(n3)c4ccc(F)cc4F	CHEMBL3651973	pIC50=9.0
C[C@@H]1C[C@H](N)C[C@@H](C1)c2ccncc2NC(=O)c3ccc(F)c(n3)c4ccc(O)cc4F	CHEMBL3651934	pIC50=9.0
C[C@@H]1C[C@H](N)C[C@@H](C1)c2ccncc2NC(=O)c3ccc(F)c(n3)c4cccc(F)c4F	CHEMBL3651956	pIC50=9.0
C[C@@H]1C[C@H](N)C[C@@H](C1)c2ccncc2NC(=O)c3ccc(F)c(n3)c4ccccc4F	CHEMBL3651953	pIC50=9.0
C[C@@H]1C[C@H](N)C[C@@H](C1)c2ccncc2NC(=O)c3cccc(n3)c4c(F)cc(O)cc4F	CHEMBL3651932	pIC50=9.0
C[C@@H]1C[C@H](N)C[C@@H](C1)c2ccncc2NC(=O)c3cccc(n3)c4c(F)cccc4F	CHEMBL3651959	pIC50=9.0
C[C@@H]1C[C@H](N)C[C@@H](C1)c2ccncc2NC(=O)c3cccc(n3)c4cc(C)ccc4F	CHEMBL3651954	pIC50=9.0
C[C@@H]1C[C@H](N)C[C@@H](C1)c2ccncc2NC(=O)c3cccc(n3)c4cc(O)ccc4F	CHEMBL3651931	pIC50=9.0
C[C@@H]1C[C@H](N)C[C@@H](C1)c2ccncc2NC(=O)c3cccc(n3)c4ccccc4F	CHEMBL3651958	pIC50=9.0
C[C@@H]1C[C@H](N)C[C@@H](C1)c2ccncc2NC(=O)c3csc(n3)c4c(F)cc(O)cc4F	CHEMBL3676310	pIC50=9.0
C[C@@H]1C[C@H](N)C[C@@H](C1)c2ccncc2NC(=O)c3csc(n3)c4c(F)ccc(Cl)c4F	CHEMBL3676309	pIC50=9.0
C[C@@H]1C[C@H](N)C[C@@H](C1)c2ccncc2NC(=O)c3csc(n3)c4c(F)cccc4F	CHEMBL3676300	pIC50=9.0
C[C@@H]1C[C@H](N)C[C@@H](C1)c2ccncc2NC(=O)c3nc(c(F)cc3N)c4c(F)cccc4F	CHEMBL3651947	pIC50=9.0
C[C@@H]1C[C@H](N)C[C@@H](C1)c2ccncc2NC(=O)c3nc(ccc3F)c4c(F)cc(O)cc4F	CHEMBL3651938	pIC50=9.0
C[C@@H]1C[C@H](N)C[C@@H](C1)c2ccncc2NC(=O)c3nc(ccc3F)c4cc(O)ccc4F	CHEMBL3651939	pIC50=9.0
C[C@@H]1C[C@H](O)C[C@@H](C1)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3651898	pIC50=9.0
C[C@@H]1C[C@H](O)C[C@@H](C1)c2ccncc2NC(=O)c3nc(sc3N)c4c(F)cccc4F	CHEMBL3676288	pIC50=9.0
C[C@H]1CCC[C@H]2CNC(=O)c3cc([nH]c23)c4cccc5nc(C)c(N1)nc45	CHEMBL3809127	pIC50=9.0
C[C@H]1CN(C[C@@H](N)[C@@H]1O)c2ccncc2NC(=O)c3ccc(F)c(n3)C4CCCCC4	CHEMBL3651912	pIC50=9.0
C[C@H]1CN(C[C@@H](N)[C@@H]1O)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(O)cc4F	CHEMBL3651899	pIC50=9.0
C[C@H]1CN(C[C@@H](N)[C@@H]1O)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)ccc(C)c4F	CHEMBL3651918	pIC50=9.0
C[C@H]1CN(C[C@@H](N)[C@@H]1O)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3105022	pIC50=9.0
C[C@H]1CN(C[C@@H](N)[C@@H]1O)c2ccncc2NC(=O)c3ccc(F)c(n3)c4ccccc4F	CHEMBL3651921	pIC50=9.0
C[C@H]1CN(C[C@@H](N)[C@@H]1O)c2ccncc2NC(=O)c3ccc(F)c(n3)c4ccncc4F	CHEMBL3652013	pIC50=9.0
C[C@H]1CN(C[C@@H](N)[C@@H]1O)c2ccncc2NC(=O)c3cccc(n3)c4c(F)ccc(C)c4F	CHEMBL3651909	pIC50=9.0
C[C@H]1CN(C[C@@H](N)[C@@H]1O)c2ccncc2NC(=O)c3cccc(n3)c4c(F)cccc4F	CHEMBL3651922	pIC50=9.0
C[C@H]1CN(C[C@@H](N)[C@@H]1O)c2ccncc2NC(=O)c3csc(n3)c4c(F)cccc4F	CHEMBL3676292	pIC50=9.0
C[C@H]1CN(C[C@@H](N)[C@@H]1O)c2ccncc2NC(=O)c3nc(c(F)cc3N)c4c(F)cccc4F	CHEMBL3105021	pIC50=9.0
C[C@H]1CN(C[C@@H](N)[C@@H]1O)c2ccncc2NC(=O)c3nc(ccc3F)c4c(F)cccc4F	CHEMBL3651920	pIC50=9.0
C[C@H]1CN(C[C@@H](O)[C@@H]1O)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3652010	pIC50=9.0
C[C@H]1CN(C[C@@H](O)[C@@H]1O)c2ccncc2NC(=O)c3ccc(F)c(n3)c4ccccc4F	CHEMBL3652008	pIC50=9.0
C[C@H]1CN(C[C@@H](O)[C@@H]1O)c2ccncc2NC(=O)c3cccc(n3)c4c(F)cccc4F	CHEMBL3652009	pIC50=9.0
C[C@H]1C[C@H](C[C@@H](N)[C@@H]1O)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(O)cc4F	CHEMBL3651900	pIC50=9.0
C[C@H]1C[C@H](C[C@@H](N)[C@@H]1O)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)ccc(C)c4F	CHEMBL3651940	pIC50=9.0
C[C@H]1C[C@H](C[C@@H](N)[C@@H]1O)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3651946	pIC50=9.0
C[C@H]1C[C@H](C[C@@H](N)[C@@H]1O)c2ccncc2NC(=O)c3cccc(n3)c4c(F)cccc4F	CHEMBL3651948	pIC50=9.0
C[C@H]1C[C@H](C[C@@H](N)[C@H]1F)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3652031	pIC50=9.0
C[C@H]1C[C@H](C[C@@H](N)[C@H]1O)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)ccc(C)c4F	CHEMBL3651936	pIC50=9.0
C[C@H]1C[C@H](C[C@@H](N)[C@H]1O)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3651981	pIC50=9.0
C[C@H]1C[C@H](C[C@@H](N)[C@H]1O)c2ccncc2NC(=O)c3ccc(F)c(n3)c4cc(C)ccc4F	CHEMBL3651969	pIC50=9.0
C[C@H]1C[C@H](C[C@@H](N)[C@H]1O)c2ccncc2NC(=O)c3ccc(F)c(n3)c4ccccc4F	CHEMBL3651971	pIC50=9.0
C[C@H]1C[C@H](C[C@@H](N)[C@H]1O)c2ccncc2NC(=O)c3cccc(n3)c4c(F)cccc4F	CHEMBL3651972	pIC50=9.0
C[C@H]1C[C@H](C[C@@H](N)[C@H]1O)c2ccncc2NC(=O)c3cccc(n3)c4cc(C)ccc4F	CHEMBL3651970	pIC50=9.0
C[C@H]1C[C@H](C[C@@H](N)[C@H]1O)c2ccncc2NC(=O)c3nc(c(F)cc3N)c4c(F)cccc4F	CHEMBL3652025	pIC50=9.0
C[C@H]1C[C@H](C[C@@H](N)[C@H]1O)c2ccncc2NC(=O)c3nc(ccc3N)c4c(F)cccc4F	CHEMBL3651989	pIC50=9.0
C[C@H]1C[C@H](C[C@@H](O)[C@@H]1O)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3652011	pIC50=9.0
C[C@H]1C[C@H](C[C@@H](O)[C@@H]1O)c2ccncc2NC(=O)c3nc(c(F)cc3N)c4c(F)cccc4F	CHEMBL3652015	pIC50=9.0
Cc1ccc(F)c(c1)c2cccc(n2)C(=O)Nc3cnccc3[C@H]4C[C@@H](N)C[C@H](C4)C(F)(F)F	CHEMBL3652002	pIC50=9.0
Cc1ccc(F)c(c1F)c2cccc(n2)C(=O)Nc3cnccc3C4C[C@@H](N)C[C@@H](N)C4	CHEMBL3651925	pIC50=9.0
Cc1ccc(F)c(c1F)c2cccc(n2)C(=O)Nc3cnccc3[C@@H]4CCC[C@H](N)C4	CHEMBL3651924	pIC50=9.0
Cc1ccc(F)c(c1F)c2cccc(n2)C(=O)Nc3cnccc3[C@H]4C[C@@H](N)CC(C)(C)C4	CHEMBL3651908	pIC50=9.0
Cc1ccc(F)c(c1F)c2nc(ccc2F)C(=O)Nc3cnccc3[C@@H]4CCC[C@H](N)C4	CHEMBL3651916	pIC50=9.0
Cc1ccc(F)c(c1F)c2nc(ccc2F)C(=O)Nc3cnccc3[C@H]4C[C@@H](N)CC(C)(C)C4	CHEMBL3651907	pIC50=9.0
Cc1nc2cccc3c4cc5C(=O)NC[C@@H](C\C=C\CNc1nc23)c5[nH]4	CHEMBL3809044	pIC50=9.0
Cc1nc2cccc3c4cc5C(=O)NC[C@H](C\C=C\CNc1nc23)c5[nH]4	CHEMBL3809463	pIC50=9.0
Fc1cccc(F)c1c2ccc3[nH]nc(c4cncc(OC5CNCCC56CC6)n4)c3c2	CHEMBL3393704	pIC50=9.0
Fc1cccc(F)c1c2nc(cs2)C(=O)Nc3cnccc3OC4CCCCC4	CHEMBL3354514	pIC50=9.0
Fc1cccc(F)c1c2nc(cs2)C(=O)Nc3cnccc3OC4CCNCC4	CHEMBL3354513	pIC50=9.0
Fc1cccc(F)c1c2nc(cs2)C(=O)Nc3cnccc3OCC4CCOCC4	CHEMBL3354516	pIC50=9.0
NC1CC(CF)CN(C1)c2ccncc2NC(=O)c3csc(n3)c4c(F)cccc4F	CHEMBL3676272	pIC50=9.0
NC1CC(CN(C1)c2ccncc2NC(=O)c3csc(n3)c4c(F)cccc4F)C(F)(F)F	CHEMBL3676271	pIC50=9.0
N[C@@H]1C=C(CC[C@@H]1O)c2ccncc2NC(=O)c3nc(ccc3N)c4c(F)cccc4F	CHEMBL3651988	pIC50=9.0
N[C@@H]1CC[C@@H](CC1)Nc2cc(Br)cc3cc(oc23)C(=O)O	CHEMBL1782530	pIC50=9.0
N[C@@H]1CN(CC[C@@H]1O)c2ccncc2NC(=O)c3csc(n3)c4c(F)cccc4F	CHEMBL3676262	pIC50=9.0
N[C@@H]1C[C@@H](CC[C@@H]1O)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3651984	pIC50=9.0
N[C@@H]1C[C@@H](CC[C@@H]1O)c2ccncc2NC(=O)c3nc(c(F)cc3N)c4ccccc4F	CHEMBL3651962	pIC50=9.0
N[C@@H]1C[C@@H](CC[C@@H]1O)c2ccncc2NC(=O)c3nc(ccc3N)c4c(F)cccc4F	CHEMBL3651996	pIC50=9.0
N[C@@H]1C[C@@H](CC[C@@H]1O)c2ccncc2NC(=O)c3nc(sc3N)c4c(F)cccc4F	CHEMBL3676294	pIC50=9.0
N[C@@H]1C[C@@H](C[C@@H](C1)C(F)(F)F)c2ccncc2NC(=O)c3nc(c(F)cc3N)c4c(F)cccc4F	CHEMBL3652004	pIC50=9.0
N[C@@H]1C[C@@H](C[C@@H](C1)C(F)(F)F)c2ccncc2NC(=O)c3nc(ccc3N)c4c(F)cccc4F	CHEMBL3652006	pIC50=9.0
N[C@H]1CCCN(C1)c2ccncc2NC(=O)c3csc(n3)c4c(F)cccc4F	CHEMBL3676258	pIC50=9.0
N[C@H]1CCCN(C1)c2ccncc2NC(=O)c3nc(ccc3N)c4ccnc(N)n4	CHEMBL3103863	pKi=9.0
N[C@H]1CCCN(C1)c2ccncc2NC(=O)c3nc(sc3N)c4c(F)cccc4F	CHEMBL3676285	pIC50=9.0
N[C@H]1CCC[C@H](C1)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(O)cc4F	CHEMBL3651928	pIC50=9.0
N[C@H]1CCC[C@H](C1)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)ccc(O)c4F	CHEMBL3652018	pIC50=9.0
N[C@H]1CCC[C@H](C1)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3651993	pIC50=9.0
N[C@H]1CCC[C@H](C1)c2ccncc2NC(=O)c3ccc(F)c(n3)c4cc(O)ccc4F	CHEMBL3651929	pIC50=9.0
N[C@H]1CCC[C@H](C1)c2ccncc2NC(=O)c3ccc(F)c(n3)c4ccc(O)cc4F	CHEMBL3651905	pIC50=9.0
N[C@H]1CCC[C@H](C1)c2ccncc2NC(=O)c3cccc(n3)c4c(F)cc(O)cc4F	CHEMBL3651904	pIC50=9.0
N[C@H]1CCC[C@H](C1)c2ccncc2NC(=O)c3cccc(n3)c4cc(O)ccc4F	CHEMBL3651903	pIC50=9.0
N[C@H]1CCC[C@H](C1)c2ccncc2NC(=O)c3nc(c(F)cc3N)c4c(F)cccc4F	CHEMBL3651994	pIC50=9.0
N[C@H]1CCC[C@H](C1)c2ccncc2NC(=O)c3nc(sc3N)c4c(F)cccc4F	CHEMBL3676289	pIC50=9.0
N[C@H]1C[C@H](CN(C1)c2ccncc2NC(=O)c3csc(n3)c4c(F)cccc4F)C(F)(F)F	CHEMBL3676283	pIC50=9.0
Nc1nnc(s1)c2ccc3[nH]cc(c4cncc(NC5CCCC5)n4)c3c2	CHEMBL3394164	pIC50=9.0
Nc1sc(nc1C(=O)Nc2cnccc2N3CCC(F)CC3)c4c(F)cccc4F	CHEMBL3676286	pIC50=9.0
Nc1sc(nc1C(=O)Nc2cnccc2O[C@H]3CCNC3)c4c(F)cccc4F	CHEMBL3354518	pIC50=9.0
O[C@@H]1CC[C@H](CC1)Oc2ccncc2NC(=O)c3csc(n3)c4c(F)cccc4F	CHEMBL3354517	pIC50=9.0
COC1CCC(CCC1N)c2c(NC(=O)c3nc(sc3N)c4ccccc4F)cnn2C	CHEMBL3648856	pKi=9.01
CC1(COc2cccc3ccc(nc23)c4nnc5ccccn45)CCNCC1	CHEMBL3660063	pIC50=9.02
COC1(COc2cccc3ccc(nc23)c4nnc5ccccn45)CCNCC1	CHEMBL3660069	pIC50=9.02
C[C@@H]1CN(CCN1)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2C	CHEMBL3648657	pKi=9.02
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCC[C@@H](CC4)N(CC5COC5)CC6COC6	CHEMBL3648751	pKi=9.02
Cc1ccn2c(nnc2c1)c3ccc4cccc(OCC(C)(C)CN)c4n3	CHEMBL3664622	pIC50=9.05
Cc1ccncc1c2nc(C(=O)Nc3cnn(C)c3N4CC[C@@H](N)[C@H](F)CC4)c(N)s2	CHEMBL3648809	pKi=9.05
Cn1ncc(NC(=O)c2ccc(F)c(n2)c3c(F)cccc3F)c1N4CCC[C@@H](N)CC4	CHEMBL3652643	pKi=9.05
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4C[C@H]5C[C@H](N)[C@@H](C4)O5	CHEMBL3648854	pKi=9.05
Fc1ccccc1c2ccc3[nH]nc(c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2	CHEMBL3393708	pIC50=9.05
Oc1cccc(NCC2=Nc3c(sc4ccc(Cl)cc34)C(=O)N2)c1	CHEMBL573476	pKi=9.05
C[C@H]1CN(CCN1)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2C	CHEMBL3648672	pKi=9.06
C[C@H]1C[C@H](C[C@@H](N)[C@H]1OCC(=O)O)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3691974	pIC50=9.06
CC(=O)O[C@@H]1CCN(CC[C@@H]1N)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2C	CHEMBL3648849	pKi=9.07
COC1CCN(CCC1N)c2c(NC(=O)c3nc(sc3N)c4ccccn4)cnn2C	CHEMBL3648736	pKi=9.08
CC(C)(CN)COc1cccc2ccc(nc12)c3nnc4ccc(cn34)c5ccccc5	CHEMBL3660062	pIC50=9.1
CC(C)(CO)COc1cccc2ccc(nc12)c3nnc4ccccn34	CHEMBL3660029	pIC50=9.1
CSc1ncc2ccc3c(cn([C@@H]4CC[C@H](N)CC4)c3c2n1)C(=O)N	CHEMBL3703184	pIC50=9.1
C[C@H]1C[C@H](C[C@@H](N)[C@H]1n2ccnn2)c3ccncc3NC(=O)c4csc(n4)c5c(F)cccc5F	CHEMBL3691953	pIC50=9.1
FC1(COc2cccc3ccc(nc23)c4nnc5ccccn45)CCNCC1	CHEMBL3664634	pIC50=9.1
O[C@H]1CCN(CC2=Nc3c(sc4ccc(\C=C\C5CC5)cc34)C(=O)N2)C1	CHEMBL573463	pKi=9.1
Oc1cccc(NCC2=Nc3c(sc4ccc(Br)cc34)C(=O)N2)c1	CHEMBL584161	pKi=9.1
Cn1cc(cn1)c2nc(C(=O)Nc3cnn(C)c3N4CCC[C@H](N)CC4)c(N)s2	CHEMBL3648800	pKi=9.11
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCC5(CNC5)C4	CHEMBL3648763	pKi=9.11
C[C@H]1C[C@H](C[C@@H](N)[C@@H]1S(=O)(=O)C)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687444	pIC50=9.12
Cn1ncc(NC(=O)c2nc(ccc2N)c3ccccc3)c1N4CCC(N)CC4	CHEMBL3652624	pKi=9.12
CC(C)C1(COc2cccc3ccc(nc23)c4nnc5ccccn45)CCNCC1	CHEMBL3660066	pIC50=9.13
CO[C@@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3nc(ncc3N)c4c(F)cccc4F	CHEMBL3687480	pIC50=9.13
NC1CCC(CC1)Oc2cccc3ccc(nc23)c4nnc5ccccn45	CHEMBL3660044	pIC50=9.13
C[C@H]1C[C@H](C[C@@H](N)[C@@H]1NC(=O)C)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687441	pIC50=9.14
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CC5CCC(C5)C4	CHEMBL3648757	pKi=9.15
CC(C)(CO)COc1cccc2ccc(nc12)c3nnc4cc(CN)ccn34	CHEMBL3660024	pIC50=9.16
COC1(COc2cc(F)cc3ccc(nc23)c4nnc5ccccn45)CCCNCC1	CHEMBL3664617	pIC50=9.16
CO[C@@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3nc(ccc3N)c4cc(ccc4F)C(=O)NC(C)C	CHEMBL3687535	pIC50=9.16
FC1CCNCCC1Oc2cccc3ccc(nc23)c4nnc5ccc(cn45)C6CC6	CHEMBL3660089	pIC50=9.16
O[C@H]1CCN(CC2=Nc3c(sc4ccc(cc34)c5ccc(O)cc5)C(=O)N2)C1	CHEMBL583187	pKi=9.16
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1C4CCCCC(F)(F)C4	CHEMBL3648767	pKi=9.17
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CC5CCC(C4)O5	CHEMBL3648749	pKi=9.17
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCCS(=O)(=O)CC4	CHEMBL3648758	pKi=9.17
CC(C)(CN)COc1cccc2ccc(nc12)c3nnc4ccc(Br)cn34	CHEMBL3660060	pIC50=9.19
CC(C)(CN)COc1cccc2ccc(nc12)c3nnc4ccc(cn34)C5CC5	CHEMBL3660061	pIC50=9.19
NC1CCC(CC1)Oc2cccc3ccc(nc23)c4nnc5ccccn45	CHEMBL3660022	pIC50=9.19
C[C@H]1C[C@H](C[C@@H](N)[C@H]1NC(=O)C)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687436	pIC50=9.2
CC(=O)NC1(C)CCCN(CC1)c2c(NC(=O)c3nc(sc3N)c4ncccc4F)cnn2C	CHEMBL3648779	pKi=9.21
CCn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCC(N)C(CC4)OC	CHEMBL3648784	pKi=9.21
CN(C)CC1=Nc2c(sc3ccc(cc23)c4ccc(OCCCN)cc4)C(=O)N1	CHEMBL576388	pKi=9.22
C[C@@H]1Nc2nc3c(cccc3nc2C)c4cc5C(=O)NC[C@H](C\C=C\1)c5[nH]4	CHEMBL3809986	pIC50=9.22
C[C@H]1C[C@H](C[C@@H](N)[C@H]1[S+](C)[O-])c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687446	pIC50=9.23
COC(=O)N[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687423	pIC50=9.24
C[C@H]1C[C@H](C[C@@H](N)[C@H]1OCCS(=O)(=O)C)c2ccncc2NC(=O)c3csc(n3)c4c(F)cccc4F	CHEMBL3691917	pIC50=9.24
C[C@H]1C[C@H](C[C@@H](N)[C@@H]1OP(=O)(C)C)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687448	pIC50=9.25
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1C4CC[C@@H](N)[C@H](F)CC4	CHEMBL3648762	pKi=9.25
Cn1ncc(NC(=O)c2nc(sc2N)c3ccccn3)c1N4CC[C@H](N)[C@@H](F)CC4	CHEMBL3648705	pKi=9.25
CC(C)(CN)COc1cc(F)cc2ccc(nc12)c3nnc4ccccn34	CHEMBL3660041	pIC50=9.26
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCC(N)C(CC4)C(F)F	CHEMBL3648859	pKi=9.26
CO[C@@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3csc(n3)c4c(F)cccc4F	CHEMBL3691918	pIC50=9.27
CC(=O)O[C@H]1CCN(CC[C@H]1N)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2C	CHEMBL3648847	pKi=9.3
C[C@@H]1CC[C@H]2CNC(=O)c3cc([nH]c23)c4cccc5nc(C)c(NC1)nc45	CHEMBL3809377	pIC50=9.3
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CC[C@H](CN)C4	CHEMBL3652637	pKi=9.3
Fc1cc(OCC2(F)CCNCC2)c3nc(ccc3c1)c4nnc5ccccn45	CHEMBL3660096	pIC50=9.3
NC(=O)c1ccc(c(F)c1)c2ccc3[nH]nc(c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2	CHEMBL3393718	pIC50=9.3
Cn1ncc(NC(=O)c2nc(sc2N)c3ccccc3F)c1N4CCNC[C@]5(CCO5)C4	CHEMBL3648842	pKi=9.31
CC[C@@H]1CNCCN1\C(=N/C)\C(NC(=O)c2nc(sc2N)c3c(F)cccc3F)C=N	CHEMBL3648669	pKi=9.32
Cc1nn(C)cc1c2nc(C(=O)Nc3cnn(C)c3N4CC[C@@H](N)[C@H](F)CC4)c(N)s2	CHEMBL3648814	pKi=9.32
N[C@@H]1CC[C@H](CC1)Nc2cncc(n2)c3cccc(\C=C\4/SC(=O)NC4=O)c3	CHEMBL2032375	pIC50=9.33
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1C4CCC(N)CC4	CHEMBL3652648	pKi=9.34
Cn1ncc(NC(=O)c2nc(sc2N)c3ncccc3F)c1N4CC[C@H](N)[C@H](F)CC4	CHEMBL3648783	pKi=9.34
Cc1cnc(C)c(c1)c2nc(C(=O)Nc3cnn(C)c3N4CC[C@@H](N)[C@H](F)CC4)c(N)s2	CHEMBL3648821	pKi=9.35
FC1(COc2cccc3ccc(nc23)c4nnc5ccc(cn45)c6ccccc6)CCNCC1	CHEMBL3660077	pIC50=9.35
CN[C@@H]1CCCN(CC1)c2c(NC(=O)c3nc(sc3N)c4cc(F)ccc4F)cnn2CC(F)F	CHEMBL3648663	pKi=9.37
COC1(C)CC(N)CCN(C1)c2c(NC(=O)c3nc(sc3N)c4c(F)cncc4F)cnn2C	CHEMBL3648817	pKi=9.37
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1C4CC[C@@H](N)[C@@H](F)CC4	CHEMBL3648775	pKi=9.37
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCCN(CC4)C(=O)CN	CHEMBL3648787	pKi=9.38
CC(C)NC(=O)c1ccc(F)c(c1)c2ccc(N)c(n2)C(=O)Nc3cnccc3[C@@H]4C[C@H](C)[C@@H]([C@H](N)C4)S(=O)(=O)C	CHEMBL3687519	pIC50=9.4
CC(C)OC(=O)N[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687422	pIC50=9.4
C\C\1=C\C[C@H]2CNC(=O)c3cc([nH]c23)c4cccc5nc(C)c(NC1)nc45	CHEMBL3809940	pIC50=9.4
Cc1nc2cccc3c4cc5C(=O)NC[C@@H](CCCCNc1nc23)c5[nH]4	CHEMBL3808942	pIC50=9.4
Fc1cccc(F)c1c2ccc3[nH]nc(c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2	CHEMBL3393706	pIC50=9.4
Oc1ccc(c(F)c1)c2ccc3[nH]nc(c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2	CHEMBL3393717	pIC50=9.4
C[C@H]1C[C@H](C[C@@H](N)[C@H]1OP(=O)(C)C)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687449	pIC50=9.41
Cn1cc(cn1)c2cc3c(n[nH]c3cn2)c4cccc(c4)N5CCC[C@@H](N)C5	CHEMBL3634759	pKi=9.41
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCC5(CCNC5=O)CC4	CHEMBL3648764	pKi=9.41
CCOCc1cc(F)c(c(F)c1)c2nc(ccc2F)C(=O)Nc3cnccc3[C@@H]4C[C@H](C)[C@H](NC(=O)OC)[C@H](N)C4	CHEMBL3691985	pIC50=9.42
COC1CCN(CCC1N)c2c(NC(=O)c3nc(sc3N)c4cc(F)ccc4F)cnn2C	CHEMBL3648740	pKi=9.42
