NS(=O)(=O)C1=CC(Cl)=C(Cl)C(=C1)S(N)(=O)=O	dichlorphenamide	pKi=7.301	pKi=7.301	pKi=7.301	pKi=7.25
CC(=O)Nc1nnc(s1)S(=O)(=O)N	acetazolamide	pKi=8.6	pKi=8.6	pKi=8.6	pKd=6.48
CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O	ethoxzolamide	pKi=7.66	pKi=7.66	pKi=7.66	pKi=7.25
CC(C)CSc1cc2NCNS(=O)(=O)c2cc1S(=O)(=O)N	CHEMBL385451	pKi=6.0
CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)N[C@@H](CS)C(=O)O	CHEMBL3604414	pKi=7.28
CCOC(=O)c1cc(c(S)cc1Cl)S(=O)(=O)N	CHEMBL215990	pKi=7.28
COc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O	CHEMBL131921	pKi=7.28
COc1cccc2C(=O)N(C(=Nc12)S)c3ccc(cc3)S(=O)(=O)N	CHEMBL3763255	pKi=7.28
Cc1ccc2OC=C(\C=N\c3ccc(cc3)S(=O)(=O)N)C(=O)c2c1	CHEMBL381243	pKi=7.28
NS(=O)(=O)Nc1ccc(cc1)S(=O)(=O)NCc2ccc(cc2)S(=O)(=O)N	CHEMBL2164733	pKi=7.28
NS(=O)(=O)c1ccc(cc1)c2ccc(cc2)C(=O)O	CHEMBL3632827	pKi=7.28
[K+].[S-]C(=S)N1CCCCC1	CHEMBL3400804	pKi=7.28
CC(=O)O[C@@H]1[C@@H](COP2(=O)OCc3ccccc3O2)O[C@H]([C@H](OC(=O)C)[C@H]1OC(=O)C)n4cc(nn4)c5ccc(cc5)S(=O)(=O)N	CHEMBL3613283	pKi=7.29
OC(=O)c1ccccc1NC(=O)c2ccc3C(=O)N(C(=O)c3c2)c4ccccc4	CHEMBL3740022	pKi=7.29
[Na+].[Na+].[O-]C(=O)C1CCCCN1C(=S)[S-]	CHEMBL3400156	pKi=7.29
CC(C)c1ccc(NC(=O)Nc2ccc(cc2)S(=O)(=O)N)cc1	CHEMBL1643296	pKi=7.3
CCCC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)CCC)[C@@H](OC(=O)CCC)[C@@H]1OC(=O)CCC)n2cc(nn2)c3ccc(cc3)S(=O)(=O)N	CHEMBL3092942	pKi=7.3
COc1ccc(cc1)c2nn(cc2\C=N\O)c3nc4ccc(cc4s3)S(=O)(=O)N	CHEMBL3356276	pKi=7.3
Cc1cc(c(SCc2cccc3ccccc23)cc1Cl)S(=O)(=O)NC(=N)Nc4cccc(c4)S(=O)(=O)N	CHEMBL3104062	pKi=7.3
Cc1ccc2OC=C(\C=N\Cc3ccc(cc3)S(=O)(=O)N)C(=O)c2c1	CHEMBL193907	pKi=7.3
NCCCN1CCN(CCCN\N=C(/S)\Nc2ccc(cc2)S(=O)(=O)N)CC1	CHEMBL178664	pKi=7.3
NS(=O)(=O)c1c(F)c(F)c(Oc2ccccc2)c(F)c1F	CHEMBL2333402	pKd=7.3
NS(=O)(=O)c1c(F)c(F)c(SCC(=O)O)c(F)c1F	CHEMBL2333419	pKd=7.3
NS(=O)(=O)c1ccc(CCNC(=O)CCCNC(=O)NCc2ccccc2)cc1	CHEMBL3360589	pKi=7.3
NS(=O)(=O)c1ccc(OCC(c2ccccc2)c3ccccc3)cc1	CHEMBL3402969	pKi=7.3
NS(=O)(=O)c1ccccc1N2S(=O)(=O)c3ccccc3S2(=O)=O	CHEMBL2332772	pKi=7.3
OC(=O)c1ccccc1Nc2ccccc2	CHEMBL23832	pKi=7.3
CC(=O)Nc1ccc(cc1)S(=O)(=O)N	CHEMBL687	pKi=7.31
CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N	CHEMBL3604419	pKi=7.31
COc1ccc2c(SCc3cnc(Nc4ccc(cc4)S(=O)(=O)N)nc23)c1	CHEMBL3752794	pKi=7.31
NC1=NC(=O)Nc2c1c(cn2c3ccc(cc3)S(=O)(=O)N)c4ccc(Br)cc4	CHEMBL3342496	pKi=7.31
NS(=O)(=O)ONC(=O)OCc1ccccc1	CHEMBL3609430	pKi=7.31
NS(=O)(=O)c1ccc(NC(=O)N2CCN(CC2)c3ccccc3)cc1	CHEMBL3609197	pKi=7.31
NS(=O)(=O)c1ccc(NC(=O)NCc2ccccc2)cc1	CHEMBL1643289	pKi=7.31
OC(=O)c1ccccc1NC(=O)c2ccc3C(=O)N(CCc4ccccc4)C(=O)c3c2	CHEMBL3742007	pKi=7.31
CC(=O)OC[C@H]1O[C@@H](NC(=S)NCCc2ccc(cc2)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1O[C@@H]3O[C@H](COC(=O)C)[C@H](OC(=O)C)[C@H](OC(=O)C)[C@H]3OC(=O)C	CHEMBL1956757	pKi=7.32
Cc1ccc(cc1)c2nn(cc2\C=N\O)c3nc4ccc(cc4s3)S(=O)(=O)N	CHEMBL3356275	pKi=7.32
NS(=O)(=O)Nc1ccc(cc1)S(=O)(=O)NCCc2ccc(cc2)S(=O)(=O)N	CHEMBL2164734	pKi=7.32
COc1cc(NC(=O)c2ccc3C(=O)OC(=O)c3c2)c(cc1OC)C(=O)O	CHEMBL3740966	pKi=7.33
COc1cccc(CCNS(=O)(=O)N)c1OC	CHEMBL2387067	pKi=7.33
Cc1ccccc1c2ccc(cc2)S(=O)(=O)N	CHEMBL3764580	pKi=7.33
NS(=O)(=O)C1=CN(CC(=O)Nc2ccc(Cl)c(c2)[N+](=O)[O-])C=CC1=O	CHEMBL2203371	pKi=7.33
NS(=O)(=O)c1ccc(CC\N=C/c2ccccc2O)cc1	CHEMBL3421649	pKi=7.33
NS(=O)(=O)c1ccc(NC(=O)N2CCN(CC2)c3ccc(F)cc3)cc1	CHEMBL3609198	pKi=7.33
Oc1ccccc1CNCCCCCCNCc2ccccc2O	CHEMBL3092749	pKi=7.33
CC(=O)OC[C@H]1O[C@@H](NC(=S)Nc2ccc(cc2)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C	CHEMBL1956747	pKi=7.34
CC(C)(C)c1ccc(cc1)n2cc(nn2)c3ccc(s3)S(=O)(=O)N	CHEMBL2414066	pKi=7.34
Cc1cc(c(SCc2cccc3ccccc23)cc1Cl)S(=O)(=O)NC(=N)Nc4ccc(cc4)S(=O)(=O)N	CHEMBL3104061	pKi=7.34
NS(=O)(=O)Oc1ccc(NC(=O)NC23CC4CC(CC(C4)C2)C3)cc1	CHEMBL2047816	pKi=7.34
NS(=O)(=O)Oc1ccc(NC(=O)Nc2ccccc2c3ccccc3)cc1	CHEMBL2047821	pKi=7.34
NS(=O)(=O)c1c(F)c(F)c(N2CCCCC2)c(F)c1F	CHEMBL3797893	pKd=7.34
NS(=O)(=O)c1ccc(cc1)c2ccc(cc2)C(=O)c3ccc(cc3)C(=O)O	CHEMBL3632838	pKi=7.34
[Na+].OC1CCCN(C1)C(=S)[S-]	CHEMBL3400805	pKi=7.34
[Na+].[S-]C(=S)N1CCCC1	CHEMBL2021946	pKi=7.34
CC(C)(C)OC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N	CHEMBL3632826	pKi=7.35
CC1=NN(CC1)c2nc(N)nc(CN3C=CC(=O)C(=C3)S(=O)(=O)N)n2	CHEMBL2208446	pKi=7.35
NS(=O)(=O)C1=CN(Cc2ccccc2)C=CC1=O	CHEMBL1240573	pKi=7.35
NS(=O)(=O)c1ccc(cc1)C#C	CHEMBL272881	pKi=7.35
NS(=O)(=O)c1ccc(cc1)N2C(=O)c3ccc(cc3C2=O)C(=O)Nc4ccccc4C(=O)O	CHEMBL3741546	pKi=7.35
NS(=O)(=O)c1ccc(cc1)c2nnc3SCC(=Nn23)c4ccc(Cl)cc4	CHEMBL3121757	pKi=7.35
NS(=O)(=O)c1ccc(cc1)n2ncc(C(=O)N\N=C\3/C(=O)Nc4ccc(Cl)cc34)c2c5ccccc5	CHEMBL3633384	pKi=7.35
Nc1cc(c(cc1S(=O)(=O)N)S(=O)(=O)N)C(F)(F)F	CHEMBL418	pKi=7.35
Oc1ccc(cc1)[C@@H]2CC(=O)c3c(O)cc(O)cc3O2	CHEMBL9352	pKi=7.35
CC(C)(C)C1=CC(=O)NC(=N1)SCC(=O)c2ccc(Cl)c(c2)S(=O)(=O)N	CHEMBL2010993	pKd=7.36
CCCCC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)CCCC)[C@@H](OC(=O)CCCC)[C@@H]1OC(=O)CCCC)n2cc(nn2)c3cccc(c3)S(=O)(=O)N	CHEMBL3092935	pKi=7.36
COC(=O)c1cn(nc1c2ccc(Br)cc2)c3ccc(cc3)S(=O)(=O)N	CHEMBL3126817	pKi=7.36
COc1ccc(CCNS(=O)(=O)N)cc1OC	CHEMBL2387068	pKi=7.36
COc1ccc(cc1)c2cnnn2c3ccc4OS(=O)(=O)C=Cc4c3	CHEMBL3127569	pKi=7.36
C[C@H]1O[C@H](OC2=C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)c(O)c4)[C@@H](O)[C@@H](O)[C@@H]1O	CHEMBL2262641	pKi=7.36
Cc1ccc2OC=C(\C=N\CCc3ccc(cc3)S(=O)(=O)N)C(=O)c2c1	CHEMBL197031	pKi=7.36
NS(=O)(=O)C1=CN(CC(=O)NS(=O)(=O)c2ccccc2Cl)C=CC1=O	CHEMBL2203346	pKi=7.36
NS(=O)(=O)c1cc(NC(=O)NCCCN2CCOCC2)c(Cl)cc1Cl	CHEMBL3291103	pKi=7.36
NS(=O)(=O)c1ccc(CCNc2nc(Cl)nc(Cl)n2)cc1	CHEMBL187274	pKi=7.36
NS(=O)(=O)c1ccc(CNC(=O)CCCNC(=O)NCCc2ccccc2)cc1	CHEMBL3360590	pKi=7.36
NS(=O)(=O)c1ccc(Nc2nc(Cl)nc(NCCCCO)n2)cc1	CHEMBL1813211	pKi=7.36
Nc1cc(Cl)c(cc1S(=O)(=O)N)S(=O)(=O)N	CHEMBL266240	pKi=7.36
OC(=O)c1cc(Cl)ccc1NC(=O)c2ccc3C(=O)OC(=O)c3c2	CHEMBL3740241	pKi=7.36
CC(=O)OC[C@H]1OC(NS(=O)(=O)ON)C=C[C@H]1OC(=O)C	CHEMBL3609433	pKi=7.37
CC(=O)O[C@@H]1COC(NS(=O)(=O)ON)C=C1	CHEMBL3609434	pKi=7.37
CC1=CC(=O)Oc2cc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)ccc12	CHEMBL1172750	pKi=7.37
CCCCC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)CCCC)[C@@H](OC(=O)CCCC)[C@H]1OC(=O)CCCC)n2cc(nn2)c3cccc(c3)S(=O)(=O)N	CHEMBL3092811	pKi=7.37
CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)NC2CCCCC2C	CHEMBL3310913	pKi=7.37
CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)N[C@@H](CCSC)C(=O)N	CHEMBL3604515	pKi=7.37
CN(C)c1ccc(CNCCc2ccc(cc2)S(=O)(=O)N)cc1	CHEMBL3423268	pKi=7.37
COc1cc(\C=C\C(=O)OCCCCO[N+](=O)[O-])ccc1OC(=O)c2ccc(cc2)S(=O)(=O)Nc3nnc(s3)S(=O)(=O)N	CHEMBL1778436	pKi=7.37
Cc1cc(c(SCc2cccc(c2)C(F)(F)F)cc1Cl)S(=O)(=O)NC(=N)NNc3ccc(cc3)S(=O)(=O)N	CHEMBL3104052	pKi=7.37
FC(F)(F)Oc1ccc(cc1)c2cnnn2c3ccc4OS(=O)(=O)C=Cc4c3	CHEMBL3127567	pKi=7.37
NS(=O)(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)C(=O)O	CHEMBL2164736	pKi=7.37
NS(=O)(=O)c1ccc(CCNC(=O)CCCNC(=O)Nc2ccc(cc2)[N+](=O)[O-])cc1	CHEMBL3360591	pKi=7.37
NS(=O)(=O)c1ccc(cc1)c2nnc3sc(nn23)c4ccc(Cl)cc4	CHEMBL3121764	pKi=7.37
NS(=O)(=O)c1ccc(cc1)c2oc(nc2)C(=O)N3CCCC3	CHEMBL3608873	pKi=7.37
COc1cc(\C=C\C(=O)OCCCCO[N+](=O)[O-])ccc1OC(=O)c2cccc(c2)S(=O)(=O)Nc3nnc(s3)S(=O)(=O)N	CHEMBL1778434	pKi=7.38
OC(=O)CN1C(=O)c2ccccc2S1(=O)=O	CHEMBL3125555	pKi=7.38
OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccccc3	CHEMBL309490	pKi=7.38
CCOc1ccc(cc1c2nnc3c(n2)c(C)nn3C)S(=O)(=O)NC(C)(CO)CO	CHEMBL3401463	pKi=7.39
Cc1ccc(NC(=O)c2ccc3C(=O)OC(=O)c3c2)c(c1)C(=O)O	CHEMBL3740404	pKi=7.39
Fc1ccc(CN2C(=O)c3ccccc3S2(=O)=O)cc1	CHEMBL3759608	pKi=7.39
Fc1ccc(cc1)C(=O)CN2C(=O)c3ccccc3S2(=O)=O	CHEMBL1391313	pKi=7.39
NOS(=O)(=O)NC1OC[C@@H](O)C=C1	CHEMBL3609438	pKi=7.39
NS(=O)(=O)C1=CN(CC(=O)Nc2ccc(cc2)S(=O)(=O)N)C=CC1=O	CHEMBL2203345	pKi=7.39
CC(C)(F)CNS(=O)(=O)c1ccc(N)cc1	CHEMBL2333970	pKi=7.4
CCCSc1c(F)c(F)c(c(F)c1F)S(=O)(=O)N	CHEMBL2333418	pKd=7.4
Cc1cc(c(SCc2ccc(cc2)C(F)(F)F)cc1Cl)S(=O)(=O)NC(=N)Nc3ccc(cc3)S(=O)(=O)N	CHEMBL3104055	pKi=7.4
Cc1cc(c(SCc2cccc3ccccc23)cc1Cl)S(=O)(=O)NC(=N)NNc4ccc(cc4)S(=O)(=O)N	CHEMBL3104064	pKi=7.4
NS(=O)(=O)c1ccc(cc1)c2cn(nn2)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O	CHEMBL270990	pKi=7.4
NS(=O)(=O)c1ccc2nc(sc2c1)n3cc(C=O)c(n3)c4ccc(Cl)cc4	CHEMBL3356261	pKi=7.4
OC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)\C=C\c2ccc(O)c(O)c2\C=C\c3ccc(O)c(O)c3	CHEMBL457077	pKi=7.4
Oc1ccccc1CNCCCNCc2ccccc2O	CHEMBL1467754	pKi=7.4
CC(=O)OC[C@H]1OC(NS(=O)(=O)ON)C=C[C@@H]1OC(=O)C	CHEMBL3609432	pKi=7.41
CCCCc1c(C)nn(c1C)c2ccncc2S(=O)(=O)N	CHEMBL2436872	pKi=7.41
COc1ccc(cc1)c2cn(nn2)c3ccc4OS(=O)(=O)C=Cc4c3	CHEMBL2326520	pKi=7.41
Cc1cc(C)c2N=C(S)N(C(=O)c2c1)c3ccc(cc3)S(=O)(=O)N	CHEMBL3764536	pKi=7.41
Cc1cc(c(SCc2ccc(cc2)C(F)(F)F)cc1Cl)S(=O)(=O)NC(=N)Nc3cccc(c3)S(=O)(=O)N	CHEMBL3104056	pKi=7.41
NS(=O)(=O)c1ccc(NC(=O)Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F)cc1	CHEMBL1643293	pKi=7.41
NS(=O)(=O)c1ccc(cc1)\N=C\C2=COc3ccccc3C2=O	CHEMBL196608	pKi=7.41
NS(=O)(=O)c1ccc2nc(sc2c1)n3cc(C(=O)O)c(n3)c4ccccc4	CHEMBL3356263	pKi=7.41
CC1=CC(=O)Oc2cc(ccc12)n3cc(COc4ccc5C=CC(=O)Oc5c4)nn3	CHEMBL3623673	pKi=7.42
COc1ccc(CNCCc2ccc(cc2)S(=O)(=O)N)cc1	CHEMBL3423262	pKi=7.42
COc1ccc(cc1)c2nn(cc2\C=N/Nc3nc(cs3)C4=Cc5cc(Br)ccc5OC4=O)c6ccc(cc6)S(=O)(=O)N	CHEMBL3806081	pKi=7.42
COc1ccc2c(SCc3cn(nc23)c4ccc(cc4)S(=O)(=O)N)c1	CHEMBL3751874	pKi=7.42
Cc1cc(c(SCc2cccc(c2)C(F)(F)F)cc1Cl)S(=O)(=O)NC(=N)NCc3ccc(cc3)S(=O)(=O)N	CHEMBL3104053	pKi=7.42
NS(=O)(=O)NCCn1ccnc1[N+](=O)[O-]	CHEMBL3087324	pKi=7.42
NS(=O)(=O)c1ccc(C\N=C\C2=COc3ccccc3C2=O)cc1	CHEMBL197104	pKi=7.42
NS(=O)(=O)c1ccc(NC(=O)N2CCN(CC2)c3ccc(Cl)cc3)cc1	CHEMBL3609200	pKi=7.42
NS(=O)(=O)c1ccc(cc1)N2C=C(NC2=O)c3ccc(F)cc3	CHEMBL3235174	pKi=7.42
NS(=O)(=O)c1ccc(cc1)\N=C\c2cc(Br)cc(Br)c2O	CHEMBL3758997	pKi=7.42
NS(=O)(=O)c1ccc(cc1)c2ccc(Cn3cccn3)cc2	CHEMBL3763884	pKi=7.42
Nc1c(cnn1c2ccc(cc2)S(=O)(=O)N)C(=O)N\N=C\3/C(=O)Nc4ccccc34	CHEMBL3633549	pKi=7.42
CC(C)c1ccccc1NC(=O)Nc2ccc(OS(=O)(=O)N)cc2	CHEMBL2047832	pKi=7.43
CN(C)c1nc(N)nc(CN2C=CC(=O)C(=C2)S(=O)(=O)N)n1	CHEMBL2208444	pKi=7.43
CNc1ccc(cc1)S(=O)(=O)N	CHEMBL174847	pKi=7.43
COc1cccc(c1)N2CCN(CC2)C(=O)Nc3ccc(OS(=O)(=O)N)cc3	CHEMBL3601536	pKi=7.43
Cc1nccn1CCCNS(=O)(=O)N	CHEMBL3087327	pKi=7.43
NS(=O)(=O)c1ccc(CNC(=O)CCCNC(=O)Nc2ccccc2)cc1	CHEMBL3360586	pKi=7.43
Nc1ccc(cc1)S(=O)(=O)N	CHEMBL21	pKi=7.43
Oc1ccccc1CNCCCCNCc2ccccc2O	CHEMBL3092747	pKi=7.43
NS(=O)(=O)c1ccc(cc1)N(Cc2ccccc2)\C=C\C(=O)C(F)(F)F	CHEMBL3235165	pKi=7.44
NS(=O)(=O)c1ccc(cc1)c2cn(nn2)[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O	CHEMBL272877	pKi=7.44
NS(=O)(=O)c1nnc(s1)c2ccccc2Cl	CHEMBL360356	pKi=7.44
Nc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N	CHEMBL3632831	pKi=7.44
[Cl-].CN(C)c1ccc2C(=C3C=CC(=[N+](C)C)C=C3Oc2c1)c4ccc(NC(=S)NCCCOc5ccc(cc5)S(=O)(=O)N)cc4C(=O)O	CHEMBL3359178	pKi=7.44
COC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N	CHEMBL3632825	pKi=7.45
Cc1cccc(c1)N2CCN(CC2)C(=O)Nc3ccc(OS(=O)(=O)N)cc3	CHEMBL3601534	pKi=7.45
NS(=O)(=O)C1=CN(CC(=O)c2ccc(Cl)cc2)C=CC1=O	CHEMBL1242704	pKi=7.45
NS(=O)(=O)c1cc(C(=O)NCc2ccccc2)c(Cl)cc1S	CHEMBL215291	pKi=7.45
NS(=O)(=O)c1ccc(CC\N=C\c2ccc(cc2)c3ccccn3)cc1	CHEMBL3343273	pKi=7.45
NS(=O)(=O)c1ccc(cc1)N2C(=Nc3cc(Cl)ccc3C2=O)S	CHEMBL3763861	pKi=7.45
[Na+].[Na+].[O-]C(=O)C1CCN(CC1)C(=S)[S-]	CHEMBL3400809	pKi=7.45
CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)Nc2ccccc2Cl	CHEMBL3586220	pKi=7.46
COc1ccc(cc1)C2=CN(C(=S)N2)c3ccc(cc3)S(=O)(=O)N	CHEMBL3235177	pKi=7.46
Cc1ccc2c(SCc3cnc(Nc4ccc(cc4)S(=O)(=O)N)nc23)n1	CHEMBL3752481	pKi=7.46
NS(=O)(=O)C1=CN(C=CC1=O)c2ccc(cc2[N+](=O)[O-])[N+](=O)[O-]	CHEMBL1242889	pKi=7.46
NS(=O)(=O)c1ccc(N2S(=O)(=O)c3ccccc3S2(=O)=O)c(Cl)c1	CHEMBL2332769	pKi=7.46
NS(=O)(=O)c1ccc2nc(sc2c1)n3cc(\C=N\O)c(n3)c4ccccc4	CHEMBL3356274	pKi=7.46
NS(=O)(=O)c1cccc(c1)c2cn(nn2)[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O	CHEMBL3092815	pKi=7.46
NS(=O)(=O)c1cnccc1N2CCN(CC2)c3ncccn3	CHEMBL2436884	pKi=7.46
Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccccc3	CHEMBL117	pKi=7.46
COC(=O)[C@@H](NS(=O)(=O)NCC(C)C)C(C)C	CHEMBL3754636	pKi=7.47
Cc1cc(C)n(n1)c2ccncc2S(=O)(=O)N	CHEMBL2436870	pKi=7.47
NS(=O)(=O)O[C@@H]1CCN(C1)S(=O)(=O)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O	CHEMBL3342257	pKi=7.47
NS(=O)(=O)c1ccc(Nc2nc(nc(n2)N3CCOCC3)N4CCOCC4)cc1	CHEMBL242764	pKi=7.47
NS(=O)(=O)c1ccc(OCC#Cc2ccccc2)cc1	CHEMBL3402968	pKi=7.47
NS(=O)(=O)c1ccc(cc1)C(=O)O	CHEMBL414	pKi=7.47
NS(=O)(=O)c1ccc(cc1)c2cc3ccccc3n2S(=O)(=O)c4ccccc4	CHEMBL3764569	pKi=7.47
Nc1nnc(s1)S(=O)(=O)N	CHEMBL265674	pKi=7.47
CN1CCN(CC1)N\N=C(/S)\Nc2ccc(cc2)S(=O)(=O)N	CHEMBL181716	pKi=7.48
COc1ccc2C(=O)N(C(=Nc2c1)S)c3ccc(cc3)S(=O)(=O)N	CHEMBL3764423	pKi=7.48
CS(=O)(=O)Nc1ccc(cc1)S(=O)(=O)N	CHEMBL193648	pKi=7.48
NS(=O)(=O)c1cc(NC(=O)NOCc2ccccc2)c(Cl)cc1Cl	CHEMBL3291100	pKi=7.48
NS(=O)(=O)c1ccc(CC\N=C\C2=COc3ccccc3C2=O)cc1	CHEMBL373184	pKi=7.48
[Na+].[Na+].[O-]C(=O)C1CCCN(C1)C(=S)[S-]	CHEMBL3400806	pKi=7.48
COc1cc(cc(OC)c1OC)c2ccc(cc2)S(=O)(=O)N	CHEMBL3764506	pKi=7.49
NS(=O)(=O)C1=CN(CC(=O)Nc2ccc(Cl)cc2)C=CC1=O	CHEMBL2203356	pKi=7.49
NS(=O)(=O)C1=CN(CC(=O)c2ccc(F)cc2)C=CC1=O	CHEMBL1242705	pKi=7.49
NS(=O)(=O)c1ccc(cc1)N2C(=Nc3c(Br)cccc3C2=O)S	CHEMBL3765244	pKi=7.49
OC1C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3	CHEMBL337309	pKi=7.49
CC(C)CC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)CC(C)C)[C@@H](OC(=O)CC(C)C)[C@H]1OC(=O)CC(C)C)n2cc(nn2)c3cccc(c3)S(=O)(=O)N	CHEMBL3092810	pKi=7.5
CCO\C=N\c1c(C#N)c(cn1c2ccc(cc2)S(=O)(=O)N)c3ccc(Br)cc3	CHEMBL3298344	pKi=7.5
NS(=O)(=O)C1=CN(CC(=O)c2ccc(cc2)[N+](=O)[O-])C=CC1=O	CHEMBL1242792	pKi=7.5
NS(=O)(=O)c1cc(NC(=O)Nn2ccc3ccccc23)c(Cl)cc1Cl	CHEMBL3291102	pKi=7.5
NS(=O)(=O)c1ccc(CCN2S(=O)(=O)c3ccccc3S2(=O)=O)cc1	CHEMBL2331569	pKi=7.5
NS(=O)(=O)c1ccc(CN2S(=O)(=O)c3ccccc3S2(=O)=O)cc1	CHEMBL2332768	pKi=7.5
NS(=O)(=O)c1ccc(NCc2cc(Br)cc(Br)c2O)cc1	CHEMBL3759587	pKi=7.5
O=S1(=O)Oc2ccc(cc2C=C1)n3cc(nn3)c4ccccc4	CHEMBL2326513	pKi=7.5
[K+].CCC(C)NC(=S)[S-]	CHEMBL2023165	pKi=7.5
CCCCC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)CCCC)[C@@H](OC(=O)CCCC)[C@H]1OC(=O)CCCC)n2cc(nn2)c3ccc(cc3)S(=O)(=O)N	CHEMBL3092817	pKi=7.51
Clc1ccc(cc1)c2cnnn2c3ccc4OS(=O)(=O)C=Cc4c3	CHEMBL3127574	pKi=7.51
NS(=O)(=O)c1ccc(NC(=O)C(F)(F)F)cc1	CHEMBL417648	pKi=7.51
NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc(cc2)C(=O)OCCCCO[N+](=O)[O-])s1	CHEMBL1778435	pKi=7.51
NS(=O)(=O)c1nnc(NS(=O)(=O)c2cccc(c2)C(=O)OCCCCO[N+](=O)[O-])s1	CHEMBL1738778	pKi=7.51
Oc1cc(O)c2C(=O)C[C@H](Oc2c1)c3ccc(O)c(O)c3	CHEMBL8996	pKi=7.51
CC1(C)CC(=O)C2=C(C1)N(C3=C(C2c4cccc(N)c4)C(=O)CC(C)(C)C3)c5ccc(cc5)S(=O)(=O)N	CHEMBL3623634	pKi=7.52
CCOc1ccc(cc1c2nnc3c(n2)c(C)nn3C)S(=O)(=O)N4CCOCC4	CHEMBL3261389	pKi=7.52
Cc1ccc2OC=C(\C=N\c3cc(c(cc3S(=O)(=O)N)S(=O)(=O)N)C(F)(F)F)C(=O)c2c1	CHEMBL196697	pKi=7.52
Cl.Cl.[Zn+2].Cc1ccc2OC=C(CNCc3ccc(cc3)S(=O)(=O)N)C(=O)c2c1.Cc4ccc5OC=C(CNCc6ccc(cc6)S(=O)(=O)N)C(=O)c5c4	CHEMBL3038241	pKi=7.52
FC(F)(F)c1ccc(cc1)c2cnnn2c3ccc4OS(=O)(=O)C=Cc4c3	CHEMBL3127571	pKi=7.52
NC(=O)c1c(COc2ccc(cc2)S(=O)(=O)N)no[n+]1[O-]	CHEMBL3309376	pKi=7.52
NS(=O)(=O)c1cc(C(=O)NNC(=S)Nc2ccc(Cl)cc2)c(Cl)cc1Cl	CHEMBL3291106	pKi=7.52
NS(=O)(=O)c1ccc(cc1)C(=O)OCCCCO[N+](=O)[O-]	CHEMBL1778431	pKi=7.52
NS(=O)(=O)c1ccc(s1)c2cn(nn2)c3cccc(Br)c3	CHEMBL2414069	pKi=7.52
NS(=O)(=O)c1ccc(s1)c2oc(nc2)C(=O)N3CCOCC3	CHEMBL3608889	pKi=7.52
NS(=O)(=O)c1ccc2nc(sc2c1)n3cc(C#N)c(n3)c4ccc(cc4)[N+](=O)[O-]	CHEMBL3356273	pKi=7.52
NS(=O)(=O)c1ccc2nc(sc2c1)n3cc(C(=O)O)c(n3)c4ccc(F)cc4	CHEMBL3356265	pKi=7.52
NS(=O)(=O)c1cnccc1N2CCN(Cc3ccccc3)CC2	CHEMBL2436867	pKi=7.52
OC(=O)c1ccc(cc1)N2C(=O)c3cc(Cl)c(Cl)cc3C2=O	CHEMBL2377795	pKi=7.52
NS(=O)(=O)c1ccc(cc1)\N=C\2/SC=C(N2C3CCCCC3)c4ccc(Br)cc4	CHEMBL3601881	pKi=7.53
NS(=O)(=O)c1cccc(c1)C#C	CHEMBL1232090	pKi=7.53
CN1C=CC(=O)C(=C1)S(=O)(=O)N	CHEMBL1240572	pKi=7.54
C\C(=N\c1c(C#N)c(cn1c2ccc(cc2)S(=O)(=O)N)c3ccc(Br)cc3)\S	CHEMBL3342499	pKi=7.54
