CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C1=C(C)ON=C1C1=CC=CC=C1	parecoxib	pIC50=8.30103016	pIC50=8.30103016	pIC50=8.30103016
OC(=O)COC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1	aceclofenac
NC1=CC(O)=C(C=C1)C(O)=O	aminosalicylic acid
Nc1ccc(O)c(c1)C(=O)O	mesalazine
COC1=CC=C2C=C(CCC(C)=O)C=CC2=C1	nabumetone
COC1=CC=C2C=C(C=CC2=C1)[C@H](C)C(O)=O	naproxen	pIC50=5.6	pIC50=5.6	pIC50=5.6
CC(C(O)=O)C1=CC=C(CC2CCCC2=O)C=C1	loxoprofen	pIC50=5.0	pIC50=5.0	pIC50=5.0
C[C@H](C(O)=O)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1	dexketoprofen	pIC50=7.57	pIC50=7.57	pIC50=7.57	pIC50=6.64
CC(C(O)=O)C1=CC2=C(C=C1)C1=CC(Cl)=CC=C1N2	carprofen	pIC50=7.0	pIC50=7.0	pIC50=7.0	pIC50=6.99
CCC1=CC=CC2=C1NC1=C2CCOC1(CC)CC(O)=O	etodolac	pIC50=5.7	pIC50=5.7	pIC50=5.7	pIC50=6.25
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1	lumiracoxib	pKi=6.49	pKi=6.49	pKi=6.49	pKi=6.5
OC(=O)C1=CC(=CC=C1O)N=NC1=CC(C(O)=O)=C(O)C=C1	olsalazine
CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1	oxyphenbutazone
Cc1onc(c2ccccc2)c1c3ccc(cc3)S(=O)(=O)N	valdecoxib	pIC50=8.3	pIC50=8.3	pIC50=8.3	pIC50=6.18
CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1	tolmetin	pIC50=6.84	pIC50=6.84	pIC50=6.84
CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1	suprofen	pIC50=5.06	pIC50=5.06	pIC50=5.06
C[S+]([O-])c1ccc(\C=C/2\C(=C(CC(=O)O)c3cc(F)ccc23)C)cc1	sulindac	pIC50=4.25	pIC50=4.25	pIC50=4.25
CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1	rofecoxib	pIC50=6.51	pIC50=6.51	pIC50=6.51	pIC50=6.12
CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=CC=CC=C2S1(=O)=O	piroxicam	pIC50=4.7	pIC50=4.7	pIC50=4.7
OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1	oxaprozin	pIC50=4.44000006	pIC50=4.44000006	pIC50=4.44000006
Cc1cccc(Nc2ccccc2C(=O)O)c1C	mefenamic acid	pIC50=6.83	pIC50=6.83	pIC50=6.83	pIC50=6.22
Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl	meclofenamic acid	pIC50=6.7	pIC50=6.7	pIC50=6.7	pIC50=6.16
OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1	ketorolac	pIC50=6.9	pIC50=6.9	pIC50=6.9	pIC50=6.37
CC(C(O)=O)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1	ketoprofen	pIC50=6.62	pIC50=6.62	pIC50=6.62	pIC50=6.11
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c3ccc(Cl)cc3	indomethacin	pIC50=6.33	pIC50=6.33	pIC50=6.33	pIC50=6.02
CC(C)CC1=CC=C(C=C1)C(C)C(O)=O	ibuprofen	pIC50=5.14	pIC50=5.14	pIC50=5.14	pIC50=7.0
CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1	flurbiprofen	pIC50=8.39	pIC50=8.39	pIC50=8.39	pIC50=6.45
CC(C(O)=O)C1=CC=CC(OC2=CC=CC=C2)=C1	fenoprofen	pIC50=5.23	pIC50=5.23	pIC50=5.23
CC1=NC=C(C=C1)C1=C(C=C(Cl)C=N1)C1=CC=C(C=C1)S(C)(=O)=O	etoricoxib	pIC50=6.1	pIC50=6.1	pIC50=6.1	pIC50=6.09
OC(=O)c1cc(ccc1O)c2ccc(F)cc2F	diflunisal	pIC50=5.09	pIC50=5.09	pIC50=5.09
OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1	diclofenac	pIC50=7.7	pIC50=7.7	pIC50=7.7	pIC50=6.2
Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	celecoxib	pIC50=7.24	pIC50=7.24	pIC50=7.24	pIC50=6.0
NC1=C(C=CC=C1CC(O)=O)C(=O)C1=CC=C(Br)C=C1	bromfenac	pIC50=8.4	pIC50=8.4	pIC50=8.4
OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O	balsalazide
NC(=O)CC1=C(N)C(=CC=C1)C(=O)C1=CC=CC=C1	nepafenac	pIC50=6.82	pIC50=6.82	pIC50=6.82
CC(=O)OC1=CC=CC=C1C(O)=O	acetylsalicylic acid	pIC50=5.12	pIC50=5.12	pIC50=5.12
CC(=O)NC1=CC=C(O)C=C1	paracetamol	pIC50=4.31	pIC50=4.31	pIC50=4.31
CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1	tiaprofenic acid	pIC50=7.1	pIC50=7.1	pIC50=7.1
OC(=O)c1ccccc1Nc2cccc(c2)C(F)(F)F	flufenamic acid	pIC50=6.93	pIC50=6.93	pIC50=6.93	pIC50=7.7
OC(=O)CCC(=O)C1=CC=C(C=C1)C1=CC=CC=C1	fenbufen
CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=CC=CC=C2S1(=O)=O	meloxicam	pIC50=6.8	pIC50=6.8	pIC50=6.8	pIC50=6.03
OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1	sulfasalazine
O[Bi]1OC(=O)C2=CC=CC=C2O1	bismuth subsalicylate
COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCC(O)=O	acemetacin
OC(=O)CC1=CC=C(C=C1)C1=CC=CC=C1	felbinac
OCC(O)COC(=O)C1=C(NC2=CC=NC3=C(C=CC=C23)C(F)(F)F)C=CC=C1	floctafenine	pIC50=5.9586072	pIC50=5.9586072	pIC50=5.9586072
CC(C(=O)NC1=CC(C)=CC=N1)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1	piketoprofen
CCCC\C(=C(/c1ccccc1)\c2ccc(NS(=O)(=O)C)cc2)\c3ccccc3	CHEMBL2283176	pIC50=6.5
CCOc1cc(OCC)cc(c1)c2ccc(cc2)C(C)C(=O)O	CHEMBL104147	pIC50=6.5
CCS(=O)(=O)c1nc(c2ccc(Cl)cc2)c([nH]1)c3ccc(cc3)S(=O)(=O)C	CHEMBL2347676	pIC50=6.5
COc1ccc2c(c1)c(CC(=O)NC[C@H](C)O)c(C)n2C(=O)c3ccc(Cl)cc3	CHEMBL25371	pIC50=6.5
CS(=O)(=O)c1ccc(\C=C(\C(=O)O)/c2ccc(cc2)c3ccc(F)cc3F)cc1	CHEMBL2283160	pIC50=6.5
CS(=O)(=O)c1ccc(\C=C(\C(=O)O)/c2ccc(cc2)c3ccc(cc3)S(=O)(=O)C)cc1	CHEMBL2283164	pIC50=6.5
CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)N(C2)c3ccccc3F)c4ccc(F)cc4	CHEMBL300047	pIC50=6.5
CS(=O)(=O)c1ccc(cc1)C2=COC(=O)N2c3ccc(Cl)cc3	CHEMBL69667	pIC50=6.5
FC(F)(F)c1ccc(cc1)\N=C\c2cn(C(=O)c3ccccc3)c4ccccc24	CHEMBL1957885	pIC50=6.5
OC(=O)C1=Cc2cc(Cl)ccc2OC1C(F)(F)F	CHEMBL1288467	pIC50=6.5
CC1=CC(=O)C(=C(O1)c2ccc(cc2)S(=O)(=O)C)Oc3ccc(Br)cc3Cl	CHEMBL338457	pIC50=6.51
CCS(=O)(=O)c1nc(c2ccc(F)cc2)c([nH]1)c3ccc(cc3)S(=O)(=O)C	CHEMBL2347675	pIC50=6.51
CS(=O)(=O)Nc1cc2COC(=O)c2cc1Sc3nc(C=C)cs3	CHEMBL41405	pIC50=6.51
CS(=O)(=O)c1ccc(C=C(c2ccccc2)c3ccccc3)cc1	CHEMBL2283151	pIC50=6.51
CS(=O)(=O)c1ccc(\C=C(\C(=O)O)/c2cccc(Br)c2)cc1	CHEMBL2283155	pIC50=6.51
CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)N(C2)c3ccccc3)c4ccc(F)cc4	CHEMBL298356	pIC50=6.51
CS(=O)(=O)c1ccc(cc1)c2[nH]c(nc2c3ccc(Cl)cc3)S(=O)(=O)C	CHEMBL2347670	pIC50=6.51
CS(=O)(=O)c1ccc(cc1)n2nc(cc2c3ccc(F)cc3)C(F)(F)F	CHEMBL274990	pIC50=6.51
CSc1ccc(cc1)C2=C(c3ccc(cc3)S(=O)(=O)C)C(C)(O)OC2=O	CHEMBL277118	pIC50=6.51
Cc1nc(c2ccc(F)cc2)c(s1)c3ccc(cc3)S(=O)(=O)C	CHEMBL16850	pIC50=6.51
Cc1nc(c2ccc(cc2)S(=O)(=O)C)c(s1)c3ccc(F)cc3	CHEMBL274473	pIC50=6.51
[O-][N+](=O)c1ccc(cc1)c2nn(cc2c3oc(nn3)c4ccccc4)c5ccccc5	CHEMBL1242554	pIC50=6.51
CC(=CCN1N=CC(=C(C1=O)c2ccc(F)cc2)c3ccc(cc3)S(=O)(=O)C)C	CHEMBL158310	pIC50=6.52
CC(C(=O)O)c1cc(ccc1O)C(=O)c2ccccc2	CHEMBL274587	pIC50=6.52
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)CNC(=O)OCc1ccccc1)C(C)C)C(=O)O	CHEMBL3809120	pIC50=6.52
CC(C)OC1=C(c2ccc(cc2)S(=O)(=O)C)C(C)(C)OC1=O	CHEMBL10345	pIC50=6.52
CC(C)c1cc2OC(C(=Cc2cc1Cl)C(=O)O)C(F)(F)F	CHEMBL1630224	pIC50=6.52
CC1(C)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)Cc3ccccc3	CHEMBL108802	pIC50=6.52
CC1(C)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)c3cccc(F)c3	CHEMBL321217	pIC50=6.52
CCCCC(=O)c1cc(c2N(C)CCC(C)(C)c2c1)C(C)(C)C	CHEMBL15039	pIC50=6.52
CN1C(=C(C(=O)Nc2ccc(F)cc2F)c3cc(Cl)ccc3S1(=O)=O)O	CHEMBL177606	pIC50=6.52
CN1N=CC(=C(C1=O)c2ccccc2)c3ccc(cc3)S(=O)(=O)C	CHEMBL154907	pIC50=6.52
COc1ccc(cc1)C2=C(CN(C2=O)c3ccc(F)cc3)c4ccc(cc4)S(=O)(=O)C	CHEMBL45886	pIC50=6.52
COc1ccc2c(c1)c(CC(=O)Oc3ccc(SC)cc3)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL96057	pIC50=6.52
CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)CC2)c3cncc(Br)c3	CHEMBL24381	pIC50=6.52
CS(=O)(=O)c1ccc(cc1)c2nc(NCc3cc(F)cc(F)c3)cc(n2)C(F)(F)F	CHEMBL259678	pIC50=6.52
C[C@H]1C[C@@H]1CN2N=CC(=C(C2=O)c3ccc(F)cc3)c4ccc(cc4)S(=O)(=O)C	CHEMBL262744	pIC50=6.52
Cc1[nH]c2cc(ccc2c1Oc3ccc(Cl)cc3)S(=O)(=O)C	CHEMBL184075	pIC50=6.52
Cc1cc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)ccc1Br	CHEMBL3113235	pIC50=6.52
Cc1ccc(Cl)c(Nc2ccccc2C(=O)NCC(=O)O)c1Cl	CHEMBL146703	pIC50=6.52
Cc1ccc(cc1)C2=C(COC2=O)c3ccc(cc3)S(=O)(=O)C	CHEMBL3238415	pIC50=6.52
Fc1ccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)cc1	CHEMBL3113240	pIC50=6.52
NS(=O)(=O)c1ccc(cc1)N2CCN=C2c3ccc(Cl)c(Cl)c3	CHEMBL3322421	pIC50=6.52
NS(=O)(=O)c1ccc(cc1)n2nc(cc2c3ccc(Cl)c(Cl)c3)C(=O)N\N=C\C4=C(Cl)c5ccccc5OC4=O	CHEMBL3824049	pIC50=6.52
O=C1N2CCc3c([nH]c4ccccc34)C2=Nc5ccccc15	CHEMBL85139	pIC50=6.52
OC(=O)C1=Cc2cc(Cl)cc(Cl)c2OC1C(F)(F)F	CHEMBL1288555	pIC50=6.52
CS(=O)(=O)c1ccc(cc1)c2nc(NCc3cc4ccccc4s3)cc(n2)C(F)(F)F	CHEMBL273118	pIC50=6.53
CS(=O)(=O)c1ccc(cc1)c2nc(NCc3ccncc3)cc(n2)C(F)(F)F	CHEMBL271763	pIC50=6.53
Clc1ccc2oc(nc2c1)N3CCC(CC3)C(=O)N[C@@H]4CCC[C@H]4OCc5ccccc5	CHEMBL2315854	pIC50=6.53
CC(C)S(=O)(=O)C1=C(O)N(Cc2ccccc2)C(=O)c3ccccc13	CHEMBL18373	pIC50=6.54
COc1ccc2c(c1)c(CC(=O)NCCCCCO)c(C)n2C(=O)c3ccc(Cl)cc3	CHEMBL24869	pIC50=6.54
COc1ccccc1c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL29942	pIC50=6.54
CSc1csc(Sc2cc3C(=O)OCc3cc2NS(=O)(=O)C)n1	CHEMBL434014	pIC50=6.54
Cc1cc(C)c2O[C@@H](C(=Cc2c1)C(=O)O)C(F)(F)F	CHEMBL1288697	pIC50=6.54
Cc1ccc(cn1)c2nc(cn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL108936	pIC50=6.54
NS(=O)(=O)c1ccc(cc1)n2ncc(c2c3ccccc3)[N+](=O)[O-]	CHEMBL280601	pIC50=6.54
CC[C@@H](CO)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c3ccc(OC)cc13	CHEMBL27784	pIC50=6.55
CC\C(=C(/c1ccccc1)\c2ccc(cc2)N=[N+]=[N-])\c3ccccc3	CHEMBL2283148	pIC50=6.55
CCc1csc(Sc2cc3C(=O)CCc3cc2NS(=O)(=O)C)n1	CHEMBL289731	pIC50=6.55
COc1ccc(cc1)C2=C(CN(C2=O)c3cccc(F)c3)c4ccc(cc4)S(=O)(=O)C	CHEMBL301582	pIC50=6.55
COc1ccc2c(c1)c(CC(=O)NCCCCO)c(C)n2C(=O)c3ccc(Cl)cc3	CHEMBL24837	pIC50=6.55
COc1ccc2cc(ccc2c1)C(C)C(=O)O	CHEMBL12952	pIC50=6.55
CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)CC2)c3cc(Cl)cc(Cl)c3	CHEMBL282924	pIC50=6.55
CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)N(C2)c3ccccc3)c4ccccc4	CHEMBL49775	pIC50=6.55
CS(=O)(=O)c1ccc(cc1)c2[nH]c(nc2c3ccc(F)cc3)S(=O)(=O)C	CHEMBL2346675	pIC50=6.55
CS(=O)(=O)c1ccc(cc1)c2[nH]c(nc2c3ccccc3)S(=O)(=O)C	CHEMBL2347669	pIC50=6.55
CS(=O)(=O)c1ccc(cc1)n2cc(nc2c3ccc4OCOc4c3)C(F)(F)F	CHEMBL296447	pIC50=6.55
Cc1ccc(cc1)c2c(Cl)c(CO[N+](=O)[O-])nn2c3ccc(cc3)S(=O)(=O)N	CHEMBL3601279	pIC50=6.55
Cc1cccc(OC2=C(c3ccc(cc3)S(=O)(=O)C)C(C)(C)OC2=O)c1	CHEMBL110392	pIC50=6.55
Cc1ccncc1c2c(Cl)ncn2c3ccc(cc3)S(=O)(=O)C	CHEMBL116253	pIC50=6.55
Cc1oc(c2ccc(cc2)S(=O)(=O)C)c(n1)C3CCCCCC3	CHEMBL161728	pIC50=6.55
CC(C)Nc1cc(NCc2ccccc2)nc(n1)c3ccc(cc3)S(=O)(=O)C	CHEMBL272208	pIC50=6.56
CCOc1ccncc1c2c(Cl)ncn2c3ccc(cc3)S(=O)(=O)C	CHEMBL118962	pIC50=6.56
CS(=O)(=O)c1ccc(cc1)c2cnc(Cc3ccc(F)cc3)nc2c4ccc(F)cc4	CHEMBL559952	pIC50=6.56
CC(C)(C)c1ccc(cc1)S2=NS(=O)(=O)c3cc(ccc23)[N+](=O)[O-]	CHEMBL1917099	pIC50=6.57
CCc1cc(C)c2OC(C(=Cc2c1)C(=O)O)C(F)(F)F	CHEMBL1288641	pIC50=6.57
CCc1oc(c2ccc(cc2)S(=O)(=O)C)c(n1)C3CCCCC3	CHEMBL161590	pIC50=6.57
COc1ccc(CNc2cc(nc(n2)c3ccc(cc3)S(=O)(=O)C)C(F)(F)F)cc1	CHEMBL414005	pIC50=6.57
COc1ccc(Cc2c(C)[nH]c3cc(ccc23)S(=O)(=O)C)cc1	CHEMBL442036	pIC50=6.57
COc1ccc(cc1)c2nc(c3ccc(F)cc3)c(s2)c4ccc(cc4)S(=O)(=O)C	CHEMBL277813	pIC50=6.57
COc1ccc2c(c1)c(CC(=O)N[C@@H](C)CO)c(C)n2C(=O)c3ccc(Cl)cc3	CHEMBL281847	pIC50=6.57
CS(=O)(=O)c1ccc(cc1)c2cc(nc(N)n2)C(F)(F)F	CHEMBL558727	pIC50=6.57
C[S+]([O-])c1ccc(cc1)C2=C(Oc3ccc(F)cc3F)C(=O)C=C(C)O2	CHEMBL2096836	pIC50=6.57
Cc1cnc2c(c3ccc(F)cc3)c(nn2c1)c4ccc(cc4)S(=O)(=O)C	CHEMBL122357	pIC50=6.57
Cc1onc(c2cccc(Cl)c2)c1c3ccccc3	CHEMBL2380862	pIC50=6.57
FC(F)(F)S(=O)(=O)Nc1ccncc1Nc2cccc(Cl)c2	CHEMBL1077388	pIC50=6.57
NC(=O)N1C(=O)\C(=C(/O)\c2cccs2)\c3cc(Cl)ccc13	CHEMBL1908355	pIC50=6.57
CCOc1ccc(cc1)c2nn3nc(ccc3c2c4ccc(cc4)S(=O)(=O)N)S(=O)(=O)C	CHEMBL361494	pIC50=6.58
CS(=O)(=O)c1ccc(cc1)c2ccccc2c3ccc(F)cc3	CHEMBL291912	pIC50=6.58
Cc1cc(c2ccc(NS(=O)(=O)C)cc2)n(n1)c3ccc(Cl)cc3	CHEMBL45387	pIC50=6.58
CC(C)(C)c1cc(\C=C\2/NC(=S)NC2=O)cc(c1O)C(C)(C)C	CHEMBL15945	pIC50=6.59
COc1cccc(c1)c2c(sc3ncnn23)c4ccc(cc4)S(=O)(=O)C	CHEMBL347378	pIC50=6.59
Cc1[nH]c2cc(ccc2c1Cc3ccc(Cl)cc3)S(=O)(=O)C	CHEMBL185528	pIC50=6.59
Cc1[nH]c2cc(ccc2c1Cc3ccc(F)cc3F)S(=O)(=O)C	CHEMBL183970	pIC50=6.59
FC(F)(F)S(=O)(=O)Nc1ccncc1Nc2cccc(I)c2	CHEMBL3113224	pIC50=6.59
NS(=O)(=O)c1ccc(cc1)n2nc(cc2c3cccc(F)c3)C(=O)N\N=C\C4=C(Cl)c5ccccc5OC4=O	CHEMBL3822695	pIC50=6.59
CC(C)(C)c1cc(cc2c1OCC2(C)C)C(=O)\C=C\CC3CC3	CHEMBL13988	pIC50=6.6
CC1(O)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)c3cccc(F)c3	CHEMBL273340	pIC50=6.6
CCCCC#CCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c3ccc(OC)cc13	CHEMBL95988	pIC50=6.6
CCCCCNC(=O)c1cc(c2OCC(C)(C)c2c1)C(C)(C)C	CHEMBL119418	pIC50=6.6
COC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c3ccc(OC)cc13	CHEMBL73572	pIC50=6.6
COc1cc(ccc1Cl)c2nc(cn2c3ccc(cc3)S(=O)(=O)C)C(F)(F)F	CHEMBL42223	pIC50=6.6
COc1ccc2c(c1)c(CC(=O)NCCO)c(C)n2C(=O)c3ccc(Cl)cc3	CHEMBL24415	pIC50=6.6
COc1ccc2c(c1)c(CC(=O)N[C@@H](CO)CCSC)c(C)n2C(=O)c3ccc(Cl)cc3	CHEMBL432260	pIC50=6.6
COc1ccc2c(c1)c(CC(=O)OC(C)C)c(C)n2C(=O)c3ccc(Cl)cc3	CHEMBL329052	pIC50=6.6
CS(=O)(=O)c1ccc(cc1)c2cc(cnc2C(=O)c3ccccc3)C(F)(F)F	CHEMBL364966	pIC50=6.6
CS(=O)(=O)c1ccc(cc1)c2ccsc2c3ccc(F)cc3	CHEMBL305060	pIC50=6.6
CS(=O)(=O)c1ccc(cc1)c2nc(NC3CCCCC3)cc(n2)C(F)(F)F	CHEMBL257295	pIC50=6.6
C[S+]([O-])c1ccc(cc1)C2=C(Oc3ccc(Cl)cc3F)C(=O)C=C(C)O2	CHEMBL208704	pIC50=6.6
Cc1ccc(c2ccc(cc2)S(=O)(=O)C)n1c3ccc(F)c(F)c3	CHEMBL298208	pIC50=6.6
Cc1ccc2OC(C(=Cc2c1)C(=O)O)C(F)(F)F	CHEMBL1288468	pIC50=6.6
CC1(C)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)Oc3ccc4[nH]ccc4c3	CHEMBL322276	pIC50=6.62
CC1=CC(=O)C(=C(O1)c2ccc(cc2)S(=O)(=O)C)Oc3ccc(C)cc3Cl	CHEMBL127153	pIC50=6.62
CCCCCCNC(=O)Oc1cccc(c1)c2ccc(CC(=O)O)cc2F	CHEMBL3775770	pIC50=6.62
CCS(=O)(=O)c1nc(c2ccccc2)c([nH]1)c3ccc(cc3)S(=O)(=O)C	CHEMBL2347674	pIC50=6.62
CCSc1ccc(cc1)c2cc(Cl)cc3C=C(C(Oc23)C(F)(F)F)C(=O)O	CHEMBL1669037	pIC50=6.62
CCc1cccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)c1	CHEMBL1080405	pIC50=6.62
COC[C@H](C)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c3ccc(OC)cc13	CHEMBL24288	pIC50=6.62
COc1cc(Cl)c2OC(C(=Cc2c1)C(=O)O)C(F)(F)F	CHEMBL1288601	pIC50=6.62
CS(=O)(=O)c1ccc(cc1)N2N=C(CC2c3ccc4OCCOc4c3)C(F)(F)F	CHEMBL3309451	pIC50=6.62
CS(=O)(=O)c1ccc(cc1)c2cc(Cl)c(Cl)cc2c3ccc(F)cc3	CHEMBL54945	pIC50=6.62
CS(=O)(=O)c1ccc(cc1)c2ccc(Cl)c(Cl)c2c3ccc(F)cc3	CHEMBL184145	pIC50=6.62
CS(=O)(=O)c1ccc(cc1)n2cc(nc2c3ccc(Cl)cc3)c4ccccc4	CHEMBL298296	pIC50=6.62
Cc1cn(c2ccc(cc2)S(=O)(=O)C)c(n1)c3ccc(Cl)cc3	CHEMBL46761	pIC50=6.62
Cc1nn(c2ccc(cc2)S(=O)(=O)N)c3c4cc(ccc4nc(O)c13)[N+](=O)[O-]	CHEMBL414437	pIC50=6.62
Fc1cccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)c1	CHEMBL3113239	pIC50=6.62
CSc1ccc(cc1)c2cc(nn2c3ccc(c(CO)c3)S(=O)(=O)N)C(F)(F)F	CHEMBL357002	pIC50=6.63
CC(C(=O)O)c1ccc(cc1)c2ccc3[nH]c(C)cc3c2	CHEMBL106445	pIC50=6.64
CC1=C(N(C(=O)O1)c2ccc(Cl)c(Cl)c2)c3ccc(cc3)S(=O)(=O)N	CHEMBL419268	pIC50=6.64
CCOC(=O)c1nc2ccccn2c1[N+](=O)[O-]	CHEMBL2235864	pKd=6.64
CS(=O)(=O)Nc1ccc(cc1)c2cc(nn2c3ccc(Br)cc3)C(F)(F)F	CHEMBL297788	pIC50=6.64
CS(=O)(=O)c1ccc(cc1)c2c(sc3nncn23)c4ccccc4	CHEMBL157623	pIC50=6.64
CS(=O)(=O)c1ccc(cc1)n2cc(nc2c3ccc(Cl)cc3)C#N	CHEMBL415895	pIC50=6.64
NS(=O)(=O)c1ccc(cc1)n2nc(cc2c3ccc4SCCCc4c3)C(F)(F)F	CHEMBL29469	pIC50=6.64
CC(C)(C)c1cc(cc2c1OCC2(C)C)C(=O)CCCC3CC3	CHEMBL13623	pIC50=6.66
CCCCNC(=O)c1cc(c2OCC(C)(C)c2c1)C(C)(C)C	CHEMBL119472	pIC50=6.66
COc1ccc(cc1)C2=C(CN(C2=O)c3ccccc3Cl)c4ccc(cc4)S(=O)(=O)C	CHEMBL49056	pIC50=6.66
COc1ccc2c(c1)c(CC(=O)NCCCO)c(C)n2C(=O)c3ccc(Cl)cc3	CHEMBL25725	pIC50=6.66
COc1ccc2c(c1)c(CC(=O)N[C@@H](CO)Cc3ccccc3)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL24363	pIC50=6.66
COc1ccc2c(c1)c(CC(=O)Nc3cccc(SC)c3)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL330381	pIC50=6.66
CSc1ccc(cc1)C2=C(CCC2)c3ccc(cc3)S(=O)(=O)C	CHEMBL111039	pIC50=6.66
Cc1ccc(cc1)c2c(Cl)c(CCl)nn2c3ccc(cc3)S(=O)(=O)N	CHEMBL3601277	pIC50=6.66
CC1=CC(=O)C(=C(O1)c2ccc(cc2)S(=O)(=O)C)Oc3ccc(C)cc3	CHEMBL127868	pIC50=6.68
COc1ccc(cc1)N2C(=O)OC=C2c3ccc(cc3)S(=O)(=O)N	CHEMBL70478	pIC50=6.68
COc1ccc2c(c1)c(CC(=O)NCCCCCCO)c(C)n2C(=O)c3ccc(Cl)cc3	CHEMBL281457	pIC50=6.68
COc1ccc2c(c1)c(CC(=O)NC[C@H](O)c3ccccc3)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL286282	pIC50=6.68
CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)CC2)c3ccc(F)c(F)c3	CHEMBL279249	pIC50=6.68
CS(=O)(=O)c1ccc(cc1)N2N=C(CC2c3cccc4OCCOc34)C(F)(F)F	CHEMBL3309819	pIC50=6.68
CS(=O)(=O)c1ccc(cc1)c2nc(NCc3ccc(N)cc3)cc(n2)C(F)(F)F	CHEMBL403827	pIC50=6.68
CS(=O)(=O)c1ccc(cc1)n2cc(nc2c3cccc(c3)C(F)(F)F)C(F)(F)F	CHEMBL42094	pIC50=6.68
CS(=O)(=O)c1ccc(cc1)n2cc(nn2)c3ccc(F)cc3	CHEMBL507789	pIC50=6.68
Cc1cc(Cl)c(C)c2C=C(C(Oc12)C(F)(F)F)C(=O)O	CHEMBL1288730	pIC50=6.68
CCC(C)Nc1nc(cc(n1)C(F)(F)F)c2ccc(cc2)S(=O)(=O)C	CHEMBL539663	pIC50=6.69
CC(C)(C)c1cc(cc2c1OCC2(C)C)C3=NOC(C)(C)C3	CHEMBL421608	pIC50=6.7
CC(C)S(=O)(=O)C1=C(O)N(Cc2ccc(F)c(F)c2)C(=O)c3ccccc13	CHEMBL275376	pIC50=6.7
CC(C)[C@H](NC(=O)[C@H](C)NC(=O)CN)C(=O)O	CHEMBL3809958	pIC50=6.7
CC1(C)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)Oc3ccc(F)cc3	CHEMBL324876	pIC50=6.7
CC1(O)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)c3ccc(F)c(F)c3	CHEMBL280009	pIC50=6.7
