NC(N)=N	guanidine
CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1	sotalol	pKi=4.0	pKi=4.0	pKi=4.0
CCCCc1oc2ccccc2c1C(=O)c3cc(I)c(OCCN(CC)CC)c(I)c3	amiodarone	pIC50=5.0	pIC50=5.0	pIC50=5.0	pIC50=5.0
CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1	dofetilide	pKi=8.19	pKi=8.19	pKi=8.19	pIC50=7.31
NC1=CC=NC=C1	fampridine
NC1=CC=NC=C1N	amifampridine
C[C@@H]1CCCN1CCc2ccc(cc2)c3ccc(cc3)S(=O)(=O)NCc4ccccc4	CHEMBL558456	pIC50=6.24
Cc1ccnc(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(c4ccccc4)c5ccccc5	CHEMBL58387	pIC50=6.24
Fc1ccc(CCN2CCC3(CC2)CCc4ccccc4S3(=O)=O)c(F)c1	CHEMBL146595	pKi=6.24
OC(=O)Cc1ccc(cc1)n2cc(C3CCN(CCN4CCNC4=O)CC3)c5cc(Cl)ccc25	CHEMBL55835	pIC50=6.24
Brc1cc(CCN2CCN(CCc3ccc4C(=O)OCc4c3)CC2)ccc1C#N	CHEMBL2146875	pIC50=6.25
COCCNCCCc1cc(nc(n1)C#N)c2cccc(c2)C(F)(F)F	CHEMBL1269956	pKi=6.25
Cc1cccc(Nc2nc(nc3c(C)nn(CCOCC(F)(F)F)c23)N4CCNCC4)n1	CHEMBL1097718	pIC50=6.25
Clc1ccc(NC(=O)N2CCN(C[C@@H]3CCCN(Cc4ccccc4)C3)CC2)cc1Cl	CHEMBL2036753	pIC50=6.25
FC(F)(F)c1ccc(cc1)n2ccc(CN3CCC(CC3)NC(=O)COc4cccc(Cl)c4)c2	CHEMBL472363	pIC50=6.25
Fc1ccc(CCN2CCC(CC2)S(=O)(=O)c3ccc(cc3)C#N)c(F)c1	CHEMBL150220	pKi=6.25
CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1	bepridil	pIC50=6.26
CN1CCCCC1CCN2c3ccccc3Sc4ccc(cc24)[S+](C)[O-]	CHEMBL1088	pIC50=6.26
CS(=O)(=O)Nc1ccc(OC[C@@H](O)CN2CCN(CC2)c3ccc(Cl)cc3)cc1	CHEMBL3688389	pKi=6.26
C[n+]1c(cccc1C#Cc2ccccc2)C#Cc3ccccc3	CHEMBL2325210	pIC50=6.26
Cc1cc[n+]([O-])c(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(Cc4ccccc4)c5ccccc5	CHEMBL61536	pIC50=6.26
Clc1ccc2N(Cc3ccccn3)C(=O)C=C(NC4CCN(Cc5ccc6OCOc6c5)CC4)c2c1	CHEMBL206314	pKi=6.26
Nc1ccnc(c1)N2CCC(CC2)(NC(=O)c3ccccn3)c4ccccc4	CHEMBL522317	pKi=6.26
CC(=O)N[C@@H]1CC(C)(C)Oc2nc(c(cc12)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl	CHEMBL1095990	pIC50=6.27
CCCn1c(C)c(cc1c2ccccc2)C(=O)NCCCN3CCN(CC3)c4cccc(Cl)c4Cl	CHEMBL1086756	pIC50=6.27
CCc1oc(CCc2cc(cc(NC(C)C)n2)N3CCOCC3)nc1C	CHEMBL557648	pIC50=6.27
CN1C(=O)N=C(NC2CC3CCC(C2)N3Cc4ccc5OCOc5c4)c6cc(Cl)ccc16	CHEMBL448110	pKi=6.27
CN1CCN(CC1)c2cccc(n2)c3cc(NC(=O)C)nc(n3)n4nc(C)cc4C	CHEMBL486162	pIC50=6.27
CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(nc1OCC4CCN(CC4)C(C)C)C#N	CHEMBL478013	pIC50=6.27
Cc1onc(n1)[C@@]2(N[C@@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7	CHEMBL2204938	pKi=6.27
Brc1ccc(cc1)[C@@H]2C[C@@H](CC[C@H]2C(=O)NC(c3ccccc3)c4ccccc4)N5CCOCC5	CHEMBL3086048	pIC50=6.28
C(Cc1ccccc1)N2CCCC(C2)c3c([nH]c4ccccc34)c5ccccc5	CHEMBL44310	pKi=6.28
CC(O)(c1ccc(CN2CCC3(CC2)OCc4cc(F)ncc34)cc1)c5ccc(F)c(F)c5	CHEMBL568361	pIC50=6.28
COC(=O)N(NC(=O)c1c(CC2CCNCC2)c(nc3ccccc13)c4ccccc4)c5ccccc5	CHEMBL222072	pKi=6.28
COC(=O)N(NC(=O)c1c(CN2CCN(Cc3ccccc3)CC2)c(nc4ccccc14)c5ccccc5)c6ccccc6	CHEMBL374307	pKi=6.28
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5c(F)c(Br)ccc5N(CC(F)(F)F)C4=O	CHEMBL3609639	pIC50=6.28
COc1ccc(cc1)[C@@H](C)N[C@@H]2CC[C@@H](C(=O)N3CCC(CC3)(c4ccccc4)c5ccc(OC)nc5)C(C)(C)C2	CHEMBL171377	pIC50=6.28
COc1ccc(cc1)[C@@H](C)N[C@@H]2CC[C@@H](C(=O)N3CCC(CC3)(c4ccccc4)c5ccccc5)C(C)(C)C2	CHEMBL549851	pIC50=6.28
C\C(=C(/F)\C(=O)Nc1ccc(cc1)c2ccccc2S(=O)(=O)N)\c3cccc(c3)C(=N)N	CHEMBL286915	pKi=6.28
Clc1ccc(s1)c2c[nH]c(n2)[C@H]3Cc4c([nH]c5ccccc45)[C@H](N3)C6CCOCC6	CHEMBL3775435	pIC50=6.28
Clc1cccc(c1)C2N3CC[C@@H](NCc4cncn4Cc5ccc(C#N)c(Oc6cccc2c6)c5)C3=O	CHEMBL525413	pIC50=6.28
Cn1cnc(c1)C(=O)N(C[C@@H]2[C@H]3CN(CC4CC4)C[C@@H]23)Cc5cccc(OC(F)(F)F)c5	CHEMBL560750	pIC50=6.28
OC(c1ccc(CN2CCC3(CC2)OCc4cc(F)ncc34)cc1)c5ccc(F)c(F)c5	CHEMBL568572	pIC50=6.28
OCC1(CCCC1)NCCCC2CCc3ccc(OCc4noc(n4)c5ccc(Cl)cc5)cc23	CHEMBL393169	pKi=6.28
COC(=O)N(NC(=O)c1c(CN2CCN(CC2)C3CCSCC3)c(nc4ccccc14)c5ccccc5)c6ccccc6	CHEMBL221238	pKi=6.29
COc1cc(\C=C\c2nc(N)c3c(oc4ccccc34)n2)ccc1n5cnc(C)c5	CHEMBL1642189	pIC50=6.29
Nc1ccnc(c1)N2CCC(CC2)N3C(=O)N(Cc4ccccc4)c5cccnc35	CHEMBL493973	pKi=6.29
O=C(CCc1ccccc1)NC2CCc3ccc(CCN4CCN(CC4)c5nsc6ccccc56)cc23	CHEMBL252201	pKi=6.29
C1CC(CCO1)C2NC(Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)C67CC8CC(CC(C8)C6)C7	CHEMBL3775851	pIC50=6.3
CC(=O)N1Cc2ccccc2CC1CN3CCC4(CC3)CCc5ccccc45	CHEMBL3787051	pIC50=6.3
CC(=O)NC(=O)C1CCC(CC1)C2N=CC(=N2)c3cccc(Br)c3	CHEMBL1673443	pIC50=6.3
CCCCCCCN(CC)CCCCc1ccccc1	CHEMBL3093958	pIC50=6.3
CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C	sunitinib	pIC50=6.3
CCc1oc2c(C)c3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1	CHEMBL401752	pIC50=6.3
CN(CCCN1CCN(CC1)c2cccc(Cl)c2Cl)C(=O)c3cc(c4ccccc4)n(C)c3C	CHEMBL1214177	pIC50=6.3
CNc1nn2cc3CN(C)CCc3nc2c1S(=O)(=O)c4ccccc4	CHEMBL2172192	pIC50=6.3
COC(=O)[C@H]1C[C@@H]1COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2	CHEMBL3605004	pIC50=6.3
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OCC6(Cc7nn[nH]n7)CC6)c1	CHEMBL1761674	pKi=6.3
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OCCC6(CCCC6)C(=O)O)c1	CHEMBL1761535	pKi=6.3
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OC[C@H]6C[C@@H]6C(=O)NS(=O)(=O)C)c1	CHEMBL1761673	pKi=6.3
COc1ccc(cc1)C2(N=C(N)c3c(F)cccc23)c4cccc(c4)c5cncnc5	CHEMBL2177916	pIC50=6.3
COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5nc6NC(=O)COc6c(C)c5C=C)c2n1	CHEMBL3604797	pIC50=6.3
CS(=O)(=O)c1ccc(cc1)c2cnn3ccc(nc23)c4cccc(c4)S(=O)(=O)C5CC5	CHEMBL3628223	pIC50=6.3
C[C@@H]1CCCN1CCCOc2ccc(cc2)N3CCN(CC3=O)C(=O)c4cc(F)cc(F)c4.OC=O	CHEMBL239081	pIC50=6.3
Cc1cc(NCc2c(C)cccc2C)c3cccc(C(=O)N)c3n1	CHEMBL3604701	pIC50=6.3
Cc1cc(NCc2c(Cl)ccc(Cl)c2Cl)c3cccc(C(=O)N)c3n1	CHEMBL3604735	pIC50=6.3
Cc1cc(c2ccc3CCN(CCSc4nnc(c5ccc(F)c(F)c5)n4C)CCc3c2)n(C)n1	CHEMBL242602	pIC50=6.3
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc(NS(=O)(=O)C)c4)CC3	CHEMBL1631535	pKi=6.3
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5c4OCc6c(ncn56)C(=O)N7CCC7)CC3	CHEMBL1242436	pKi=6.3
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5c4OCc6c(ncn56)C(=O)NC7CCC7)CC3	CHEMBL1242167	pKi=6.3
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5c4OCc6nnnn56)CC3	CHEMBL1241639	pKi=6.3
Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5cc6oc(nc6cc5CC4)c7cc(C)nn7C)n3C	CHEMBL270567	pIC50=6.3
Cc1ccc2c(cccc2n1)c3nnc(SCCCN4C[C@@H]5C[C@@]5(C4)c6ccc(cc6)C(F)(F)F)n3C	CHEMBL1081685	pIC50=6.3
Cc1ccc2c(cccc2n1)c3nnc(SCCCN4C[C@H]5C[C@]5(C4)c6ccc(Br)cc6)n3C	CHEMBL1080164	pIC50=6.3
Cc1cccc(Nc2nc(N[C@@H]3CCNC3)ncc2C(=O)N)c1	CHEMBL1835057	pIC50=6.3
Cc1ncoc1c2nnc(SCCCN3[C@@H]4CC[C@H]3C[C@H](C4)c5ccc(cc5F)C(F)(F)F)n2C	CHEMBL1257448	pIC50=6.3
Cc1ncoc1c2nnc(SCCCN3[C@@H]4CC[C@H]3C[C@H](C4)c5cccc(c5)C(F)(F)F)n2C	CHEMBL1257337	pIC50=6.3
Cc1oc(nc1)c2ccc3CCN(CCCSc4nnc(c5cccn5C)n4C)CCc3c2	CHEMBL244277	pIC50=6.3
Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3c2	CHEMBL243707	pIC50=6.3
Cn1c(SCCCN2CC3CCN(C3C2)c4c(F)cc(F)cc4F)nnc1c5cnccn5	CHEMBL3774519	pIC50=6.3
Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1N5CCOCC5	CHEMBL3775243	pIC50=6.3
FC(F)(F)CNCCCc1cc(nc(n1)C#N)c2cccc(c2)C(F)(F)F	CHEMBL1269847	pKi=6.3
FC(F)(F)c1ccc(cc1)[C@@H]2C[C@H]2C(=O)N3CCN(CC3)S(=O)(=O)c4cc(cc(c4)C(F)(F)F)c5ccn[nH]5	CHEMBL487708	pIC50=6.3
FC(F)(F)c1ccc(cc1)[C@@H]2C[C@H]2C(=O)N3CCN(CC3)S(=O)(=O)c4cc(cc(c4)C(F)(F)F)c5cn[nH]c5	CHEMBL519252	pIC50=6.3
F[C@@H]1CCNC[C@H]1c2c([nH]c3cc(F)ccc23)c4ccc5ccccc5c4	CHEMBL496860	pKi=6.3
Fc1ccc(c(Cl)c1)c2noc(n2)C3CCN(CC3)c4cnc5ccc(Cl)cc5c4	CHEMBL468176	pIC50=6.3
Fc1cnc2ccc(OC3CCC3)nc2c1CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6	CHEMBL3605145	pIC50=6.3
Nc1ccnc(Nc2ccc(Oc3ccc(cc3)C4CC4)cc2)n1	CHEMBL2012030	pKi=6.3
O=C1OCCN1C2CCN(CCc3ccc(Oc4nc5ccccc5s4)cc3)CC2	CHEMBL482056	pIC50=6.3
OCCNC(=O)C1CCC(CC1)c2ncc([nH]2)c3cccc(c3)C(F)(F)F	CHEMBL1671892	pIC50=6.3
O[C@H](CNC(=O)N1C(=O)Nc2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4	CHEMBL2208432	pIC50=6.3
O[C@H](COc1cccc2CCC(=O)Nc12)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4	CHEMBL3099952	pIC50=6.3
CC(C(=O)NC1(CCC(CC1)N2CCC(CC2)C3CCOC3=O)c4ccccc4)c5cc(cc(c5)C(F)(F)F)C(F)(F)F	CHEMBL3085133	pKi=6.31
CC(C)(C)COc1ccc2Oc3ccc(cc3[C@@]4(COC(=N4)N)c2c1)c5ccccn5	CHEMBL3354702	pKi=6.31
CCC[C@@H]1NC(=NC1(c2ccc(F)cc2)c3ccc(F)cc3)c4cc(ccn4)C#N	CHEMBL490949	pIC50=6.31
CC[C@@H]1NC(=NC1(c2ccc(F)cc2)c3ccc(F)cc3)c4cc(ccn4)C#N	CHEMBL522793	pIC50=6.31
CN(C)CCCn1nc(C2=C(C(=O)NC2=O)c3cn(c4cncc5ccccc45)c6ccccc36)c7ccccc17	CHEMBL359808	pKi=6.31
COc1ccc(Cn2c(nc3ccccc23)N4CC[C@H](C4)N(C)C)cc1	CHEMBL1087367	pIC50=6.31
C[C@H](c1cccnc1)c2c(CCN(C)C)sc3ccccc23	CHEMBL1091777	pIC50=6.31
Cc1cc2nc(CC3CCCNC3)n(Cc4ccc(Cl)cc4)c2cc1C	CHEMBL3699565	pIC50=6.31
FC(F)(F)Oc1ccc(cc1)n2ccc(CN3CCC(CC3)NC(=O)COc4cccc(Cl)c4)c2	CHEMBL512185	pIC50=6.31
Fc1ccccc1c2c[nH]c(n2)[C@H]3Cc4c([nH]c5ccccc45)[C@H](N3)C6CCOCC6	CHEMBL3774495	pIC50=6.31
CC1CCCN1C2CCN(C2)c3ccc(NC(=O)c4cc(F)ccc4C)c(C)c3	CHEMBL2391167	pIC50=6.32
CCCNc1cc(cc(CCc2oc(CC)c(C)n2)n1)N3CCOCC3	CHEMBL559593	pIC50=6.32
COC(=O)C1(CNC(=O)c2cc(OC)cc(OC)c2)CCN(Cc3ccc(OC)cc3)CC1	CHEMBL1836164	pIC50=6.32
FC(F)(F)c1cccc(CN2CCC(CNC(=O)c3cc(Cl)cc(Cl)c3)CC2)c1	CHEMBL523525	pIC50=6.32
NCCCN(Cc1cncn1Cc2ccc(cc2)C#N)[C@H]3CCN(Cc4ccccc4)C3=O	CHEMBL322007	pIC50=6.32
ONC(=O)\C=C\c1ccc(CNCCc2c([nH]c3ccccc23)c4cccs4)cc1	CHEMBL1819258	pIC50=6.32
[2H]C(Nc1cc(cc2ncc(cc12)N3CCN(CC([2H])([2H])O)CC3)C(F)(F)F)c4cccc(c4)[N+](=O)[O-]	CHEMBL3221134	pIC50=6.32
CC1=C(Oc2ccccc2S1(=O)=O)c3ccc(OCCCN4CCCC4)cc3	CHEMBL556100	pIC50=6.33
C[n+]1c(CCc2ccccc2)cccc1CCc3ccccc3	CHEMBL2324251	pIC50=6.33
Clc1ccc(nc1)c2c[nH]c(n2)[C@H]3Cc4c([nH]c5ccccc45)[C@H](N3)C6CCOCC6	CHEMBL3774909	pIC50=6.33
O=C1OCc2cc(CCN3CCN(CCc4ccc(C#N)c(OC5CC5)c4)CC3)ccc12	CHEMBL2146879	pIC50=6.33
O=S1(=O)c2ccccc2c3ccc(cc13)N4CCN5CCC4CC5	CHEMBL1950167	pKi=6.33
Oc1ccc(cc1)c2c[nH]c(n2)[C@H]3Cc4c([nH]c5ccccc45)[C@H](N3)C6CCOCC6	CHEMBL3775398	pIC50=6.33
CC(=O)N1CCN(CC1)c2cnc3cc(cc(NCc4cccc(c4)[N+](=O)[O-])c3c2)C(F)(F)F	CHEMBL1766529	pIC50=6.34
CC(C(=O)N[C@@]1(CC[C@@H](CC1)N2CCC(C)CC2)c3ccccc3)c4cc(cc(c4)C(F)(F)F)C(F)(F)F	CHEMBL3085128	pKi=6.34
CC(C)(C)c1cc(CNCC2CCN(CCCCCC(c3ccc(F)cc3)c4ccc(F)cc4)C2)cc(c1)C(C)(C)C	CHEMBL2031985	pIC50=6.34
CC(C)(O)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4	CHEMBL52832	pIC50=6.34
COC(=O)C1(CNC(=O)c2cc(Cl)cc(Cl)c2)CCN(Cc3ccccc3C(F)(F)F)CC1	CHEMBL1836250	pIC50=6.34
CSc1cc(CCN2CCN(CCc3ccc4C(=O)OCc4c3)CC2)ccc1C#N	CHEMBL2146880	pIC50=6.34
Cc1ccc(cc1)C2=CC3(CCNCC3)Oc4ccccc24	CHEMBL492448	pIC50=6.34
Cc1onc(n1)[C@]2(N[C@@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7	CHEMBL2204937	pKi=6.34
Cn1cnc(c1)C(=O)N(C[C@@H]2[C@H]3CN(CC4CCCC4)C[C@@H]23)Cc5cccc(OC(F)(F)F)c5	CHEMBL563220	pIC50=6.34
O=C1N(C(=Nc2ccccc12)c3ccc(OCCCN4CCCCC4)cc3)c5ccccc5	CHEMBL487060	pIC50=6.34
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2c[nH]c3cccc(Br)c23)C4CC4)c5ccc(F)c(F)c5	CHEMBL1910299	pKi=6.34
CC(C)CO\N=C\COc1ccc(CN2CCC(CC2)NC(=O)C3=CC(=O)c4ccc(F)cc4O3)cc1F	CHEMBL394639	pIC50=6.35
CN(C)C(=O)CN1CCCC(C1)c2nc3ccccc3n2CCOc4ccccc4	CHEMBL1935439	pIC50=6.35
CN1CCN(Cc2ccc3c(Cc4c(n[nH]c34)c5csc(c5)C#CCCOc6ccccc6)c2)CC1	CHEMBL225090	pIC50=6.35
Cc1nc(nc2ccc(NC(=O)COc3ccc(Cl)cc3)cc12)N4CCC(CC4)N5CCCC5	CHEMBL2016731	pIC50=6.35
FC(F)(F)CN1C(=O)N=C(NC2CCN(Cc3ccc4OCOc4c3)CC2)c5cc(Cl)ccc15	CHEMBL205492	pKi=6.35
O=C(N1CCC2(CCN(Cc3cccc(Oc4ccccc4)c3)CC2)CC1)c5ccncc5	CHEMBL271801	pIC50=6.35
C1CCC(CC1)C2O[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccccc6	CHEMBL3582309	pKi=6.36
CC(C)[C@@H](CN1CCC(CC1)c2cccc(F)c2)NC(=O)[C@H]3Cc4ccc(O)cc4CN3	CHEMBL3613443	pKi=6.36
CC(C)c1ccc(COC2CCN(CC2)c3ncnc(Nc4cccc(NC(=O)C)c4C)n3)cc1	CHEMBL1813044	pIC50=6.36
CCN(CC)c1ccc2C=C(C(=O)NCCCCN3CCC(CC3)Nc4nc5ccccc5n4Cc6ccc(F)cc6)C(=O)Oc2c1	CHEMBL3804918	pIC50=6.36
C[C@@H]1CN(CC2(CC2)c3ccncc3)CCN1S(=O)(=O)c4ccc(cc4)C(C)(O)C(F)(F)F	CHEMBL522964	pIC50=6.36
C[C@H]1[C@@H](Oc2ccccc2S1(=O)=O)c3ccc(OCCCN4CCCC4)cc3	CHEMBL1823180	pIC50=6.36
C[C@H]1[C@H](Oc2ccccc2S1(=O)=O)c3ccc(OCCCN4CCCC4)cc3	CHEMBL549908	pIC50=6.36
Cc1c2CCCN3CC[C@H](CNc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15)C3	CHEMBL1779536	pIC50=6.36
Clc1cccc(CN2CC[C@H](NCc3cncn3Cc4ccc(cc4)C#N)C2=O)c1	CHEMBL312137	pIC50=6.36
Fc1ccc2c(cccc2c1)N3CCN(CCCOc4ccc5CNC(=O)c5c4)CC3	CHEMBL1258880	pKi=6.36
CC(C)(C)NC(=O)c1c[nH]c2ncc(nc12)c3nn(CCCS(=O)(=O)C)c4ccc(OC(F)F)cc34	CHEMBL2347420	pIC50=6.37
CCOc1cc(CN2CCC(CC2)Nc3oc4ccc(cc4n3)C(=O)N)cc(OCC)c1F	CHEMBL1080584	pIC50=6.37
COc1cc(ccc1n2cnc(C)c2)c3cn(CC(=O)N(Cc4ccccc4)[C@H](C)c5ccccc5)nn3	CHEMBL2017415	pIC50=6.37
CS(=O)(=O)Nc1ccc(OC[C@@H](O)CN(CCc2ccc(Cl)c(Cl)c2)Cc3ccccc3)cc1	CHEMBL493087	pIC50=6.37
Fc1ccc(Cn2c(nc3ccccc23)N4CCC(CC4)NCC5CCOCC5)cc1	CHEMBL559060	pKi=6.37
Nc1ccnc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1	CHEMBL2011950	pKi=6.37
O=C1Nc2ncc(cc2Cc3cccc(C#N)c13)c4ccccc4	CHEMBL585530	pKi=6.37
O=C1OCc2cc(CCN3CCN(CCc4ccc(cc4)C#N)CC3)ccc12	CHEMBL2146871	pIC50=6.37
C(COc1ccc(cc1)c2ccccc2)CN3CCCCC3	CHEMBL1823340	pIC50=6.38
CC(C)(C)NC(=O)c1c[nH]c2ncc(nc12)c3nn(CCCN4CC(C4)C#N)c5ccc(OC(F)F)cc35	CHEMBL2347417	pIC50=6.38
CC(C)(O)c1nc2cc(Cl)ccc2n1[C@@H]3CC[C@@H](CC3)NCC4Cc5ccc(Cl)cc5C4	CHEMBL2403858	pIC50=6.38
CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc4ccccc24)c(F)c1	CHEMBL559414	pIC50=6.38
CCN[C@H]1CCN(CC(=O)Nc2cc(nc(n2)c3oc(C)cc3)n4nc(C)cc4C)C1	CHEMBL409229	pIC50=6.38
CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc3ccc(Cl)cn3)c(F)c1	CHEMBL472967	pKi=6.38
CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(nc1OCCC4CCN(C)CC4)C#N	CHEMBL478011	pIC50=6.38
COc1ccc(CCNCCCNC(=O)c2ccc(cc2)[N+](=O)[O-])cc1OC	CHEMBL184461	pIC50=6.38
CS(=O)(=O)NCC1CC2(NC1CCC2NCc3cc(OC(F)(F)F)ccc3OC4CC4)c5ccc(F)cc5	CHEMBL382848	pKi=6.38
Nc1ncnc2c1c(cn2[C@@H]3C[C@H](CN4CCC4)C3)c5cccc(O)c5	CHEMBL3787112	pIC50=6.38
O=C(Cc1ccc(cc1)n2cnnn2)N3CCN(CCc4ccc(cc4)C#N)CC3	CHEMBL2441434	pIC50=6.38
Oc1nc2ccc(Cl)cc2c(NC3CCN(Cc4ccc5OCOc5c4)CC3)c1C#N	CHEMBL424865	pKi=6.38
CC(C)(C)CCc1ccc2Oc3ccc(cc3[C@@]4(COC(=N4)N)c2c1)c5cncnc5	CHEMBL3354690	pKi=6.39
CCCCN([C@H]1CCNC1)S(=O)(=O)c2ccc3ccccc3c2	CHEMBL513367	pKi=6.39
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C(C)C)[C@](C)(O)C[C@@H](C)[C@H](OCC(=O)NC)[C@H](C)[C@@H](O)[C@]1(C)O	CHEMBL572996	pIC50=6.39
Cc1cc(Cl)ccc1c2nc3OC(C)(C)CC(N=C(O)C(O)C(F)(F)F)c3cc2c4ccc(Cl)cc4	CHEMBL1169572	pIC50=6.39
Cc1cccnc1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(c4ccccc4)c5cccnc5	CHEMBL255431	pIC50=6.39
OCC1CCCN(CCCC2CCCc3ccc(OCc4ccc(cn4)c5ccccc5F)cc23)C1	CHEMBL239605	pKi=6.39
CC(=O)c1cccc(NC(=O)N[C@@H]2CCCC[C@H]2CN3CCC[C@@H](Cc4ccc(F)cc4)C3)c1	CHEMBL250689	pIC50=6.4
CC(C(=O)NC1(CCC(CC1)N2CCC(CC2)C3CCC(=O)O3)c4ccccc4)c5cc(cc(c5)C(F)(F)F)C(F)(F)F	CHEMBL3085126	pKi=6.4
CC(C)Oc1nc(ncc1Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)C4CCNCC4	CHEMBL2403831	pIC50=6.4
CCC(CC)(CCOc1cc(CCCOC)cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)c1)C(=O)O	CHEMBL1761534	pKi=6.4
CCN1C[C@H](NS(=O)(=O)C(C)C)[C@H](C1)c2ccc(cc2)c3ccc(cc3)C#N	CHEMBL1290275	pIC50=6.4
CCNc1cc(cc(CCc2oc(CC)c(C)n2)n1)N3CCOCC3	CHEMBL564513	pIC50=6.4
CCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	CHEMBL3605140	pIC50=6.4
CCn1nc(Cc2ccc(cc2)c3ccccc3)cc1C4CCN(C[C@H]5CN(C[C@@H]5c6cccc(F)c6)[C@H](C7CCCCC7)C(=O)O)CC4	CHEMBL368329	pKi=6.4
CN1CCC[C@@H]1CCO[C@](C)(c2ccccc2)c3ccc(Cl)cc3	CHEMBL1626	pIC50=6.4
COC(=O)CCCCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	CHEMBL3605119	pIC50=6.4
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OCCC(C)(C)C(=O)O)c1	CHEMBL1761532	pKi=6.4
COc1cc(ccc1F)N2CCC3CN(CCCSc4nnc(c5cnccn5)n4C)CC23	CHEMBL3775753	pIC50=6.4
COc1cc2CCN(C)[C@@H](C[C@H](O)c3ccc(Cl)cc3)c2cc1OC	CHEMBL197467	pIC50=6.4
COc1ccccc1c2oc3cccc(C(=O)N[C@@H]4C[C@H]5CCC[C@@H](C4)N5C)c3n2	CHEMBL3084777	pIC50=6.4
CS(=O)(=O)c1ccc(cc1)c2cnc3ccc(nn23)c4cccc(c4)S(=O)(=O)C5CC5	CHEMBL3355639	pIC50=6.4
CS(=O)c1ccc(cc1)c2cnc3ccc(nn23)c4cccc(c4)S(=O)(=O)C5CC5	CHEMBL3355638	pIC50=6.4
Cc1cc(NCc2c(F)cccc2C(F)(F)F)c3cccc(C(=O)N)c3n1	CHEMBL3604734	pIC50=6.4
