[H][C@]12CC(=O)N[C@]([H])(C(C)C)C(=O)N[C@]([H])(CSSCC\C=C\1)C(=O)N\C(=C/C)C(=O)N[C@@]([H])(C(C)C)C(=O)O2	romidepsin	pIC50=7.4
CN(Cc1nc2c(nc(nc2n1C)c3cnc(N)nc3)N4CCOCC4)c5ncc(cn5)C(=O)NO	CHEMBL3827894	pIC50=7.66
CC(C)(C)OC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N2CC3(C[C@H]2C(=O)NCCCCCC(=O)NO)SCCS3	CHEMBL1835418	pIC50=7.68
CC1(C)CC(=O)Nc2ccc(cc12)C(=O)NC[C@@H]3CC[C@@H](CC3)\C=C\C(=O)NO	CHEMBL3309299	pIC50=7.68
COc1ccc(cc1S(=O)(=O)Nc2ccc(C)cc2)C(=O)NO	CHEMBL3800182	pIC50=7.7
C[C@H](c1ccccc1)n2c(nc3ccccc23)c4cccc(\C=C\C(=O)NO)c4	CHEMBL1094792	pIC50=7.7
Cc1c(nc(c2cccc(\C=C\C(=O)NO)c2)n1CCc3ccccc3)c4ccccc4	CHEMBL1095451	pIC50=7.7
Cc1nc(c2cccc(\C=C\C(=O)NO)c2)n(CCc3ccccc3)c1Cc4ccccc4	CHEMBL1096705	pIC50=7.7
OCc1ccc(Cc2ccc(\C=C\C(=O)NO)cc2)cc1	CHEMBL2235251	pIC50=7.7
Cc1cccc(CCNC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCCC(=O)N2)c1	CHEMBL3356937	pIC50=7.77
ONC(=O)CCCCCCC(=O)Nc1cnn(Cc2cc(CN=[N+]=[N-])cc(c2)N=[N+]=[N-])c1	CHEMBL1914708	pIC50=7.77
C[C@@H](c1ccccc1)n2c(nc3ccccc23)c4cccc(\C=C\C(=O)NO)c4	CHEMBL1094793	pIC50=7.8
Cc1c(Cc2ccccc2)nc(c3cccc(\C=C\C(=O)NO)c3)n1CCc4ccccc4	CHEMBL1099048	pIC50=7.8
CCC(=O)CCCCC[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)C[C@H](CC(C)C)NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC1=O	CHEMBL2012814	pIC50=7.82
COc1ccc(cc1)C(=O)CCCCCCCC(=O)NO	CHEMBL2235257	pIC50=7.82
CC(C)(C)C1=CC(=O)C(=CC=C1)O	CHEMBL2408245	pKi=7.89
CN(Cc1nc2c(nc(nc2n1C)c3ccncc3)N4CCOCC4)c5ncc(cn5)C(=O)NO	CHEMBL3827517	pIC50=7.96
ONC(=O)CCCCCCCC(=O)c1ccc(cc1)N2CCCCC2	CHEMBL2235265	pIC50=8.02
SCCCCC[C@H](NC(=O)[C@@H]1CCCC(=O)N1)C(=O)NCc2cccc(OCc3ccccc3)c2	CHEMBL3356935	pIC50=8.05
ONC(=O)CCCCCCC\C(=N/O)\c1ccc2ccccc2c1	CHEMBL2235261	pIC50=8.07
COC1=CC=CC(=CC1=O)C(C)C	CHEMBL2408248	pKi=8.1
ONC(=O)CCCCCCCC(=C)c1ccc2ccccc2c1	CHEMBL2235263	pIC50=8.1
CC1(C)CC(=O)Nc2ccc(cc12)C(=O)NC[C@@H]3CC[C@H](CC3)\C=C\C(=O)NO	CHEMBL3309297	pIC50=8.22
ONC(=O)CCCCCC\C=C\c1ccc2ccccc2c1	CHEMBL2235657	pIC50=8.22
COc1cc2ncnc(Nc3ccc(Cl)cc3Cl)c2cc1OCCCCCC(=O)NO	CHEMBL3633769	pIC50=8.28
ONC(=O)CCCCCCCC(=O)c1ccc(cc1)c2ccccc2	CHEMBL2235260	pIC50=8.3
COc1cc2ncnc(Nc3ccc(Br)cc3)c2cc1OCCCCCCC(=O)NO	CHEMBL3759186	pIC50=8.34
ONC(=O)CCCCCCCC(=O)c1ccc(cc1)N2CCN(CC2)c3ccccc3	CHEMBL2235266	pIC50=8.35
ONC(=O)CCCCCCC\C(=N/O)\c1ccc(cc1)c2ccccc2	CHEMBL2235262	pIC50=8.4
CN1C2N(CCc3c2[nH]c4ccc(O)cc34)C(=O)c5cc(NCc6ccc(cc6)c7noc(CCCCCCC(=O)NO)n7)ccc15	CHEMBL3577694	pIC50=8.6
COc1ccc(cc1)C2=CC(=O)C(=CC=C2)O	CHEMBL2408243	pKi=8.62
CCC(C)C1=CC(=O)C(=CC=C1)O	CHEMBL2408246	pKi=8.64
ONC(=O)CCCCCCCC(=O)c1ccc(cc1)c2ccc(Br)cc2	CHEMBL2235264	pIC50=8.7
OC1=CC=CC(=CC1=O)c2ccccc2	CHEMBL2408242	pKi=8.83
OC1=CC=CC=C(C1=O)c2ccccc2	CHEMBL2408237	pKi=8.96
Cn1cc(CNCC2CCN(CC2)c3ncc(cn3)C(=O)NO)c4ccccc14	CHEMBL2105763	pKi=9.3
ONC(=O)\C=C\C#Cc1ccc(NS(=O)(=O)c2ccccc2)cc1	CHEMBL314389	pKi=10.0
