CC(OC(C)=O)C(=O)OCC[N+](C)(C)C	aclatonium
CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O	pilocarpine	pEC50=6.96999979	pEC50=6.96999979	pEC50=6.96999979
C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1	glycopyrronium bromide	pKi=9.64000034	pKi=9.64000034	pKi=9.64000034	pIC50=9.6	pIC50=9.6
OC(C1=CC=CC=C1)(C1=CC=CC=C1)C12CC[N+](CCOCC3=CC=CC=C3)(CC1)CC2	umeclidinium	pKi=10.22184849	pKi=10.22184849	pKi=10.22184849
CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C	fesoterodine	pKi=6.2706	pKi=6.2706	pKi=6.2706
[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1	trospium
O.[Br-].C[N+]1(C)[C@@H]2C[C@H](C[C@H]1[C@@H]3O[C@H]23)OC(=O)C(O)(c4cccs4)c5cccs5	tiotropium bromide	pKi=11.1	pKi=11.1	pKi=11.1	pIC50=9.4	pKi=10.5
[Br-].CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3	ipratropium	pKi=9.2924	pKi=9.2924	pKi=9.2924	pIC50=8.68
CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1	hyoscyamine	pKi=9.8	pKi=9.8	pKi=9.8
CC1OC2(CS1)CN1CCC2CC1	cevimeline	pEC50=7.3188	pEC50=7.3188	pEC50=7.3188
[Cl-].C[N+](C)(C)CCOC(=O)N	carbachol	pEC50=8.699	pEC50=8.699	pEC50=8.699	pEC50=7.16
[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(=O)C(CO)C1=CC=CC=C1)N2C	atropine	pKi=9.5	pKi=9.5	pKi=9.5	pKi=8.66
CC(=O)OCC[N+](C)(C)C	acetylcholine	pEC50=6.66	pEC50=6.66	pEC50=6.66
CC(C[N+](C)(C)C)OC(=O)C	methacholine
C[N+]1(C)CCC(CC1)=C(C1=CC=CC=C1)C1=CC=CC=C1	diphemanil
CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C	octatropine methylbromide
CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=C1C=CC=C2)C(C)C	propantheline	pKi=10.0	pKi=10.0	pKi=10.0
C[N+]12CCC(CC1)C(C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1	clidinium	pKi=9.60000038	pKi=9.60000038	pKi=9.60000038
C[N+]1(C)CCN(CC(O)(C2CCCCC2)C2=CC=CC=C2)CC1	hexocyclium	pKi=8.89999962	pKi=8.89999962	pKi=8.89999962
CC(C[N+](C)(C)C)OC(N)=O	bethanechol	pKi=4.19999981	pKi=4.19999981	pKi=4.19999981
CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2	dicycloverine	pKi=9.03292027	pKi=9.03292027	pKi=9.03292027	pIC50=8.36
CCN(Cc1ccncc1)C(=O)C(CO)c2ccccc2	tropicamide	pKi=7.52287875	pKi=7.52287875	pKi=7.52287875	pKi=7.52
CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1	cyclopentolate
CC[N+](CC)(CC)CCC(O)(C1CCCCC1)C1=CC=CC=C1	tridihexethyl
CC(C)N(CC[C@H](c1ccccc1)c2cc(C)ccc2O)C(C)C	tolterodine	pKi=8.49	pKi=8.49	pKi=8.49	pKi=8.44
C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1	mepenzolate	pKi=8.59	pKi=8.59	pKi=8.59
CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1	oxyphencyclimine
CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1	oxyphenonium
CC(C)[N+](C)(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C	isopropamide
CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)c2ccccc2	oxybutynin	pKi=9.11	pKi=9.11	pKi=9.11	pIC50=8.57
O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1	solifenacin	pIC50=6.88	pIC50=6.88	pIC50=6.88
CC1=NC=CN1CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1	imidafenacin
NC(=O)C([C@@H]1CCN(CCC2=CC=C3OCCC3=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1	darifenacin	pKd=9.52	pKd=9.52	pKd=9.52
C[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1	methscopolamine	pKi=10.39999962	pKi=10.39999962	pKi=10.39999962	pIC50=8.96
[Br-].OC(C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c4cccs4)c5cccs5	aclidinium bromide	pKi=10.15	pKi=10.15	pKi=10.15	pIC50=9.77
CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=C1C=CC=C2	methanthelinium
CO[C@@]1(CN2CCC1CC2)C#C[C@](O)(C3CCCCCC3)c4ccccc4	CHEMBL264414	pKi=8.7
COc1cc(NC(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)c(Cl)cc1CNC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56	CHEMBL3039518	pKi=8.7
COc1ccc(NC(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)cc1CCNC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56	CHEMBL3426708	pKi=8.7
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCCCCCCCCCCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccc(O)c(Cl)c4	CHEMBL3219049	pKi=8.7
Cc1ccc(c(NC(=O)OC2CCN(CCCCCCCCCNC[C@H](O)c3ccc(O)c(NS(=O)(=O)C)c3)CC2)c1)c4ccc(O)c(Cl)c4	CHEMBL3219044	pKi=8.7
Cc1cccc(CN2CCC(CC2)NC(=O)[C@@](O)([C@@H]3CCC(F)(F)C3)c4ccccc4)c1	CHEMBL146567	pKi=8.7
Clc1ccc(cc1Cl)N(C2CCN(Cc3ccccc3)CC2)C(=O)c4ccccc4	CHEMBL310132	pKi=8.7
OC(CCC1CCNCC1)c2ccccc2c3cccc(Cl)c3	CHEMBL1084850	pIC50=8.7
[Br-].C[N+]1(C)[C@@H]2C[C@@H](C[C@H]1[C@@H]3O[C@H]23)OC(=O)C(O)c4ccccc4	CHEMBL3091668	pKi=8.7
[Br-].OC(C(=O)N[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c4cccs4)c5cccs5	CHEMBL3401651	pIC50=8.7
C[N+]1(CC(=O)c2ccccc2)CCC(C1)N3CC(NC3=O)(c4ccccc4)c5ccccc5	CHEMBL222636	pKi=8.72
C[N+]1(CCOc2ccccc2)CCC(C1)N3CC(NC3=O)(c4ccccc4)c5ccccc5	CHEMBL374989	pKi=8.72
NC(=O)C(CCCN1CC[C@@H](C1)Oc2ccccc2)(c3ccccc3)c4ccccc4	CHEMBL1910845	pKi=8.72
O=C1NC(CN1C2CCN(Cc3ccccc3)CC2)(c4ccccc4)c5ccccc5	CHEMBL376000	pKi=8.72
C[N+]1(CC(=O)c2ccccc2)CC[C@H](C1)N3CC(NC3=O)(c4ccc(F)cc4)c5ccc(F)cc5	CHEMBL374513	pKi=8.74
CC(C)(CCC(C(=O)N)(c1ccccc1)c2ccccc2)N3CC[C@@H](C3)Oc4ccccc4	CHEMBL1910846	pKi=8.75
C[N+]1(CCCOc2ccccc2)CCC(C1)N3CC(NC3=O)(c4ccccc4)c5ccccc5	CHEMBL223028	pKi=8.75
NCCCCCCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3	CHEMBL1683926	pKi=8.75
[I-].C[N+](C)(C)C[C@@H]1CS[C@](O1)(C2CCCCC2)c3ccccc3	CHEMBL45454	pKi=8.75
Cc1cccc(CN2CCC(CC2)N3CC(NC3=O)(c4cccs4)c5cccs5)c1	CHEMBL375420	pKi=8.76
CCCCCN(C(=O)O[C@H]1CN2CCC1CC2)c3ccccc3	CHEMBL1779037	pIC50=8.77
CN(C)CCCOC(=O)C(C)(C1CCCCC1)c2ccccc2	CHEMBL286008	pKi=8.77
CN1CCC[C@H]1[C@H]2CS[C@@](O2)(C3CCCCC3)c4ccccc4	CHEMBL376255	pKi=8.77
NCC1CCN(CC1)C(=O)[C@@](O)(C2CCCC2)c3ccccc3	CHEMBL66400	pKi=8.77
CN1CCC[C@@H]1c2oc(cc2)[C@@](O)(C3CCCCC3)c4ccccc4	CHEMBL571121	pKi=8.78
[Br-].CCCCCCC[N+]12CCC(CC1)[C@H](C2)OC(=O)C3(O)c4ccccc4c5ccccc35	CHEMBL563996	pIC50=8.78
C[N+]1(CC(=O)c2ccsc2)CC[C@H](C1)N3CC(NC3=O)(c4ccc(F)cc4)c5ccc(F)cc5	CHEMBL222450	pKi=8.79
[Br-].O[C@](C1CCCC1)(C(=O)O[C@H]2C[N+]3(CCCOc4ccccc4)CCC2CC3)c5cccs5	CHEMBL549986	pIC50=8.79
Brc1ccc(cc1)N(C2CCN(Cc3ccccc3)CC2)C(=O)C4CCC4	CHEMBL314831	pKi=8.8
COc1cc(CNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)ccc1NC(=O)CCN4CCC(CC4)OC(=O)Nc5ccccc5c6ccccc6	CHEMBL3426689	pKi=8.8
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCc4c[nH]c5ccccc45)CCC2CC3)c6ccccc6	CHEMBL1921913	pIC50=8.8
NCCCCCCCCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3	CHEMBL1683928	pKi=8.8
O[C@@H]1C[C@H](N(C1)C(=O)CC(c2ccc(Cl)cc2)(c3ccc(Cl)cc3)c4ccc(Cl)cc4)C(=O)N5CCC[C@@H]5C(=O)NC[C@@H]6CCCNC6	CHEMBL215894	pKi=8.8
[Br-].CC(C1CCCC1)(C(=O)O[C@@H]2CC[N+](C)(C)C2)c3ccccc3	CHEMBL1924026	pIC50=8.8
[Br-].COC(C(=O)O[C@H]1C[C@@H]2[C@H]3O[C@H]3[C@H](C1)[N+]2(C)C)(c4cccs4)c5cccs5	CHEMBL3091666	pKi=8.8
CN(C)C1(CNCCC23CC4CC(CC(C4)C2)C3)COc5ccccc5OC1	CHEMBL394137	pKi=8.82
CN(C)C[C@H]1COCC(O1)(c2ccccc2)c3ccccc3.OC(=O)C(=O)O	CHEMBL2042553	pKi=8.82
Fc1cccc(c1)N(Cc2cc(F)c(F)c(F)c2)C(=O)O[C@H]3CN4CCC3CC4	CHEMBL1779046	pIC50=8.82
[I-].C[N+]1(C)CCC[C@@H]1c2oc(cc2)[C@@](O)(C3CCCCC3)c4ccccc4	CHEMBL569307	pKi=8.82
[I-].C[N+](C)(C)C[C@H]1COCC(O1)(c2ccccc2)c3ccccc3	CHEMBL2042405	pKi=8.83
CC(C)N(CC[C@H](c1ccccc1)c2cc(CCCNC(=O)CCCCCCCCCCNC[C@H](O)c3ccc(O)c(NS(=O)(=O)C)c3)ccc2O)C(C)C	CHEMBL1773263	pKi=8.84
CN1CCC[C@@H]1[C@@H]2CS[C@](O2)(C3CCCCC3)c4ccccc4	CHEMBL219825	pKi=8.84
Cc1cccc(c1)N(Cc2cc(F)c(F)cc2F)C(=O)O[C@H]3CN4CCC3CC4	CHEMBL1779045	pIC50=8.85
NC1CCN(CC1)C(=O)[C@@](O)(C2CCCC2)c3ccccc3	CHEMBL71431	pKi=8.85
CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(c3ccccc3)c4ccccc4	benzatropine	pIC50=8.89
COC1(CN2CCC1CC2)C#CC(O)(c3ccccc3)c4ccncc4	CHEMBL201933	pKi=8.89
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCCCCCCCCCN2C[C@@H]3[C@@H](COC(=O)Nc4ccccc4c5ccc(O)c(Cl)c5)[C@@H]3C2	CHEMBL3219053	pKi=8.89
Cc1c(nc(nc1N2CCCCCC2)C3CC3)N4CCCC4	CHEMBL234099	pKi=8.89
NC(=O)C([C@@H]1CCN(CCc2ccc3OCCc3c2)C1)(c4ccccc4)c5ccccc5	CHEMBL1346	pKi=8.89
CC(N1CCC(F)(F)CC1)(C(=O)OC2CC[N+](C)(C)CC2)c3ccccc3	CHEMBL1924032	pIC50=8.9
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CC(=O)Nc4ccncn4)CCC2CC3)c5ccccc5	CHEMBL1922048	pIC50=8.9
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCOc4ccc(Cl)cc4)CCC2CC3)c5ccccc5	CHEMBL1921931	pIC50=8.9
Cc1cc(NC(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)ccc1CNC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56	CHEMBL3426694	pKi=8.9
Cc1ccc(CCC[N+]23CCC(CC2)[C@H](C3)OC(=O)[C@@](C)(N4CCCCC4)c5ccccc5)cn1	CHEMBL1921922	pIC50=8.9
Cc1nc(cs1)C(=O)N2CCOC3(CCN(Cc4cccc(Cl)c4)CC3)C2	CHEMBL1289653	pIC50=8.9
Clc1ccc(cc1)N(C2CCN(Cc3ccccc3)CC2)C(=O)c4ccccc4	CHEMBL84993	pKi=8.9
NCC=C1CCN(CC1)C(=O)[C@@](O)([C@@H]2CCC(F)(F)C2)c3ccccc3	CHEMBL68384	pKi=8.92
O=C(O[C@H]1CN2CCC1CC2)N(Cc3ccccc3)c4ccccc4	CHEMBL1777826	pIC50=8.92
O[C@@H]1C[C@H](N(C1)C(=O)CC(c2ccc(Cl)cc2)(c3ccc(Cl)cc3)c4ccc(Cl)cc4)C(=O)N5CCC[C@@H]5C(=O)NCCC6CCNCC6	CHEMBL378859	pKi=8.92
[Br-].Cc1cccc(c1)N(Cc2cc(F)c(F)cc2F)C(=O)O[C@H]3C[N+]4(CCOc5ccccc5)CCC3CC4	CHEMBL1779139	pIC50=8.92
[Br-].C[N+]1(C)[C@H]2C[C@@H](C[C@H]1[C@H]3O[C@@H]23)OC(=O)[C@H](CO)c4ccccc4	CHEMBL1201024	pIC50=8.95
CN1CCC(CC1)OC(=O)C(O)(c2ccccc2)c3ccccc3	CHEMBL143228	pKi=8.96
CN1CCC(Cn2cnc(n2)C(O)(C3CCCCC3)c4ccccc4)CC1	CHEMBL3629355	pKi=8.96
CN1CCC=C(C1)c2nsnc2OCCCCCCCCCC3CCN(CCCN4C(=O)CCc5ccccc45)CC3	CHEMBL3354069	pKi=8.96
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCCCCCCCCCN2CCC(CC2)OC(=O)Nc3ccc(F)cc3c4ccc(O)c(Cl)c4	CHEMBL3219046	pKi=8.96
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCCCCCCCCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccc(O)c(Cl)c4	CHEMBL3219048	pKi=8.96
NCCC1CCN(CC1)C(=O)[C@@](O)(C2CCCC2)c3ccccc3	CHEMBL69648	pKi=8.96
O[C@@](C1CCCC1)(C(=O)N[C@H]2CN3CCC2CC3)c4cccs4	CHEMBL3401643	pIC50=8.96
C[N+]1(CCOc2ccccc2)CC[C@H](C1)N3CC(NC3=O)(c4ccccc4)c5ccccc5	CHEMBL387546	pKi=8.98
[Br-].OC1(C(=O)O[C@H]2C[N+]3(CCCOc4ccccc4)CCC2CC3)c5ccccc5Oc6ccccc16	CHEMBL562890	pIC50=8.98
[Br-].OC1(C(=O)O[C@H]2C[N+]3(CCc4ccccc4)CCC2CC3)c5ccccc5c6ccccc16	CHEMBL562655	pIC50=8.98
Brc1ccc(cc1)N(C2CCN(Cc3ccccc3)CC2)C(=O)c4ccccc4	CHEMBL85892	pKi=9.0
CC(C)N(CC[C@H](c1ccccc1)c2cc(CCCCOCCCCCCNC[C@H](O)c3ccc(O)c(NS(=O)(=O)C)c3)ccc2O)C(C)C	CHEMBL1773266	pKi=9.0
CC(C)[N+]12CCC(CC1)[C@H](C2)OC(=O)[C@@](C)(N3CCCCC3)c4ccccc4	CHEMBL1924042	pIC50=9.0
CC1CCN(CC1)C(C)(C(=O)OC2CC[N+](C)(C)CC2)c3ccccc3	CHEMBL1924033	pIC50=9.0
COC1(CN2CCC1CC2)C#CC(O)(C3CCC3)c4ccccc4	CHEMBL200957	pKi=9.0
COC1(CN2CCC1CC2)C#CC(O)(c3ccccc3)c4cncnc4	CHEMBL203249	pKi=9.0
CO[C@@]1(CN2CCC1CC2)C#CC(O)(c3ccc(F)cc3)c4ccc(F)cc4	CHEMBL381878	pKi=9.0
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CC(=O)Nc4cccnn4)CCC2CC3)c5ccccc5	CHEMBL1922049	pIC50=9.0
Cc1cc(NC(=O)C[N+]23CCC(CC2)[C@H](C3)OC(=O)C4(CCCCCC4)C5=CC=CC5)ncn1	CHEMBL3087378	pIC50=9.0
Cc1ccc(CCC[N+]23CCC(CC2)[C@H](C3)OC(=O)C4(CCCCCC4)C5=CC=CC5)c(C)n1	CHEMBL3087233	pIC50=9.0
Cc1cccc(OCC[N+]23CCC(CC2)[C@H](C3)OC(=O)[C@@](C)(N4CCCCC4)c5ccccc5)c1	CHEMBL1921933	pIC50=9.0
O=C(CCCCCNC(=O)CC(c1ccccc1)(c2ccccc2)c3ccccc3)NC[C@H]4CCCN(CC5CCCCC5)C4	CHEMBL2112956	pKi=9.0
O=C(O[C@H]1CN2CCC1CC2)N(Cc3ccsc3)c4ccccc4	CHEMBL1779034	pIC50=9.0
O[C@@H](CNCCc1cccc(NC(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)c1)c5ccc(O)c6NC(=O)C=Cc56	CHEMBL3426706	pKi=9.0
[Br-].O=C(O[C@H]1C[N+]2(CCOc3ccccc3)CCC1CC2)N(Cc4ccccc4)c5ccccc5	CHEMBL1779129	pIC50=9.0
COc1ccc(cc1)[S+]([O-])c2ccc(cc2)C(C)N3CCN(CC3)C4CCCCC4	CHEMBL307810	pKi=9.01
O=C1NC(CN1C2CCCN(Cc3ccccc3)CC2)(c4ccccc4)c5ccccc5	CHEMBL222387	pKi=9.02
[Br-].CC1(C(=O)O[C@H]2C[N+]3(CCCOc4ccccc4)CCC2CC3)c5ccccc5c6ccccc16	CHEMBL559931	pIC50=9.02
CCN1CCC(CNC(=O)[C@H]2CCCN2C(=O)[C@@H]3C[C@@H](O)CN3C(=O)CC(c4ccc(F)cc4)(c5ccc(F)cc5)c6ccc(F)cc6)CC1	CHEMBL213709	pKi=9.04
OC1(C(=O)O[C@H]2CN3CCC2CC3)c4ccccc4c5ccccc15	CHEMBL563887	pIC50=9.04
[I-].C[N+]1(C)CCC[C@@H]1[C@@H]2CS[C@](O2)(C3CCCCC3)c4ccccc4	CHEMBL222259	pKi=9.04
CN1CCC[C@H]1[C@H]2CS[C@](O2)(C3CCCCC3)c4ccccc4	CHEMBL385328	pKi=9.05
OC(C(=O)O[C@H]1CN2CCC1CC2)(c3ccccc3)c4ccccc4	CHEMBL558910	pIC50=9.05
[Br-].Cc1cccc(c1)N(Cc2cc(F)c(F)cc2F)C(=O)O[C@H]3C[N+]4(CCCc5ccccc5)CCC3CC4	CHEMBL1779138	pIC50=9.05
O[C@@H](CNCCCCCCCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4ccc(O)c5NC(=O)C=Cc45	CHEMBL1683934	pKi=9.09
CC(N1C=CC=CC=C1)(C(=O)OC2CC[N+](C)(C)CC2)c3ccccc3	CHEMBL1924030	pIC50=9.1
CC(N1CCSCC1)(C(=O)OC2CC[N+](C)(C)CC2)c3ccccc3	CHEMBL1924031	pIC50=9.1
CN(CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)C(=O)c4ccc(CNC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56)cc4	CHEMBL3426702	pKi=9.1
CN1CCC=C(C1)c2nsnc2OCCCCCCCC3CCN(CCCN4C(=O)CCc5ccccc45)CC3	CHEMBL3354068	pKi=9.1
COC1(CN2CCC1CC2)C#CC(O)(c3ccccc3)c4cccnc4F	CHEMBL382213	pKi=9.1
CO[C@@]1(CN2CCC1CC2)C#CC(O)(c3cccc(F)c3)c4cccc(F)c4	CHEMBL383389	pKi=9.1
C[C@@H](Cc1cccc(CCC(=O)NCc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645355	pKi=9.1
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCOCc4ccccc4)CCC2CC3)c5ccccc5	CHEMBL1921938	pIC50=9.1
Cc1ccc(NC(=O)C[N+]23CCC(CC2)[C@H](C3)OC(=O)C4(CCCCCC4)C5=CC=CC5)cn1	CHEMBL3087376	pIC50=9.1
Cc1ccc(NC(=O)C[N+]23CCC(CC2)[C@H](C3)OC(=O)C4(CCCCCC4)C5=CC=CC5)nn1	CHEMBL3087379	pIC50=9.1
Cc1ccnc(NC(=O)C[N+]23CCC(CC2)[C@H](C3)OC(=O)C4(CCCCCC4)C5=CC=CC5)c1	CHEMBL3087373	pIC50=9.1
Cc1cnc(NC(=O)C[N+]23CCC(CC2)[C@H](C3)OC(=O)C4(CCCCCC4)C5=CC=CC5)cn1	CHEMBL3087947	pIC50=9.1
Clc1ccc(cc1)C(=O)N(C2CCN(Cc3ccccc3)CC2)c4ccc(Br)cc4	CHEMBL85996	pKi=9.1
[Br-].CCCCN(C(=O)O[C@H]1C[N+]2(CCCc3ccccc3)CCC1CC2)c4ccccc4	CHEMBL1779135	pIC50=9.1
[Br-].CCCCN(C(=O)O[C@H]1C[N+]2(CCOc3ccccc3)CCC1CC2)c4ccccc4	CHEMBL1779137	pIC50=9.1
[Br-].O=C(N[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C4c5ccccc5Oc6ccccc46	CHEMBL3401654	pIC50=9.1
CC(C)N(CC[C@H](c1ccccc1)c2cc(CCCCOc3ccc(CCNC[C@H](O)c4ccc(O)c(CO)c4)cc3)ccc2O)C(C)C	CHEMBL1773074	pKi=9.12
O=C(CCNC(=O)CC(c1ccccc1)(c2ccccc2)c3ccccc3)NCCC(=O)NC[C@H]4CCCN(CC5CCCCC5)C4	CHEMBL2112959	pKi=9.12
O=C(O[C@H]1CN2CCC1CC2)C3c4ccccc4Oc5ccccc35	CHEMBL549577	pIC50=9.12
C[N+]1(CCc2ccccc2)CC[C@H](C1)N3CC(NC3=O)(c4ccc(F)cc4)c5ccc(F)cc5	CHEMBL223668	pKi=9.13
NCCCCCCCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3	CHEMBL1683927	pKi=9.13
O[C@@H](CNCCCCCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4ccc(O)c5NC(=O)C=Cc45	CHEMBL1683932	pKi=9.13
[I-].C[N+]1(C)CCC[C@H]1[C@H]2CSC(O2)(c3ccccc3)c4ccccc4	CHEMBL375969	pKi=9.13
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCCCCCCCCCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccc(O)c(Cl)c4	CHEMBL3219042	pKi=9.14
O[C@@H](CNCCCCCCCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccc(O)c(Cl)c3)c4ccc(O)c5NC(=O)C=Cc45	CHEMBL3629353	pKi=9.14
[Br-].OC1(C(=O)O[C@H]2C[N+]3(CCCOc4ccccc4)CCC2CC3)c5ccccc5c6ccccc16	CHEMBL561870	pIC50=9.15
C[N+]1(CCCc2ccccc2)CCC(C1)N3CC(NC3=O)(c4ccccc4)c5ccccc5	CHEMBL374452	pKi=9.16
O[C@](C1CCCC1)(C(=O)O[C@H]2CN3CCC2CC3)c4cccs4	CHEMBL554699	pIC50=9.16
[Br-].OC(C(=O)N[C@H]1C[N+]2(CCCc3ccccc3)CCC1CC2)(c4cccs4)c5cccs5	CHEMBL3401648	pIC50=9.16
[Br-].OC(C(=O)N[C@H]1C[N+]2(CCCc3cccs3)CCC1CC2)(c4cccs4)c5cccs5	CHEMBL3401649	pIC50=9.16
[Br-].OC(C(=O)N[C@H]1C[N+]2(CCOc3ccccc3)CCC1CC2)(c4cccs4)c5cccs5	CHEMBL3401650	pIC50=9.16
[Br-].C[N+]1(CCc2ccccc2)CCC(C1)N3CC(NC3=O)(c4ccccc4)c5ccccc5	CHEMBL223055	pKi=9.17
CC(=CCC[N+]12CCC(CC1)[C@H](C2)OC(=O)[C@@](C)(N3CCCCC3)c4ccccc4)C	CHEMBL1924046	pIC50=9.2
CC(C)N(CC[C@H](c1ccccc1)c2cc(CCCCOc3ccc(CCNC[C@H](O)c4ccc(O)c(NS(=O)(=O)C)c4)cc3)ccc2O)C(C)C	CHEMBL1773264	pKi=9.2
CCCCC(O)(C#CC1(CN2CCC1CC2)OC)c3ccccc3	CHEMBL200416	pKi=9.2
COc1c(CNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)ccc(NC(=O)CCN4CCC(CC4)OC(=O)Nc5ccccc5c6ccccc6)c1Cl	CHEMBL3426692	pKi=9.2
COc1cc(ccc1CNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)N(C)C(=O)CCN4CCC(CC4)OC(=O)Nc5ccccc5c6ccccc6	CHEMBL3426704	pKi=9.2
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCCOc4ccc(F)cc4)CCC2CC3)c5ccccc5	CHEMBL1921936	pIC50=9.2
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCOc4ccccc4)CCC2CC3)c5ccccc5	CHEMBL1921929	pIC50=9.2
Cc1cncc(NC(=O)C[N+]23CCC(CC2)[C@H](C3)OC(=O)C4(CCCCCC4)C5=CC=CC5)n1	CHEMBL3087948	pIC50=9.2
Fc1ccc(NC(=O)C[N+]23CCC(CC2)[C@H](C3)OC(=O)C4(CCCCCC4)C5=CC=CC5)nc1	CHEMBL3087372	pIC50=9.2
O=C(C[N+]12CCC(CC1)[C@H](C2)OC(=O)C3(CCCCCC3)C4=CC=CC4)Nc5cncnc5	CHEMBL3087366	pIC50=9.2
O[C@@H](CNCc1ccc(cc1)C(=O)NCCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)c5ccc(O)c6NC(=O)C=Cc56	CHEMBL3426699	pKi=9.2
O=C(O[C@H]1CN2CCC1CC2)N(Cc3cccs3)c4ccccc4	CHEMBL1779033	pIC50=9.22
[Br-].CCCCN(C(=O)O[C@H]1C[N+]2(CCCc3cccs3)CCC1CC2)c4ccccc4	CHEMBL1779136	pIC50=9.22
[Br-].C[N+]12CCC(CC1)[C@H](C2)OC(=O)C(O)(c3cccs3)c4cccs4	CHEMBL560327	pIC50=9.22
[Br-].Fc1cccc(c1)N(Cc2cc(F)c(F)c(F)c2)C(=O)O[C@H]3C[N+]4(CCOc5ccccc5)CCC3CC4	CHEMBL1779140	pIC50=9.22
