O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1	phenytoin
CCOC(=O)C1=CC=C(N)C=C1	benzocaine
CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C	ropivacaine
CN(C)CCOC(C1=CC=CC=C1)C1=C(C)C=CC=C1	orphenadrine	pIC50=4.7645	pIC50=4.7645	pIC50=4.7645
[H]C1(CCCCN1C)C(=O)NC1=C(C)C=CC=C1C	mepivacaine
NC1=NN=C(C(N)=N1)C1=C(Cl)C(Cl)=CC=C1	lamotrigine
CC(N)COC1=C(C)C=CC=C1C	mexiletine	pKi=4.89	pKi=4.89	pKi=4.89
CCN1C(=O)NC(C1=O)C1=CC=CC=C1	ethotoin
NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1	phenazopyridine
CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1	mephenytoin
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C	lidocaine	pIC50=4.54	pIC50=4.54	pIC50=4.54
NC(=O)N1C2=CC=CC=C2C=CC2=C1C=CC=C2	carbamazepine	pIC50=4.66	pIC50=4.66	pIC50=4.66
NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1	rufinamide
CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C	tetracaine	pKi=6.3	pKi=6.3	pKi=6.3	pIC50=5.12
CC(=O)O[C@H]1CC2=C(C=CC=C2)N(C(N)=O)C2=CC=CC=C12	eslicarbazepine acetate
COC[C@@H](NC(=O)C)C(=O)NCc1ccccc1	lacosamide	pIC50=6.74	pIC50=6.74	pIC50=6.74	pIC50=6.74
CCN(CC)CCNC(=O)C1=CC=C(N)C=C1	procainamide
CC(N)C(=O)NC1=C(C)C=CC=C1C	tocainide
CN1CC(C1)n2nccc2c3cc(ccc3c4cccc5cc(ccc45)S(=O)(=O)Nc6nccs6)C(F)(F)F	CHEMBL3682678	pIC50=7.16
CN1CCC(=CC1)c2cc(ccc2c3cccc4cc(ccc34)S(=O)(=O)Nc5ccncn5)C(F)(F)F	CHEMBL3682675	pIC50=7.16
COc1cc(c2cccc(F)c2)c(cc1c3nccc4cc(ccc34)S(=O)(=O)Nc5nncs5)C#N	CHEMBL3687614	pIC50=7.16
COc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ccncn4)c5ccc(Cl)c(F)c5	CHEMBL3687727	pIC50=7.16
Clc1ccc(c(Cl)c1)c2nccc3cc(ccc23)S(=O)(=O)Nc4ncns4	CHEMBL3682667	pIC50=7.16
Cn1nccc1c2cc(Cl)ccc2Oc3ccc(cc3F)S(=O)(=O)Nc4ncc(F)s4	CHEMBL2324001	pIC50=7.16
Cn1nccc1c2cc(OC(F)(F)F)ccc2Oc3ccc(cc3F)S(=O)(=O)Nc4nccs4	CHEMBL2323996	pIC50=7.16
Cn1nccc1c2ccccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4	CHEMBL2324000	pIC50=7.16
FC(F)(F)c1cc(Oc2ccc(cc2C#N)S(=O)(=O)Nc3nccs3)n(n1)c4ccccc4	CHEMBL2323999	pIC50=7.16
FC(F)(F)c1ccc(c(c1)C2=CCNCC2)c3cccc4cc(ccc34)S(=O)(=O)Nc5nccs5	CHEMBL3692142	pIC50=7.16
FC(F)(F)c1ccc(c(c1)C2=CCOCC2)c3cccc4CN(CCc34)S(=O)(=O)Nc5ncns5	CHEMBL3683208	pIC50=7.16
FC(F)(F)c1ccc(c(c1)c2ccncc2)c3nccc4cc(ccc34)S(=O)(=O)Nc5ncns5	CHEMBL3692136	pIC50=7.16
Fc1cc(OCC2(CCC2)C(F)(F)F)c(Cl)cc1C(=O)NS(=O)(=O)C3CC3	CHEMBL3662136	pIC50=7.16
Fc1cc(O[C@H]2C[C@@H]3CC[C@H]2C3)c(cc1C(=O)NS(=O)(=O)N4CCC4)C5CC5	CHEMBL3662113	pIC50=7.16
Fc1ccc(Oc2ccc(cc2)c3cccc(CNCCN4CCNC4=O)n3)cc1	CHEMBL3688038	pIC50=7.16
NC(=O)c1cc(cc(n1)c2ccc(Oc3ccc(Cl)cc3F)cc2)[C@@H](O)CO	CHEMBL3688110	pIC50=7.16
NC(=O)c1cc(cc(n1)c2ccc(Oc3ccc(Cl)cc3F)cc2)[C@H](O)CO	CHEMBL3688109	pIC50=7.16
OC1(C(=O)N(CCCC(F)(F)F)c2ccccc12)c3ccc4OCOc4c3	CHEMBL1779942	pIC50=7.16
OC1(COC1)c2cc(C(=O)NS(=O)(=O)N3CCC3)c(F)cc2OCC45CC6CC(CC(C6)C4)C5	CHEMBL3657959	pIC50=7.16
OCC(O)c1cccc(n1)c2ccc(Oc3ccc(cc3)C(F)(F)F)cc2	CHEMBL3687985	pIC50=7.16
OCc1cccc(c1)c2cc(F)ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4	CHEMBL2323998	pIC50=7.16
CC(C)C[C@H](NC(=O)c1ccccn1)C(=O)Nc2cccc(n2)c3ccc(Oc4ccc(F)cc4)cc3	CHEMBL2152683	pIC50=7.17
CC(C)N1C(=O)[C@@H](CCc2c(F)c(F)cc(F)c12)NC(=O)[C@@H](Cc3ccccc3OC(F)(F)F)NC(=O)OC(C)(C)C	CHEMBL2391649	pIC50=7.17
CC1(F)CCC(COc2cc(F)c(cc2C3CC3)C(=O)NS(=O)(=O)N4CCC4)CC1	CHEMBL3662169	pIC50=7.17
CS(=O)(=O)NC(=O)c1cc(Cl)c(OC2CCC3(CCCCC3)CC2)cc1F	CHEMBL3657920	pIC50=7.17
Fc1cc(OCC23CC4CC(CC(C4)C2)C3)c(cc1C(=O)NS(=O)(=O)N5CC6(COC6)C5)C7CC7	CHEMBL3658018	pIC50=7.17
Fc1cc(OCC2CC23CCCCC3)c(cc1C(=O)NS(=O)(=O)N4CCC4)C5CC5	CHEMBL3662153	pIC50=7.17
NC(=O)c1cnc(nc1[C@@H](O)CO)c2ccc(Oc3cc(F)cc(Cl)c3)cc2	CHEMBL3341989	pIC50=7.17
Nc1cc(ccn1)c2cc(Cl)ccc2Oc3cc(F)c(cc3Cl)S(=O)(=O)Nc4ncccn4	CHEMBL2323994	pIC50=7.17
O=S(=O)(Nc1ncns1)c2ccc(Oc3ccccc3c4cn[nH]c4)c(c2)C#N	CHEMBL2323995	pIC50=7.17
CN(C)S(=O)(=O)NC(=O)c1cc(Cl)c(OC[C@H]2CC[C@H]3C[C@@H]2C3(C)C)cc1F	CHEMBL3639566	pIC50=7.18
Cc1ccc(c(Oc2ccc(cc2C#N)S(=O)(=O)Nc3nccs3)c1)c4ccnn4C	CHEMBL2323993	pIC50=7.18
Cn1nccc1c2ccc(F)cc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4	CHEMBL2323992	pIC50=7.18
OCCS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC3CCCCC3)cc1F	CHEMBL3657974	pIC50=7.18
CC(C)Cc1ccc(Oc2ccc(cc2F)S(=O)(=O)Nc3nccs3)c(c1)c4ccnn4C	CHEMBL2323991	pIC50=7.19
CC(C)N1C(=O)[C@@H](CCc2ccccc12)NC(=O)[C@@H](Cc3cccc(F)c3C(F)(F)F)NC(=O)OC(C)(C)C	CHEMBL247647	pIC50=7.19
CC1(COc2cc(F)c(cc2C3CC3)C(=O)NS(=O)(=O)N4CC(F)C4)CCCCC1	CHEMBL3662155	pIC50=7.19
CNS(=O)(=O)NC(=O)c1cc(Cl)c(COc2ccc3CC(C)(C)CCc3c2)cc1F	CHEMBL3657850	pIC50=7.19
COc1cc(c(Cl)cc1c2ncnc3cc(ccc23)S(=O)(=O)Nc4ccncn4)c5cccc(F)c5	CHEMBL3687747	pIC50=7.19
Fc1cnc(NS(=O)(=O)N2CCc3c(C2)cccc3c4ccc(cc4C5CCNCC5)C(F)(F)F)s1	CHEMBL3683223	pIC50=7.19
NC(=O)c1cc(C(=O)N)n(n1)c2cccc(c2)c3cccc(OC(F)(F)F)c3OCC(F)(F)C(F)(F)F	CHEMBL1631103	pIC50=7.19
NC(=O)c1ccn(n1)c2cccc(c2)c3ccccc3OC(F)(F)F	CHEMBL1224268	pIC50=7.19
Oc1cccc2C(N(CCc3ccccn3)C(=O)c12)C(=O)NCc4ccc(OC(F)(F)F)cc4	CHEMBL2164041	pIC50=7.19
CC(C)(C)OC(=O)N[C@H](Cc1c(F)ccc(F)c1F)C(=O)NCc2nc3cccnc3n2C4(CC4)c5ccccc5	CHEMBL252836	pIC50=7.2
COCCOc1ccc2c(NC3(CCN(CC3)C(=O)c4ccc(OC)c(c4)N(C)C)c5cccn25)c1	CHEMBL3337586	pIC50=7.2
COc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ccncn4)c5cc(C)cc(F)c5	CHEMBL3687709	pIC50=7.2
COc1ncc(cn1)c2cccc(F)c2CCNC(=O)c3ccc(OCCC(F)(F)F)nc3	CHEMBL2147222	pIC50=7.2
Cc1ncc(cn1)c2ccccc2CCNC(=O)c3ccc(OCCC(F)(F)F)nc3	CHEMBL2147214	pIC50=7.2
FC(F)(F)CCOc1ccc(cn1)C(=O)N[C@@H]2COc3cccc(c3C2)c4cncnc4	CHEMBL2069420	pIC50=7.2
Fc1cc(Oc2ccc(Cl)cc2c3cccc(CN4CCC4)n3)c(Cl)cc1S(=O)(=O)Nc5nncs5	CHEMBL2323990	pIC50=7.2
O=S(=O)(Nc1ncns1)c2ccc3c(cccc3c2)N4CCC[C@H]4c5cccnc5	CHEMBL3692144	pIC50=7.2
CC1(C)CCCC(C1)Oc2cc(F)c(cc2C3CC3)C(=O)NS(=O)(=O)C	CHEMBL3662164	pIC50=7.21
COc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ccncn4)c5ccc(F)c(Cl)c5	CHEMBL3687725	pIC50=7.21
Fc1cc(OCC23CC4CC(CC(C4)C2)C3)c(C=C)cc1C(=O)NS(=O)(=O)N5CCC5	CHEMBL3662128	pIC50=7.21
CC(=O)c1cc(C(=O)NS(=O)(=O)N2CCC2)c(F)cc1OCC34CC5CC(CC(C5)C3)C4	CHEMBL3658008	pIC50=7.22
CC1(COc2ncc(cc2Cl)N3C(=O)C4(CC4)c5cc6c(NS(=O)(=O)C7CC7)noc6cc35)CC1	CHEMBL3634604	pIC50=7.22
CCCCCN1C(=O)C2(COc3cc(OC)ccc23)c4ccccc14	CHEMBL2296327	pIC50=7.22
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc8cnc[nH]8)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc9ccc(O)cc9)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%10ccccc%10)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](Cc%11c[nH]c%12ccccc%11%12)NC(=O)[C@@H]%13CCCN%13C1=O)C(C)C	CHEMBL3797735	pIC50=7.22
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc8cnc[nH]8)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc9ccc(O)cc9)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%10ccccc%10)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%11CCCN%11C1=O	CHEMBL3798639	pIC50=7.22
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]6CCCN6C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc7ccccc7)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc8c[nH]c9ccccc89)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc%10cnc[nH]%10)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc%11ccc(O)cc%11)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%12ccccc%12)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%13CCCN%13C1=O	CHEMBL3800461	pIC50=7.22
COCc1cccc(c1)c2cc(F)ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4	CHEMBL2323988	pIC50=7.22
COc1ccc(c(OC)c1)c2nccc3cc(ccc23)S(=O)(=O)Nc4ncns4	CHEMBL3682665	pIC50=7.22
COc1ccc2OCC3(C(=O)N(Cc4csc(n4)C(C)C)c5ccccc35)c2n1	CHEMBL2295848	pIC50=7.22
COc1ccc2OCC3(C(=O)N(Cc4oc(Cl)cc4)c5ccccc35)c2n1	CHEMBL2296322	pIC50=7.22
CS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC3(CC3)C(F)(F)F)cc1F	CHEMBL3657955	pIC50=7.22
Cc1ccc(Oc2ccc(cc2F)S(=O)(=O)Nc3nccs3)c(c1)c4ccnn4C	CHEMBL2323989	pIC50=7.22
FC(F)(F)C(=O)ON(c1ccncn1)S(=O)(=O)c2ccc3c(nccc3c2)c4ccc(cc4C5=CCNCC5)C(F)(F)F	CHEMBL3692141	pIC50=7.22
FC(F)(F)c1ccc(c(Cl)c1)c2nccc3cc(ccc23)S(=O)(=O)Nc4ncns4	CHEMBL3682662	pIC50=7.22
FC(F)(F)c1ccc(c(c1)C2=CCNCC2)c3nccc4cc(ccc34)S(=O)(=O)Nc5nccs5	CHEMBL3682671	pIC50=7.22
Fc1cc(OC2CCC3(CCCCC3)CC2)c(cc1C(=O)NS(=O)(=O)C4CC4)C5CC5	CHEMBL3662166	pIC50=7.22
OC1(C(=O)N(Cc2ccc(Cl)s2)c3ccccc13)c4ccc5OCOc5c4	CHEMBL1779940	pIC50=7.22
OC1(C(=O)N(Cc2ccc3OCOc3c2)c4ccccc14)c5ccc6OCOc6c5	CHEMBL1779941	pIC50=7.22
OC1(C(=O)N(Cc2ccccc2)c3ccccc13)c4ccc5OCOc5c4	CHEMBL1779939	pIC50=7.22
OCCc1cccc(c1)c2cc(F)ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4	CHEMBL2323987	pIC50=7.22
CC1(COc2cc(F)c(cc2C3CC3)C(=O)NS(=O)(=O)C)CCC(CC1)C(F)(F)F	CHEMBL3662217	pIC50=7.23
Cc1onc(c1CC(=O)NCc2cccc(OCCOCC(F)(F)F)n2)c3c(C)cccc3C	CHEMBL1797413	pIC50=7.23
Fc1cc(c(F)cc1OC[C@@H]2CNCC[C@H]2c3ccc(Cl)cc3)S(=O)(=O)Nc4ncns4	CHEMBL3325524	pIC50=7.23
CC(C)N1C(=O)[C@@H](CCc2cc(F)cc(F)c12)NC(=O)[C@@H](Cc3ccccc3OC(F)(F)F)NC(=O)OC(C)(C)C	CHEMBL2391648	pIC50=7.24
CC(C)[C@@H]1CC[C@H](CC1)Oc2cc(F)c(cc2Cl)C(=O)NS(=O)(=O)C	CHEMBL3657909	pIC50=7.24
CC1(C)[C@@H]2CC[C@@H](COc3cc(F)c(cc3Cl)C(=O)NS(=O)(=O)C)[C@H]1C2	CHEMBL3657845	pIC50=7.24
CC1(COc2cc(F)c(cc2C3CC3)C(=O)NS(=O)(=O)C)CCC4(CC4)CC1	CHEMBL3662211	pIC50=7.24
COc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ncns4)c5cccc(F)c5	CHEMBL3687639	pIC50=7.24
COc1cc(ccc1c2ncnc3cc(ccc23)S(=O)(=O)Nc4ccncn4)c5cccc(c5)C(F)(F)F	CHEMBL3687750	pIC50=7.24
COc1cc(ccc1c2ncnc3cc(ccc23)S(=O)(=O)Nc4ncns4)c5cccc(F)c5	CHEMBL3692164	pIC50=7.24
COc1ccccc1c2cccc3cc(ccc23)S(=O)(=O)Nc4ncns4	CHEMBL3682688	pIC50=7.24
CS(=O)(=O)NC(=O)c1ccc(OCC23CC4CC(CC(C4)C2)C3)c(c1)C(F)(F)F	CHEMBL3657853	pIC50=7.24
Clc1ccc(Oc2ccc(cc2C#N)S(=O)(=O)Nc3nccs3)c(c1)c4cccnc4	CHEMBL2323986	pIC50=7.24
Clc1ccc(Oc2ccc(cc2C#N)S(=O)(=O)Nc3ncns3)c(c1)C4CNC4	CHEMBL2323985	pIC50=7.24
Cn1nccc1c2cc(Cl)ccc2Oc3cc(F)c(cc3Cl)S(=O)(=O)Nc4ccc(F)cn4	CHEMBL2324388	pIC50=7.24
Fc1cc(OCC2CCCC(F)(F)C2)c(cc1C(=O)NS(=O)(=O)N3CCC3)C4CC4	CHEMBL3662201	pIC50=7.24
CC(C)(C)OC(=O)n1cc(cn1)c2cc(Cl)ccc2Oc3cc(F)c(cc3F)S(=O)(=O)Nc4nccs4	CHEMBL2324385	pIC50=7.25
COc1cc(c2cccc(F)c2)c(cc1c3nccc4cc(ccc34)S(=O)(=O)Nc5ncns5)C#N	CHEMBL3687613	pIC50=7.25
COc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ccncn4)c5ccc(C)c(F)c5	CHEMBL3687708	pIC50=7.25
COc1ccc2c(NC3(CCN(CC3)C(=O)c4ccc(cc4)N(C)C)c5cccn25)c1	CHEMBL3322773	pIC50=7.25
Cn1nc(cc1c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncc(F)s4)c(Cl)c2)C(F)(F)F	CHEMBL2324387	pIC50=7.25
Cn1nccc1c2cc(ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncns4)C(F)(F)F	CHEMBL2324386	pIC50=7.25
Fc1cc(OC2C3CC4CC(CC2C4)C3)c(cc1C(=O)NS(=O)(=O)N5CCC5)C6CC6	CHEMBL3662143	pIC50=7.25
Fc1cc(OCC23CC4CC(CC(C4)C2)C3)c(Cl)cc1C(=O)NS(=O)(=O)N5CCOCC5	CHEMBL3657865	pIC50=7.26
Fc1cc(OCC2CCCCC2)c(cc1C(=O)NS(=O)(=O)N3CCC3)C4CC4	CHEMBL3662238	pIC50=7.26
CC(C)N1C(=O)[C@@H](CN(CC2CC2)c3ccccc13)NC(=O)[C@@H](Cc4ccccc4)NC(=O)OC(C)(C)C	CHEMBL399886	pIC50=7.28
CC1(C)CCCC(C1)Oc2cc(F)c(cc2C3CC3)C(=O)NS(=O)(=O)C4CC4	CHEMBL3662167	pIC50=7.28
CN1CCC(CC1)c2cc(Cl)ccc2Oc3cc(F)c(cc3F)S(=O)(=O)Nc4ncns4	CHEMBL2324384	pIC50=7.28
COCCS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC34CCCCC3C4(F)F)cc1F	CHEMBL3662121	pIC50=7.28
COc1cc(c(Cl)cc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ccon4)c5cccc(F)c5	CHEMBL3687608	pIC50=7.28
CS(=O)(=O)NC(=O)c1cc(Cl)c(OCC23CC4CC(CC(Cl)(C4)C2)C3)cc1F	CHEMBL3657894	pIC50=7.28
Cn1nccc1c2cc(Cl)ccc2Oc3ccc(cc3Cl)S(=O)(=O)Nc4ccncn4	CHEMBL2324383	pIC50=7.28
FC(F)(F)c1ccc(Oc2ccc(cc2C#N)S(=O)(=O)Nc3ncc(Cl)s3)c(c1)c4cn[nH]c4	CHEMBL2324382	pIC50=7.28
Fc1cc(c(F)cc1OC[C@@H]2CNCC[C@H]2c3ccc(Cl)cc3)S(=O)(=O)Nc4ncccn4	CHEMBL3325549	pIC50=7.28
Fc1cc(c(Oc2ccc(cc2F)S(=O)(=O)Nc3ncns3)cc1Cl)c4ccnnc4	CHEMBL2324381	pIC50=7.28
Fc1ccc(NS(=O)(=O)c2cc(Cl)c(Oc3ccc(cc3C4CCNCC4)C(F)(F)F)cc2F)nc1	CHEMBL2324380	pIC50=7.28
Nc1cc([nH]n1)c2cc(F)ccc2Oc3cc(F)c(cc3Cl)S(=O)(=O)Nc4ncns4	CHEMBL2324379	pIC50=7.28
CC1(COc2cc(F)c(cc2C3CC3)C(=O)NS(=O)(=O)C4CC4)CCC(CC1)C(F)(F)F	CHEMBL3662218	pIC50=7.29
CN(C)S(=O)(=O)NC(=O)c1cc(Cl)c(OCC2C3CC4CC(CC2C4)C3)cc1F	CHEMBL3657887	pIC50=7.29
CS(=O)(=O)NC(=O)c1ccc(OCC23CC4CC(CC(C4)C2)C3)c(Br)c1	CHEMBL3657852	pIC50=7.29
Fc1ccc(cc1)C2CCNCC2(F)COc3cc(F)c(cc3F)S(=O)(=O)Nc4ncns4	CHEMBL3325530	pIC50=7.29
Nc1noc2ccc(cc12)c3cccnc3Oc4cc(F)c(cc4F)S(=O)(=O)Nc5ncns5	CHEMBL3805138	pIC50=7.29
CC(=O)n1cc(c2ccc(cc2c3ccnn3C)C(F)(F)F)c4ccc(cc14)S(=O)(=O)Nc5ncns5	CHEMBL2409208	pIC50=7.3
CCOc1cc(ccc1c2cccc3cc(ccc23)S(=O)(=O)Nc4ncns4)C(F)(F)F	CHEMBL3677858	pIC50=7.3
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc8c[nH]cn8)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc9ccc(O)cc9)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%10ccccc%10)C(=O)N[C@@H](Cc%11c[nH]c%12ccccc%11%12)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%13CCCN%13C1=O)C(C)C	CHEMBL3800498	pIC50=7.3
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc8c[nH]cn8)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc9ccc(O)cc9)C(=O)N[C@@H](Cc%10c[nH]c%11ccccc%10%11)C(=O)N[C@@H](Cc%12ccccc%12)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%13CCCN%13C1=O)C(C)C	CHEMBL3798058	pIC50=7.3
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc8cnc[nH]8)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc9ccc(O)cc9)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc%10ccccc%10)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%11CCCN%11C1=O)C(C)C	CHEMBL3799794	pIC50=7.3
